Flags,Block,Column,Row,Name,ID,RefNumber,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,1_3,1_4,1_5,1_6,1_7,1_8
0,1,12,123,222784943_EZ013577.1_4-1195,CUST_283_PI426227486,13879,-2,0,0,-3,-1,-2,-1,0,2,0,0,-1,-1,-1,-1,0,0,2,-1,0,0,0
0,1,13,123,222780432_EZ009103.1_663-782,CUST_14_PI426265162,13715,-1,0,-1,1,-1,0,-1,0,1,-1,1,-2,-1,-1,0,0,0,2,0,1,1,0
0,1,14,123,222785876_EZ014358.1_50-232,CUST_8_PI426247727,13551,-1,-2,-1,1,-2,2,-4,0,2,0,1,1,-1,1,-1,-1,1,-1,1,0,0,1
0,1,15,123,133856041_EF133953.1_75-686,CUST_5_PI426267032,13387,-1,-1,1,-1,-4,2,-16,-1,1,0,1,-1,-1,2,0,0,-1,0,0,0,0,-1
0,1,16,123,222792020_EZ020408.1_177-960,CUST_15_PI426246035,13223,-1,-3,0,-2,-2,-1,-2,0,1,-1,2,-1,1,2,-1,0,0,2,-2,1,-1,1
0,1,17,123,222794957_EZ023345.1_289-727,CUST_154_PI426265159,13059,1,3,1,7,1,6,-1,7,1,1,2,1,0,1,1,2,1,2,0,1,0,1
0,1,18,123,222546496_EZ002686.1_1083-1574,CUST_15_PI426244589,12895,0,2,0,-1,-3,0,-2,0,0,-4,1,0,1,1,1,1,2,1,1,0,1,-1
0,1,19,123,22087283_AF500013.1_18-557,CUST_21_PI426232940,12731,1,13,2066,21,1558,609,1754,72,0,5,-2,350,628,723,1221,2,16,0,1037,-2,51,5
0,1,20,123,222547488_EZ003401.1_109-240,CUST_9_PI426265159,12567,0,3,0,6,19,6,-2,3,11,-2,1,0,0,0,1,0,1,0,-1,-1,1,-1
0,1,21,123,168989240_DQ483001.1_47-913,CUST_114_PI426232940,12403,0,1,5,-1,55,21,27,1,0,0,-1,0,-1,1,0,2,-1,0,1,-1,1,1
0,1,22,123,NA,NA,12239,-1,1,0,0,-2,0,-1,-1,-1,1,0,0,0,0,-2,-1,0,0,-4,0,0,0
0,1,23,123,222803011_EZ031399.1_25-600,CUST_96_PI426227495,12075,0,1,0,-1,0,-1,0,-2,0,0,1,1,1,0,0,-1,-1,13,-2,1,-1,1
0,1,24,123,AY149146.1,CUST_143_PI426232937,11911,0,-1,0,-1,-2,-1,-1,-1,-2,1,0,2,-1,0,0,-2,-1,-2,-2,1,0,1
0,1,25,123,222545986_EZ002176.1_158-409,CUST_30_PI426266349,11747,1,1,2,0,1,-1,0,0,-2,1,1,3,0,0,0,0,0,-4,-1,-2,0,1
0,1,26,123,222781632,CUST_1_PI426265165,11583,0,2,1,-1,-1,-9,1,0,1,2,1,1,-1,1,-1,1,-1,-3,0,0,0,-2
0,1,27,123,NA,NA,11419,-1,3,0,0,0,-1,1,0,-1,0,-1,1,-1,1,-1,0,-2,-1,1,-1,0,0
0,1,28,123,222783949_EZ012607.1_15-329,CUST_253_PI426227486,11255,-3,1,0,1,-1,1,1,0,0,2,0,0,-1,-1,0,0,-4,0,1,-1,-1,-1
0,1,29,123,222783804_EZ012464.1_66-767,CUST_65_PI426265159,11091,12,11,4,22,13,18,3,3,15,11,6,-2,1,3,3,1,9,5,9,0,0,1
0,1,30,123,222783048_EZ011717.1_71-577,CUST_615_PI426227498,10927,25,12,15,8,8,22,8,4,13,25,2,4,6,5,9,9,10,2,3,1,0,-5
0,1,31,123,222798016_EZ026404.1_34-932,CUST_70_PI426246032,10763,2,-1,-4,-2,-2,-1,-1,-1,1,0,1,0,1,-1,2,-1,1,1,1,1,0,-1
0,1,32,123,NA,NA,10599,0,0,0,1,-3,-2,-1,0,-1,1,-1,-1,-3,0,0,-1,-1,0,0,0,-1,-2
0,1,33,123,AY149122.1,CUST_75_PI426232937,10435,2,2,461,0,928,489,951,14,0,3,0,76,150,158,403,2,5,8,240,1,22,1
0,1,34,123,42760726_AB117339.1_389-523,CUST_21_PI426246026,10271,1,2,0,2,-2,2,-2,0,1,0,1,0,0,1,3,0,1,0,-1,1,-1,1
0,1,35,123,31505734_AY289703.1_724-909,CUST_54_PI426232940,10107,106,820,828,1586,676,281,1105,948,605,1232,270,120,173,276,507,917,1817,488,415,153,57,1206
0,1,36,123,222797612_EZ026000.1_103-264,CUST_10_PI426264527,9943,0,-4,1,0,0,0,-2,-1,1,-2,0,0,-1,1,0,0,-2,1,1,0,0,79
0,1,37,123,222782861_EZ011532.1_74-319,CUST_186_PI426246026,9779,-1,1,1,0,-1,0,-2,0,1,-1,1,0,0,1,-2,0,0,1,0,-1,0,352
0,1,38,123,222801776_EZ030164.1_306-866,CUST_1435_PI426227498,9615,-1,3,-6,1,1,3,-1,0,0,0,0,-1,-1,0,0,-4,1,1,1,2,0,1
0,1,39,123,222783869_EZ012529.1_2-565,CUST_147_PI426226825,9451,1,0,-1,-1,1,0,1,1,1,2,0,-1,0,1,1,0,2,0,0,1,1,-1
0,1,40,123,222785152_EZ013786.1_1048-1221,CUST_847_PI426227498,9287,-1,1,-1,-1,0,1,0,-1,0,-3,1,0,0,-1,2,0,1,-3,0,-1,-10,-1
0,1,41,123,NA,NA,9123,0,1,0,1,0,1,1,1,1,0,-1,-1,0,-1,0,0,-1,1,1,0,0,-1
0,1,42,123,DQ309536_113_147,CUST_210_PI426266615,8959,1,1,0,1,0,2,-1,0,-7,-1,0,0,-1,-3,-1,2,-1,1,0,1,-1,0
0,1,43,123,222783397_EZ012062.1_192-746,CUST_680_PI426227498,8795,1,0,0,-1,1,1,-4,1,0,0,2,-2,-1,-2,0,1,2,1,-1,0,-2,0
0,1,44,123,222803011_EZ031399.1_25-600,CUST_95_PI426227495,8631,1343,871,981,1603,850,1338,446,904,800,1140,515,461,374,594,1141,808,713,662,415,500,18,554
0,1,45,123,222799801_EZ028189.1_99-215,CUST_8_PI426246029,8467,-1,1,0,-2,0,2,0,1,1,0,1,1,0,-1,2,-2,1,2,-3,0,-3,2
0,1,46,123,NA,NA,8303,-1,2,0,-1,0,1,1,-2,1,-1,1,0,1,1,0,1,0,0,-7,2,1,1
0,1,47,123,222784674_EZ013314.1_449-568,CUST_5_PI426264530,8139,1,2,-1,-1,-2,-1,-2,0,0,2,1,-1,-1,-1,0,0,0,1,-2,2,0,-1
0,1,48,123,NA,NA,7975,2,-3,0,-2,-2,-1,0,-1,0,-2,0,1,0,0,0,0,-1,0,-3,0,1,0
0,1,49,123,NA,NA,7811,1,-7,1,-1,-1,-7,-1,0,0,-1,-1,1,0,0,0,2,0,1,-1,0,1,0
0,1,50,123,222781550_EZ010221.1_986-1096,CUST_24_PI426227884,7647,-1,2,0,0,-2,-2,0,0,0,0,2,1,1,0,1,2,0,0,0,2,-3,-3
0,1,51,123,158602804_EU069460.1_65-1018,CUST_3_PI426227495,7483,0,-8,-2,0,0,0,0,0,-5,2,2,-1,1,-1,0,1,3,-1,1,2,0,-1
0,1,52,123,NA,NA,7319,1,-6,-2,-2,-2,0,-1,0,-3,0,0,-1,1,-1,0,-1,0,-1,1,0,-1,0
0,1,53,123,222785786_EZ014268.1_418-675,CUST_958_PI426227498,7155,2,-1,-1,0,-1,-1,-1,0,1,0,-1,1,0,0,-3,1,2,1,1,2,1,0
0,1,54,123,222785331_EZ013965.1_43-938,CUST_314_PI426227486,6991,0,0,0,1,-1,1,-1,0,2,1,0,0,-2,-1,1,0,0,1,-2,2,0,0
0,1,55,123,NA,NA,6827,1,1,1,0,-1,0,-1,1,-1,0,1,1,-1,0,0,-1,1,-1,-1,0,-1,-2
0,1,56,123,222546574_EZ002764.1_330-602,CUST_164_PI426227498,6663,1,0,1,-1,1,0,-2,0,-1,1,0,0,-1,-1,1,0,3,-1,0,-2,0,-2
0,1,57,123,222779052_EZ007723.1_24-1263,CUST_99_PI426227486,6499,3,6,24,9,21,25,6,23,3,18,3,7,6,1,24,6,1,3,0,-3,0,-1
0,1,58,123,222782614_EZ011285.1_56-748,CUST_106_PI426226915,6335,1,1,-1,-2,0,0,-2,0,-1,0,-2,1,1,0,1,1,1,1,0,-4,1,-1
0,1,59,123,222783517_EZ012180.1_342-908,CUST_81_PI426266271,6171,1,-1,-3,-2,1,1,-2,-1,-1,0,1,1,0,-2,0,3,1,2,1,-1,-1,0
0,1,60,123,168989229_DQ482990.1_50-928,CUST_15_PI426232931,6007,1,0,1,-1,-1,2,1,-1,1,-2,-1,-1,0,-1,0,1,0,1,1,0,0,1
0,1,61,123,288950312_GQ501383.1_22-465,CUST_283_PI426232940,5843,23,291,213,433,162,121,291,258,232,326,99,30,39,76,123,387,431,102,110,60,3,229
0,1,62,123,NA,NA,5679,1,0,-1,0,1,1,0,-1,0,0,0,0,-1,1,-1,0,-1,0,1,1,-1,0
0,1,63,123,AF298221.1,CUST_18_PI426232937,5515,0,-1,-10,2,6,2,-2,0,-7,3,1,1,-1,1,-1,4,4,22,1,0,-1,-7
0,1,64,123,222783213_EZ011882.1_28-528,CUST_641_PI426227498,5351,-1,-2,-2,0,0,-2,-2,0,0,1,0,-3,0,1,1,0,0,-7,0,-1,-1,1
0,1,65,123,222781680_EZ010351.1_13-324,CUST_48_PI426266271,5187,0,-1,-4,-4,0,1,0,1,0,1,-2,-1,1,1,1,0,0,-1,-1,-1,1,0
0,1,66,123,42600970_AY456112.1_761-937,CUST_99_PI426232940,5023,203,1878,205,1842,92,166,140,614,1032,1337,729,17,8,20,32,1881,1106,330,11,171,0,842
0,1,67,123,222781484_EZ010155.1_1616-1720,CUST_482_PI426227498,4859,-2,0,-25,0,-10,-12,-7,-1,1,1,-6,-7,0,-4,-3,0,-14,-5,-7,-7,-1,-7
0,1,68,123,SedC(A6)_129_163,CUST_372_PI426266615,4695,18015,17169,22563,28407,17004,23861,13175,13548,15234,16726,8786,10155,8412,9677,10865,16814,20907,20150,17862,13696,601,16364
0,1,69,123,222799525_EZ027913.1_993-1520,CUST_101_PI426264540,4531,1,-7,2,-21,-2,-17,-3,-19,-1,-3,0,-3,1,-2,-2,-1,1,-16,-6,-6,1,-15
0,1,70,123,222785918_EZ014400.1_19-959,CUST_114_PI426245467,4367,1,0,-1,1,-1,-1,-1,-1,-2,0,0,1,0,1,-1,1,-1,0,-2,-1,1,0
0,1,71,123,222787354_EZ015826.1_18-347,CUST_57_PI426246032,4203,1,2,-2,0,-1,0,0,1,1,1,-1,2,1,1,0,4,11,9,2,1,1,3
0,1,72,123,E1A_r60_a20,(+)E1A_r60_a20,4039,64,45,19,44,11,25,5,9,13,26,6,13,3,6,12,31,33,33,19,36,2,16
0,1,73,123,209867519_EU785981.1_1-1134,CUST_1_PI426245463,3875,1,-12,1,2,0,2,1,2,1,2,0,1,-1,-1,3,0,2,2,-1,2,-1,0
0,1,74,123,168989238_DQ482999.1_75-854,CUST_2_PI426227951,3711,2,-8,0,-1,0,-1,-1,0,1,1,-1,-1,-1,0,0,199,0,2,1,1,0,-2
0,1,75,123,222792017_EZ020405.1_78-1271,CUST_1167_PI426227498,3547,0,2,-1,1,0,0,-2,1,1,1,0,-2,-2,1,1,168,-1,1,2,0,0,-1
0,1,76,123,222781845_EZ010516.1_21-1154,CUST_78_PI426266349,3383,1,2,7,5,2,8,-2,2,3,7,0,1,0,1,2,2,3,5,2,2,1,1
0,1,77,123,NA,NA,3219,0,2,1,1,-1,1,-1,0,0,-2,0,-1,0,0,0,0,-2,-1,-1,1,2,-2
0,1,78,123,15081471_AF401282.1_84-969,CUST_61_PI426244603,3055,0,1,1,-1,0,1,0,0,0,-1,0,-1,-1,1,0,0,-4,3,0,0,1,-2
0,1,79,123,222785719_EZ014217.1_32-1766,CUST_110_PI426245467,2891,-1,-2,0,-1,0,-1,1,-1,0,0,0,-2,-1,1,-1,1,-2,2,1,0,0,-2
0,1,80,123,222783284_EZ011951.1_100-888,CUST_80_PI426227893,2727,0,-1,0,0,1,0,0,-1,1,-2,-1,0,-2,-1,0,1,0,-4,1,1,-1,-3
0,1,81,123,222783353_EZ012018.1_117-419,CUST_201_PI426246026,2563,2,1,1,0,1,0,1,0,-1,0,0,0,-1,-1,0,1,1,-2,1,-1,2,-3
0,1,82,123,222790172_EZ018566.1_59-819,CUST_1100_PI426227498,2399,-1,3,0,0,0,-2,-1,2,-3,0,0,1,-1,-1,1,-1,0,1,-1,1,0,0
0,1,83,123,E1A_r60_a22,(+)E1A_r60_a22,2235,225,146,127,231,85,99,51,52,54,95,41,64,34,53,77,121,101,97,88,96,2,64
0,1,84,123,AY149131.1,CUST_117_PI426232937,2071,0,19,712,7,1405,844,1330,28,-1,5,0,141,304,263,616,2,0,5,400,0,8,1
0,1,85,123,222784189_EZ012847.1_700-822,CUST_25_PI426266366,1907,1,3,0,-1,-2,-1,-12,0,0,2,-1,-1,2,2,2,-2,-1,2,2,0,-1,-2
0,1,86,123,222788896_EZ017328.1_70-703,CUST_66_PI426246032,1743,44,31,35,58,57,77,18,30,25,56,15,32,26,32,67,17,20,23,18,8,-1,15
0,1,87,123,187564250_EU498721.1_1-690,CUST_21_PI426244603,1579,202,230,6,299,178,436,0,33,176,1037,327,155,163,134,13,114,196,39,6,18,-1,45
0,1,88,123,222801086_EZ029474.1_140-940,CUST_121_PI426226825,1415,71,52,29,111,32,58,16,28,27,69,24,14,17,34,45,41,28,15,18,10,-1,29
0,1,89,123,222783575_EZ012238.1_71-712,CUST_85_PI426226825,1251,0,1,-4,1,-1,-1,0,-2,1,0,-2,1,0,0,1,2,1,0,0,0,0,1
0,1,90,123,222785129_EZ013763.1_39-425,CUST_210_PI426246026,1087,2968,2691,2767,2956,2251,3143,1231,2351,2235,3826,1500,2021,1173,2102,3900,1645,1632,2061,775,827,57,966
0,1,91,123,222798880_EZ027268.1_25-924,CUST_23_PI426245463,923,-12,0,-1,-1,0,0,-1,0,0,-1,0,0,-4,0,1,-3,0,2,-1,1,-1,1
0,1,92,123,222784955_EZ013589.1_166-402,CUST_48_PI426226825,759,0,-1,-1,1,1,0,-1,1,0,1,1,0,-1,0,1,-2,1,0,0,2,-2,2
0,1,93,123,222795387_EZ023775.1_146-1348,CUST_77_PI426227495,595,1,-2,2,0,1,-1,-1,-2,1,0,0,1,0,0,0,0,-1,-1,1,-1,0,1
0,1,94,123,222790172_EZ018566.1_59-819,CUST_1102_PI426227498,431,0,-1,0,2,1,-2,0,-7,1,2,0,0,0,-1,0,1,0,0,0,0,0,1
0,1,95,123,NA,NA,267,0,-1,1,-1,0,-1,0,-1,1,0,0,0,0,-2,1,1,1,0,1,0,0,0
0,1,96,123,NA,NA,103,0,-1,1,0,1,1,-1,0,0,0,-1,1,0,-1,-1,0,0,0,-1,0,1,1
0,1,1,124,222794710_EZ023098.1_17-553,CUST_1_PI426244589,15601,0,1,0,0,-1,1,0,0,1,1,1,4,1,1,0,0,1,1,0,0,0,2
0,1,2,124,222786712_EZ015184.1_8-1142,CUST_354_PI426227486,15437,1,1,1,2,2,2,0,-1,-12,0,-1,-1,0,1,1,2,0,2,2,2,-3,2
0,1,3,124,222783804_EZ012464.1_478-606,CUST_57_PI426265159,15273,3,6,3,4,5,5,2,5,-3,2,1,2,0,2,5,-1,2,6,7,1,-1,3
0,1,4,124,222781465_EZ010136.1_32-604,CUST_151_PI426226825,15109,-1,1,1,0,0,2,2,1,-5,0,2,0,0,-1,0,0,0,3,1,-2,-1,1
0,1,5,124,NA,NA,14945,-1,0,-1,-3,0,0,0,2,-1,0,0,1,0,0,0,1,-2,1,1,-1,-1,-1
0,1,6,124,E1A_r60_a20,(+)E1A_r60_a20,14781,47,43,20,43,10,19,10,16,11,23,11,9,2,12,12,39,28,31,14,27,1,22
0,1,7,124,NA,NA,14617,-1,-2,-1,-2,2,1,0,1,0,0,0,0,0,1,0,-3,-1,-3,2,0,1,-1
0,1,8,124,288950305_GQ501376.1_22-477,CUST_262_PI426232940,14453,2,71,69,116,59,46,112,46,31,47,10,12,12,21,44,63,36,12,26,1,8,59
0,1,9,124,222784125_EZ012783.1_12-902,CUST_27_PI426227495,14289,1,-1,1,2,1,1,2,0,-3,0,2,-2,2,-1,2,1,0,-2,0,-1,1,-3
0,1,10,124,NA,NA,14125,-2,0,1,-1,0,1,2,-2,-1,1,-2,-3,2,1,0,-1,0,-1,2,-1,-2,-1
0,1,11,124,222790385_EZ018773.1_1314-2633,CUST_1108_PI426227498,13961,3,1,1,-1,0,-2,2,-2,2,2,0,-1,2,1,-1,2,0,1,2,1,-2,-1
0,1,12,124,222780432_EZ009103.1_663-782,CUST_14_PI426265162,13797,1,0,0,-1,-1,0,0,1,2,-3,0,-1,1,1,0,0,1,1,0,0,0,-1
0,1,13,124,NA,NA,13633,0,-1,0,-2,0,2,-1,2,2,2,3,-1,0,1,1,-1,0,0,1,1,1,-1
0,1,14,124,222794957_EZ023345.1_351-665,CUST_157_PI426265159,13469,-1,-1,1,0,-6,3,-20,1,3,-1,1,1,-1,1,0,0,2,3,1,2,0,-1
0,1,15,124,MGID_30_119_153,CUST_305_PI426266615,13305,462,512,763,1079,1050,1111,553,883,768,701,233,423,375,712,767,824,451,718,472,567,36,515
0,1,16,124,AY160089.1,CUST_228_PI426232937,13141,0,1,1,-2,-1,0,-1,0,-2,-3,2,0,0,1,0,1,2,9,0,0,1,1
0,1,17,124,222795206_EZ023594.1_271-1152,CUST_1181_PI426227498,12977,1,1,2,1,-2,2,-1,2,-2,-1,0,1,1,-1,-3,0,1,2,-1,1,1,0
0,1,18,124,32188165_AY181552.1_85-910,CUST_58_PI426244603,12813,1,1,0,0,-2,0,-2,0,-1,-3,-1,0,1,0,-1,-1,0,-1,-1,-7,0,0
0,1,19,124,222784189_EZ012847.1_582-728,CUST_23_PI426266366,12649,2,0,0,-1,-1,-1,-1,0,2,-3,1,0,0,1,-2,0,1,0,-1,0,1,-1
0,1,20,124,222801064_EZ029452.1_4-138,CUST_57_PI426226868,12485,0,1,3,2,4,3,-1,3,2,2,0,1,-1,1,-1,4,4,1,2,-4,1,2
0,1,21,124,222780092_EZ008763.1_410-517,CUST_386_PI426227498,12321,0,2,2,2,2,2,0,0,2,1,0,0,1,1,-3,-1,0,1,2,-1,2,1
0,1,22,124,222545703_EZ001893.1_7-144,CUST_107_PI426227498,12157,0,0,0,1,-2,0,-1,1,2,1,-1,1,-2,2,0,0,-1,1,1,1,0,1
0,1,23,124,222802765_EZ031153.1_1147-1254,CUST_21_PI426245467,11993,0,-4,0,1,-2,-1,-1,-1,1,0,0,1,0,0,0,-1,-2,0,0,0,0,0
0,1,24,124,L11067_2837_2871,CUST_262_PI426266615,11829,0,0,1,1,1,-4,0,-2,-2,1,0,1,0,2,0,-1,0,-2,-2,1,1,1
0,1,25,124,222545588_EZ001778.1_1363-1482,CUST_80_PI426227498,11665,1,0,0,-1,1,1,0,0,2,-1,0,0,0,2,-1,1,2,-5,-2,0,0,-1
0,1,26,124,222785719_EZ014217.1_32-1030,CUST_12_PI426245467,11501,0,-1,0,1,1,1,1,2,3,2,0,0,0,2,-1,1,-3,-1,0,2,1,-1
0,1,27,124,NA,NA,11337,-1,1,0,1,2,1,0,0,1,2,-1,-1,2,2,0,1,-10,-1,1,1,0,0
0,1,28,124,Ac_7_141_175,CUST_95_PI426266615,11173,-1,2,5,5,9,7,7,2,7,16,2,1,3,-2,1,1,-1,8,4,2,-1,-1
0,1,29,124,222783370_EZ012035.1_55-171,CUST_668_PI426227498,11009,57,13,97,69,40,62,79,28,76,31,2,21,26,30,80,92,16,97,18,37,1,15
0,1,30,124,222799104_EZ027492.1_46-1136,CUST_63_PI426226978,10845,2,1,-1,-1,-1,0,1,0,2,1,2,0,0,-1,2,-1,0,1,2,1,-1,1
0,1,31,124,RC7,RC7,10681,2,1,-1,-1,-2,-1,-1,2,1,2,1,0,-3,-1,2,-1,0,0,3,1,-1,6
0,1,32,124,222780128_EZ008799.1_341-1054,CUST_43_PI426227893,10517,0,0,1,0,-3,0,1,2,1,17,1,-1,-2,1,0,0,-1,1,1,0,-1,-2
0,1,33,124,222785724_EZ014222.1_405-524,CUST_93_PI426265159,10353,1,1,-1,0,-1,1,0,-1,1,1,0,0,0,1,0,-1,-1,1,-1,1,-4,-1
0,1,34,124,222788731_EZ017203.1_298-477,CUST_1060_PI426227498,10189,0,-1,-2,1,1,2,-1,-1,2,0,0,0,0,-1,1,0,0,1,0,-3,-4,0
0,1,35,124,60222981_AB158781.1_77-1042,CUST_12_PI426232937,10025,22,59,53,71,73,45,102,52,27,64,9,5,2,6,10,94,58,80,23,14,-1,116
0,1,36,124,222546496_EZ002686.1_1083-1574,CUST_14_PI426244589,9861,-1,0,2,1,0,0,0,1,1,1,1,0,-2,0,-3,1,0,2,1,-8,-1,142
0,1,37,124,75858840_DQ144988.1_263-590,CUST_10_PI426266594,9697,0,31,6,28,49,18,40,32,16,92,14,1,0,2,3,103,43,41,1,6,1,25
0,1,38,124,222789721_EZ018153.1_55-228,CUST_66_PI426226868,9533,-1,-2,-2,1,1,1,1,-3,2,-2,3,0,0,0,0,0,4,2,0,1,0,1
0,1,39,124,222545280_EZ001470.1_706-1074,CUST_39_PI426245467,9369,1,-2,-1,-3,3,1,2,-2,1,1,0,1,0,1,2,-2,1,-1,-1,1,0,-1
0,1,40,124,222781484_EZ010155.1_143-853,CUST_492_PI426227498,9205,1,0,1,-1,0,0,2,-2,1,-1,0,-1,2,-1,1,-2,-1,2,0,-2,0,1
0,1,41,124,222781845_EZ010516.1_21-1517,CUST_81_PI426266349,9041,2,0,1,0,0,1,0,-3,0,0,0,3,-1,-2,0,-1,-1,2,0,0,0,1
0,1,42,124,222785253_EZ013887.1_964-1080,CUST_63_PI426227884,8877,2,3,5,-2,4,5,-2,2,-1,1,1,-1,-2,-2,1,0,3,3,0,2,-1,1
0,1,43,124,222795201_EZ023589.1_172-543,CUST_6_PI426247730,8713,3,2,0,-3,0,2,-4,0,1,1,1,0,-2,-1,1,1,2,2,0,0,-3,0
0,1,44,124,E1A_r60_a97,(+)E1A_r60_a97,8549,873,650,517,796,359,448,239,244,281,424,216,250,144,256,349,616,535,517,362,524,18,371
0,1,45,124,222544477_EZ000667.1_127-246,CUST_3_PI426266271,8385,1,1,0,-3,1,1,2,-1,0,-1,2,1,-2,0,-1,-3,1,1,-5,3,0,2
0,1,46,124,31505726_AY289699.1_88-912,CUST_43_PI426232940,8221,31,241,1425,362,1094,416,1514,318,117,162,34,178,321,396,683,106,168,54,535,28,18,129
0,1,47,124,222782973_EZ011643.1_57-401,CUST_21_PI426266363,8057,0,0,0,-3,-3,-2,1,0,1,-1,1,1,0,-2,-1,1,0,0,-1,2,1,0
0,1,48,124,222549613_EZ005526.1_96-233,CUST_21_PI426265159,7893,0,-3,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,3,0,1,0,-1,1,0
0,1,49,124,222794007_EZ022395.1_1311-1703,CUST_27_PI426226978,7729,0,-18,0,0,-1,-1,0,0,0,-4,1,1,1,-2,1,2,0,0,2,1,0,-2
0,1,50,124,222544599_EZ000789.1_367-1155,CUST_4_PI426266349,7565,-1,2,-1,6,5,13,2,6,1,2,-1,0,1,5,2,2,3,-1,2,1,0,-1
0,1,51,124,NA,NA,7401,1,-4,-2,-1,1,0,-1,-2,0,0,-3,-1,0,0,0,1,1,-2,2,0,-1,-9
0,1,52,124,MGID_379_167_201,CUST_321_PI426266615,7237,422,273,485,814,357,699,406,278,105,153,76,90,85,170,171,285,90,121,66,57,2,60
0,1,53,124,NA,NA,7073,0,0,-2,1,1,2,-1,-1,0,1,-1,2,-2,0,2,0,0,2,0,2,0,0
0,1,54,124,222783606_EZ012269.1_26-1591,CUST_73_PI426226868,6909,0,1,0,1,0,1,-1,2,1,0,-1,0,0,2,1,0,2,1,-2,1,0,0
0,1,55,124,222788896_EZ017328.1_521-703,CUST_27_PI426246032,6745,1,-1,-1,-1,1,1,0,1,0,-1,1,-2,0,0,2,-1,1,1,1,-2,-1,-1
0,1,56,124,222785152_EZ013786.1_87-1855,CUST_860_PI426227498,6581,2,0,-1,-1,1,0,0,1,-1,1,0,1,0,-1,-1,1,2,3,-1,-3,-1,-1
0,1,57,124,222800233_EZ028621.1_56-220,CUST_27_PI426264530,6417,2,-1,-1,1,2,0,0,1,0,2,0,0,1,-1,1,3,-1,1,0,-9,1,0
0,1,58,124,6088081_AB033198.1_39-647,CUST_4_PI426266267,6253,109,166,159,243,275,236,113,108,98,188,71,68,46,101,127,149,54,117,65,93,2,44
0,1,59,124,DQ218058_1015_1049,CUST_200_PI426266615,6089,0,-1,0,2,-1,-1,0,-1,0,-1,2,0,0,-1,1,2,5,0,0,-2,0,1
0,1,60,124,222781507_EZ010178.1_94-558,CUST_515_PI426227498,5925,2,4,7,9,1,11,5,1,5,5,2,2,-6,5,6,1,3,5,-1,0,0,1
0,1,61,124,222779270_EZ007941.1_68-409,CUST_33_PI426266424,5761,6,6,2,18,2,18,3,2,5,34,3,3,2,4,23,3,6,6,0,-5,-1,4
0,1,62,124,NA,NA,5597,2,0,-2,1,0,-1,0,-1,-10,2,2,0,-1,1,-1,1,4,1,0,1,-1,1
0,1,63,124,222795350_EZ023738.1_511-1316,CUST_195_PI426264540,5433,3,-1,-1,3,1,-3,-2,1,0,2,1,-1,0,3,2,0,2,1,1,0,0,1
0,1,64,124,222788785_EZ017257.1_66-278,CUST_1063_PI426227498,5269,1,-2,0,1,0,-3,0,0,-1,1,1,-3,-1,0,1,1,1,-1,0,-1,1,0
0,1,65,124,71372562_DQ082986.1_358-522,CUST_108_PI426232940,5105,1,119,460,113,224,405,325,62,41,37,17,120,70,174,311,62,22,3,125,-4,3,32
0,1,66,124,222784581_EZ013227.1_56-529,CUST_280_PI426227486,4941,-3,0,-2,-3,-3,0,-4,0,1,-1,-2,-4,1,0,0,3,-3,0,-2,-5,1,1
0,1,67,124,222784098_EZ012756.1_161-715,CUST_262_PI426227486,4777,1,-2,-13,-34,0,-1,-16,1,0,0,-10,-8,0,-1,-2,0,-2,1,-3,-7,0,-4
0,1,68,124,222801892_EZ030280.1_1900-2052,CUST_1437_PI426227498,4613,2,-6,-1,-25,-4,-8,-4,-1,2,-1,0,-1,1,-2,1,1,-12,-14,-4,0,1,-9
0,1,69,124,222788924_EZ017356.1_250-591,CUST_1066_PI426227498,4449,0,-1,0,0,0,0,-2,-2,-1,-4,0,1,2,1,-1,0,-2,0,-4,1,1,0
0,1,70,124,222781510_EZ010181.1_31-630,CUST_37_PI426226978,4285,-3,2,-1,0,0,1,-1,-1,1,-1,1,2,1,1,0,0,0,0,-2,-1,1,0
0,1,71,124,303306195_HM147134.1_1511-1711,CUST_25_PI426232931,4121,-1,0,191,1,241,129,230,2,-1,1,-1,29,22,47,85,1,1,0,65,-3,0,0
0,1,72,124,222792994_EZ021382.1_1068-1187,CUST_27_PI426247733,3957,0,1,0,1,-1,0,0,1,1,1,0,1,0,0,0,0,-2,2,0,1,-1,0
0,1,73,124,222545292_EZ001482.1_1769-1990,CUST_2_PI426266308,3793,0,-12,1,-1,1,-1,-1,-1,0,1,-1,-1,-1,-1,2,0,0,1,1,0,-2,0
0,1,74,124,MGID_22_113_147,CUST_289_PI426266615,3629,120,66,85,279,64,99,40,90,36,64,28,41,25,43,76,53,26,18,9,20,-1,22
0,1,75,124,222799801_EZ028189.1_99-215,CUST_7_PI426246029,3465,0,0,2,0,0,-1,-2,-4,2,2,2,0,0,1,0,1,0,-1,2,0,-1,-1
0,1,76,124,222783340_EZ012005.1_1-1265,CUST_219_PI426227486,3301,1,-1,1,-1,1,-1,0,0,0,-2,3,0,0,0,0,0,0,1,0,0,0,-4
0,1,77,124,222799487_EZ027875.1_351-668,CUST_48_PI426266360,3137,0,1,2,1,1,0,1,0,1,0,1,0,0,1,0,3,-2,5,4,0,0,1
