Flags,Block,Column,Row,Name,ID,RefNumber,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,1_3,1_4,1_5,1_6,1_7,1_8
0,1,43,10,222785918_EZ014400.1_768-959,CUST_27_PI426245467,8770,1,-2,2,1,2,0,-1,1,0,1,-1,-2,-1,-1,0,2,1,-1,0,1,1,-3
0,1,44,10,NA,NA,8606,2,0,0,0,-1,-1,0,1,0,1,-1,0,-1,-3,0,1,3,-2,0,0,2,0
0,1,45,10,NA,NA,8442,-2,-1,1,0,-1,0,0,2,1,2,2,2,-1,-1,1,1,4,-6,0,0,2,0
0,1,46,10,222785173_EZ013807.1_59-895,CUST_104_PI426266349,8278,-8,0,0,0,-2,-3,1,0,1,2,0,-2,0,1,2,0,3,-6,0,0,2,0
0,1,47,10,Ac_25_10_44,CUST_70_PI426266615,8114,14,24,6,29,11,18,2,12,1,4,1,-1,1,1,3,4,2,1,1,1,-2,2
0,1,48,10,124507317_EF363324.1_351-617,CUST_9_PI426227893,7950,67,35,14,26,3,36,5,44,8,3,9,5,0,82,2,2,10,5,1,50,-1,3
0,1,49,10,AY149130.1,CUST_111_PI426232937,7786,-2,-1,2651,-1,4921,2543,5313,70,2,2,0,463,732,793,1652,1,0,1,1387,0,64,2
0,1,50,10,NA,NA,7622,-3,-1,1,2,-1,0,-2,1,1,0,-2,1,-1,-3,-1,0,0,-1,-1,-1,2,0
0,1,51,10,NA,NA,7458,0,0,-2,0,-1,1,1,0,0,0,0,2,-1,-1,-3,-2,0,0,0,-1,0,1
0,1,52,10,222548727_EZ004640.1_92-229,CUST_36_PI426266271,7294,0,1,-2,-1,1,2,-1,1,1,-2,2,1,-1,-1,-8,1,0,-1,-11,-2,-1,0
0,1,53,10,NA,NA,7130,-5,-1,0,0,1,0,0,0,-1,-3,-2,1,-1,-2,-1,-1,0,-3,-1,-16,0,-2
0,1,54,10,NA,NA,6966,-3,0,-1,0,1,1,1,2,0,-1,-1,0,0,0,1,-1,0,-3,0,-2,-2,-1
0,1,55,10,222784240_EZ012898.1_1318-1431,CUST_36_PI426266363,6802,-2,1,1,1,0,1,1,2,1,-1,1,0,0,0,1,-2,0,-2,1,-1,-2,-1
0,1,56,10,222544872_EZ001062.1_584-823,CUST_41_PI426244589,6638,-1,3,0,1,1,2,0,1,0,-2,0,1,0,1,3,0,1,-2,1,0,0,1
0,1,57,10,Hsp90(1)8_133_168,CUST_256_PI426266615,6474,1,2,1,-8,1,1,0,1,1,-2,-1,1,-1,1,0,0,1,1,0,1,1,1
0,1,58,10,Ac_31_152_190,CUST_82_PI426266615,6310,1,3,2,-11,3,11,0,4,5,7,1,7,1,5,5,0,1,2,0,-2,1,2
0,1,59,10,222793564_EZ021952.1_827-1564,CUST_128_PI426265159,6146,80,36,59,65,70,72,64,98,100,71,28,31,50,47,77,173,37,33,26,24,2,32
0,1,60,10,NA,NA,5982,1,-17,-1,-1,1,1,0,-1,-1,0,-2,-1,0,1,1,0,-4,1,0,0,-1,-1
0,1,61,10,288950319_GQ501390.1_13-483,CUST_304_PI426232940,5818,-1,-3,101,1,97,160,204,1,1,0,-1,9,30,52,33,3,4,1,10,0,2,-2
0,1,62,10,222550494,CUST_3_PI426266314,5654,-2,1,-1,1,-2,1,0,-3,-5,0,-2,1,1,-2,1,1,1,0,1,1,2,0
0,1,63,10,222778926_EZ007597.1_320-430,CUST_332_PI426227498,5490,-1,3,2,1,-1,0,1,0,-12,-1,1,1,1,0,1,0,1,1,1,-1,0,-4
0,1,64,10,222784918_EZ013552.1_307-1317,CUST_112_PI426266271,5326,-1,1,3,3,1,1,2,1,-7,-1,0,0,0,-1,2,0,2,-1,0,0,-1,0
0,1,65,10,222546091_EZ002281.1_6-125,CUST_3_PI426244603,5162,-1,-5,2,-1,0,0,0,-1,-1,-1,2,0,0,0,2,0,1,-1,0,0,-8,0
0,1,66,10,222546678_EZ002868.1_1067-1231,CUST_24_PI426227893,4998,-1,0,1,2,3,0,-1,-2,-8,-1,0,1,0,0,2,2,1,0,0,0,-1,0
0,1,67,10,222786911_EZ015383.1_79-574,CUST_357_PI426227486,4834,2,2,9,20,0,5,1,9,6,4,3,6,0,2,7,3,2,3,0,1,0,3
0,1,68,10,222548299_EZ004212.1_1-141,CUST_39_PI426227486,4670,-2,-3,-1,1,0,0,-3,-1,-5,0,-1,1,2,1,-1,0,1,1,0,0,0,-4
0,1,69,10,222781877_EZ010548.1_323-883,CUST_54_PI426266271,4506,-1,-1,-5,0,1,1,-2,-1,4,-2,3,0,0,1,-1,4,1,1,-1,0,0,-1
0,1,70,10,220172152_FJ529534.1_153-302,CUST_144_PI426232940,4342,14,150,198,243,72,140,120,119,137,169,88,52,31,44,93,187,137,21,46,8,0,82
0,1,71,10,222791339_EZ019727.1_400-579,CUST_1144_PI426227498,4178,0,13,17,5,21,28,4,8,7,7,2,3,0,2,14,4,4,1,3,2,-3,0
0,1,72,10,222784189_EZ012847.1_413-658,CUST_15_PI426266366,4014,-1,1,1,0,0,0,1,-3,1,-2,-1,0,-1,-2,0,1,1,-1,0,0,-1,1
0,1,73,10,222783480_EZ012143.1_333-785,CUST_12_PI426226825,3850,-1,2,1,1,0,0,1,-3,1,-1,1,0,0,1,0,2,2,0,0,-1,0,3
0,1,74,10,288950321_GQ501392.1_21-443,CUST_310_PI426232940,3686,61,401,247,497,228,199,335,408,280,333,118,32,59,58,126,487,381,100,77,48,7,239
0,1,75,10,222785593_EZ014105.1_24-926,CUST_13_PI426244593,3522,0,3,1,1,1,-30,2,-2,3,-13,2,1,0,0,1,0,0,2,-1,-2,-1,-2
0,1,76,10,AB086826.1,CUST_1_PI426226915,3358,248,316,455,472,275,391,444,258,115,340,89,118,730,141,252,171,161,156,45,63,-2,73
0,1,77,10,170296846_EU374240.1_69-182,CUST_135_PI426246026,3194,0,0,0,-1,-1,0,0,-1,-4,-1,0,0,0,0,0,1,1,-2,-2,-1,-1,0
0,1,78,10,DN252355_109_146,CUST_197_PI426266615,3030,0,0,2,0,1,0,1,1,-1,-2,1,0,0,2,2,1,0,0,-2,0,0,1
0,1,79,10,222544599_EZ000789.1_367-1155,CUST_4_PI426266349,2866,0,8,4,10,4,11,3,2,1,-2,1,1,-3,3,2,1,2,1,0,2,0,-1
0,1,80,10,222785918_EZ014400.1_19-959,CUST_113_PI426245467,2702,-1,1,2,-1,1,-2,-1,-1,1,1,1,0,0,-1,0,1,-2,1,0,1,-1,-2
0,1,81,10,222790544_EZ018932.1_1-1047,CUST_388_PI426227486,2538,-1,-1,0,0,0,-9,-1,0,1,1,2,1,-1,1,1,2,0,3,2,-3,-1,-1
0,1,82,10,AF299359_3_37,CUST_118_PI426266615,2374,20,27,0,29,2,-11,0,20,4,9,3,1,0,0,2,5,13,24,1,5,0,9
0,1,83,10,DQ309550_189_223,CUST_223_PI426266615,2210,-1,0,0,-6,-1,1,0,1,-2,0,0,2,2,-2,2,1,-5,0,2,-2,-1,0
0,1,84,10,NA,NA,2046,-1,2,0,-2,-2,1,1,2,0,-1,0,0,1,0,2,-1,-1,0,2,-2,-1,0
0,1,85,10,222781507_EZ010178.1_1220-1528,CUST_503_PI426227498,1882,0,1,9,-1,-2,-2,1,1,1,0,0,0,-1,0,2,0,-1,2,0,-2,0,-2
0,1,86,10,222785253_EZ013887.1_8-1080,CUST_52_PI426227884,1718,3,4,9,7,7,1,1,5,13,21,2,5,2,1,14,0,6,19,7,0,1,1
0,1,87,10,222781465_EZ010136.1_32-604,CUST_153_PI426226825,1554,2,1,2,0,1,-8,0,1,-1,-2,-1,0,1,1,0,1,0,1,0,0,9,1
0,1,88,10,222785918_EZ014400.1_19-573,CUST_28_PI426245467,1390,16,6,26,29,7,15,30,24,21,23,7,11,13,14,22,28,2,10,8,0,4,2
0,1,89,10,AB117374_173_207,CUST_16_PI426266615,1226,0,0,-1,-3,0,-1,0,0,1,0,-1,0,0,-1,0,-1,-1,-1,-1,-2,1,0
0,1,90,10,NA,NA,1062,0,0,-1,0,1,0,2,1,1,0,-2,0,-1,-1,0,2,0,-1,0,-2,-2,1
0,1,91,10,222786936_EZ015408.1_178-872,CUST_1002_PI426227498,898,1,-3,-1,1,3,0,-2,3,1,-1,-1,0,1,-3,0,1,9,-2,-1,-1,0,0
0,1,92,10,RC8,RC8,734,0,-1,0,0,0,1,-3,0,-1,-1,0,-1,0,-3,2,1,2,-2,1,-1,1,2
0,1,93,10,222781550_EZ010221.1_230-1609,CUST_43_PI426266274,570,-3,-1,1,1,0,1,1,-1,-1,1,1,-1,0,1,1,2,2,-3,0,-2,1,0
0,1,94,10,EQC,(+)eQC-41,406,-3,-1,0,-1,3,0,0,-1,1,-1,1,-1,0,-1,1,1,1,-2,-1,0,1,1
0,1,95,10,156571757_EU074223.1_555-719,CUST_132_PI426246026,242,-1,4,-2,2,-1,2,2,0,1,1,2,-1,2,1,1,1,-1,1,1,-1,0,0
0,1,96,10,222783589_EZ012252.1_74-1881,CUST_61_PI426266424,78,1,0,1,0,0,0,0,0,0,1,4,1,1,2,1,1,1,3,0,0,-1,0
0,1,1,11,222546136_EZ002326.1_12-128,CUST_6_PI426266360,15739,-1,1,0,0,0,0,-2,1,0,2,1,12,0,6,61,79,0,3,1,1,0,-1
0,1,2,11,222801892_EZ030280.1_509-2523,CUST_1445_PI426227498,15575,1,1,1,1,-1,2,1,0,-2,1,1,1,0,24,0,21,1,-1,15,1,-1,2
0,1,3,11,222798880_EZ027268.1_912-1076,CUST_25_PI426245463,15411,-2,0,2,-2,1,2,-1,-2,1,1,0,1,-2,-1,0,89,2,1,52,2,-3,-5
0,1,4,11,222781650_EZ010321.1_75-386,CUST_521_PI426227498,15247,2,0,1,0,1,1,1,-1,2,-1,0,1,-3,-1,0,61,-1,2,17,1,-2,-2
0,1,5,11,222781632,CUST_1_PI426265165,15083,2,2,1,1,2,1,7,-1,3,4,1,1,1,1,1,49,-1,1,1,1,0,0
0,1,6,11,DT622365_50_84,CUST_236_PI426266615,14919,1,3,2,-3,-1,-2,-1,-1,1,2,-1,-2,1,-1,0,5,-1,0,-1,0,1,0
0,1,7,11,168989236_DQ482997.1_30-965,CUST_20_PI426232931,14755,0,2,1,-1,2,-1,1,0,1,2,1,0,0,0,1,3,-1,5,0,0,-1,1
0,1,8,11,222801625_EZ030013.1_64-285,CUST_23_PI426247730,14591,-3,2,-2,1,0,-1,0,-1,0,1,2,2,-2,-1,-1,0,-4,3,1,1,0,-4
0,1,9,11,222779516_EZ008187.1_5-388,CUST_75_PI426226825,14427,2,4,1,2,1,-2,0,1,1,1,2,1,1,-8,0,1,1,3,2,-1,0,-2
0,1,10,11,NA,NA,14263,-1,1,1,2,0,0,0,1,1,0,1,-1,-1,-1,-1,-2,0,1,0,-2,0,-3
0,1,11,11,222785263_EZ013897.1_109-309,CUST_108_PI426266349,14099,-1,4,1,10,6,0,3,0,3,5,3,2,2,-11,1,3,3,3,1,0,1,0
0,1,12,11,NA,NA,13935,-1,1,-2,2,0,2,1,0,0,-1,1,-2,-1,0,-1,-3,-1,-1,1,2,-1,-1
0,1,13,11,222781550_EZ010221.1_1502-1609,CUST_42_PI426266274,13771,-1,2,-1,-1,-1,1,-1,0,-1,1,1,-1,-1,1,-1,1,1,0,0,2,0,1
0,1,14,11,NA,NA,13607,0,0,-2,2,0,0,1,0,0,-1,2,-3,0,2,1,2,1,-2,2,0,1,1
0,1,15,11,NA,NA,13443,0,0,-1,-2,-2,0,0,2,2,0,2,-3,1,2,1,0,1,1,2,-1,1,1
0,1,16,11,222781649_EZ010320.1_492-611,CUST_3_PI426247733,13279,1,-2,0,0,-1,2,1,1,1,-1,1,2,-1,1,0,6,2,2,-2,-1,0,-3
0,1,17,11,168989224_DQ482985.1_1-1181,CUST_1_PI426266430,13115,-1,0,0,-1,1,0,-1,-1,0,3,-1,0,-1,0,-1,3,0,0,-5,-4,-1,-1
0,1,18,11,222788785_EZ017257.1_66-278,CUST_1063_PI426227498,12951,-3,0,0,1,1,1,-2,1,1,-3,-1,2,-1,0,0,1,2,0,-2,-1,-1,-1
0,1,19,11,222781442_EZ010113.1_124-636,CUST_58_PI426226825,12787,-12,-1,0,1,1,2,-1,1,0,-1,1,1,-1,-1,2,1,0,-1,0,1,-1,-1
0,1,20,11,222783370_EZ012035.1_186-596,CUST_663_PI426227498,12623,1,-4,1,2,1,1,0,0,2,0,2,2,-1,0,1,3,2,1,1,1,-2,-1
0,1,21,11,MGID_62_111_146,CUST_336_PI426266615,12459,1,-1,-1,0,1,2,0,-1,2,2,1,-6,0,0,1,3,0,1,1,-1,-1,1
0,1,22,11,31505734_AY289703.1_724-909,CUST_54_PI426232940,12295,90,858,801,1560,586,283,868,1006,650,1114,249,106,140,248,418,797,1840,529,375,154,19,970
0,1,23,11,222794957_EZ023345.1_289-727,CUST_156_PI426265159,12131,0,-1,-1,0,1,1,1,1,-1,-1,-1,0,-1,-2,-1,0,0,2,0,2,1,1
0,1,24,11,222784835_EZ013469.1_168-992,CUST_29_PI426266366,11967,-1,0,-1,1,-1,2,0,0,1,-1,-1,0,-2,-1,-2,0,2,4,0,1,0,-1
0,1,25,11,288950275_GQ501346.1_22-447,CUST_198_PI426232940,11803,51,413,226,488,171,170,275,290,278,310,117,33,41,63,97,431,388,105,86,59,8,198
0,1,26,11,168989228_DQ482989.1_3-553,CUST_1_PI426266569,11639,588,889,-2,1519,-3,-1,1,510,224,819,310,0,1,-2,0,705,650,1178,1,389,1,455
0,1,27,11,NA,NA,11475,2,-1,-5,0,-1,-2,-1,-1,0,1,0,0,1,-2,0,0,0,1,1,1,1,0
0,1,28,11,303306195_HM147134.1_58-1680,CUST_31_PI426232931,11311,-1,-4,131,2,194,123,215,5,0,1,1,18,15,27,71,21,1,5,46,-3,0,-10
0,1,29,11,FN646424.1,CUST_311_PI426232937,11147,0,2,8,1,38,13,35,1,-8,0,1,-3,-1,4,9,0,1,-3,2,-3,3,-1
0,1,30,11,222782932_EZ011603.1_98-1249,CUST_42_PI426227884,10983,0,4,1,6,4,4,1,3,2,0,0,-1,0,1,1,2,2,-2,1,0,-2,1
0,1,31,11,222782249_EZ010920.1_66-943,CUST_188_PI426226825,10819,0,1,0,0,-4,1,1,0,1,1,1,-1,1,0,0,1,1,1,0,-2,1,3
0,1,32,11,Ac_19_241_276,CUST_54_PI426266615,10655,1,0,1,1,0,1,2,0,1,0,1,1,0,-1,1,0,1,2,0,-1,1,3
0,1,33,11,NA,NA,10491,0,-1,1,-9,1,1,2,0,2,1,-1,0,0,0,1,0,0,0,-9,-1,2,0
0,1,34,11,222784566_EZ013212.1_518-643,CUST_781_PI426227498,10327,-1,2,3,2,1,2,1,1,1,2,-1,-2,0,1,2,0,4,1,-1,1,-2,0
0,1,35,11,AY160085.1,CUST_207_PI426232937,10163,6,48,579,41,462,339,391,46,51,57,3,95,43,113,70,67,98,47,369,12,5,69
0,1,36,11,222544682_EZ000872.1_12-449,CUST_4_PI426266274,9999,0,-1,0,1,-1,2,-1,-4,0,1,0,-1,1,1,-1,2,-1,4,3,-1,2,2
0,1,37,11,EQC,(+)eQC-41,9835,0,2,0,22,-1,-1,-2,-3,1,1,1,0,1,-3,-1,0,1,1,2,1,3,0
0,1,38,11,222781356_EZ010027.1_57-581,CUST_40_PI426266424,9671,0,2,1,-4,1,-1,2,-1,0,0,3,0,0,2,1,1,0,0,2,2,1,-4
0,1,39,11,DQ309539_169_203,CUST_216_PI426266615,9507,-1,1,1,0,1,-1,1,-1,2,0,3,-1,0,1,1,7,-1,1,2,1,1,-10
0,1,40,11,CN631613_114_148,CUST_169_PI426266615,9343,-4,1,-1,0,1,0,0,-1,-5,2,2,-2,-2,-1,1,2,-1,-1,0,0,-5,-3
0,1,41,11,222796822_EZ025210.1_58-534,CUST_187_PI426227893,9179,0,1,0,1,1,1,-1,0,-1,3,3,-3,-3,1,2,0,2,0,1,1,-1,-2
0,1,42,11,NA,NA,9015,-1,-10,0,-1,1,-1,-1,0,-1,-2,2,-3,-1,1,0,0,1,-1,-1,1,-2,-2
0,1,43,11,NA,NA,8851,0,-7,1,-1,1,1,-1,1,-2,-1,1,-4,-2,0,0,-2,1,-1,0,1,-1,-4
0,1,44,11,NA,NA,8687,1,-7,-1,0,0,0,-1,0,-1,-2,2,-2,0,-1,-1,1,2,0,0,2,0,1
0,1,45,11,222549384_EZ005297.1_25-135,CUST_13_PI426264530,8523,2,-2,-1,0,1,1,-1,2,0,1,1,0,1,-1,3,3,3,0,0,1,1,-1
0,1,46,11,222783589_EZ012252.1_1003-1335,CUST_52_PI426266424,8359,-2,3,0,-2,0,0,-3,2,1,2,1,1,0,-1,3,1,3,1,0,-1,-2,-2
0,1,47,11,281331149_AB456561.1_1-1074,CUST_15_PI426232937,8195,13,102,235,149,192,113,347,172,75,96,33,14,16,8,56,295,118,164,86,25,1,137
0,1,48,11,SedC(C9)_1_17_51,CUST_373_PI426266615,8031,-1,-1,2,-3,1,-1,-1,-2,1,1,0,2,1,-1,1,0,2,1,-2,1,-9,-1
0,1,49,11,2677833_AF020781.1_156-668,CUST_5_PI426266433,7867,-1,1,0,1,2,0,-1,-1,-1,2,-3,1,-1,-2,0,-3,-1,1,-3,2,-1,0
0,1,50,11,222802997_EZ031385.1_589-783,CUST_63_PI426227890,7703,1,1,1,2,2,-1,-1,2,-1,0,-1,1,1,-2,0,0,1,-1,-3,1,1,-2
0,1,51,11,222781649_EZ010320.1_492-611,CUST_2_PI426247733,7539,1,1,1,2,2,0,2,1,0,-1,-1,1,1,-1,1,0,1,-1,-2,-1,0,-3
0,1,52,11,NA,NA,7375,1,0,-2,1,2,1,-1,1,-1,0,1,0,0,-1,0,0,0,-1,-3,-1,0,-1
0,1,53,11,222793640_EZ022028.1_831-983,CUST_144_PI426265159,7211,1,0,0,-1,3,0,1,0,0,-1,4,1,2,-2,0,1,1,0,-9,-14,-4,0
0,1,54,11,222784141_EZ012799.1_177-731,CUST_133_PI426226825,7047,3,-1,1,1,1,0,2,1,-1,-2,2,3,1,-5,0,0,4,-2,-1,-6,-1,-5
0,1,55,11,NA,NA,6883,1,0,1,1,2,-1,0,1,-2,-3,1,-1,0,0,0,-1,0,-1,0,-2,-1,-3
0,1,56,11,NA,NA,6719,1,0,0,1,1,1,0,-1,0,-3,1,0,0,1,-1,-1,3,0,1,0,0,1
0,1,57,11,222785286_EZ013920.1_1456-1689,CUST_871_PI426227498,6555,1,8,2,16,6,14,1,7,4,9,1,4,1,5,10,3,3,1,1,0,-1,3
0,1,58,11,222785811_EZ014293.1_267-383,CUST_964_PI426227498,6391,0,0,1,-5,2,1,0,-2,0,-5,1,0,0,0,2,2,3,1,-1,0,-3,0
0,1,59,11,222781761_EZ010432.1_88-660,CUST_4_PI426244593,6227,1,0,0,-3,-1,1,1,1,-3,-1,0,-1,0,0,1,2,1,0,-1,3,-3,-2
0,1,60,11,222785609_EZ014121.1_933-1421,CUST_36_PI426226825,6063,2,-9,1,0,0,1,2,1,-3,2,0,0,1,1,2,1,1,0,-1,1,-2,-3
0,1,61,11,AB086828_381_415,CUST_11_PI426266615,5899,1,-1,2,1,8,4,9,-1,-1,4,0,1,1,0,2,3,-2,5,0,2,0,-3
0,1,62,11,222799841_EZ028229.1_704-841,CUST_202_PI426227893,5735,-1,1,-1,0,1,0,0,-3,-7,1,1,0,0,-14,0,2,1,-1,1,2,0,1
0,1,63,11,4378739_AF108717.1_37-312,CUST_114_PI426246026,5571,0,2,0,1,0,0,1,0,4,-7,0,0,2,-1,0,3,-1,-1,0,1,0,-1
0,1,64,11,222783028_EZ011697.1_134-829,CUST_91_PI426266349,5407,-2,3,2,0,0,1,0,-2,-8,-1,0,1,1,0,2,0,1,1,0,1,1,-1
0,1,65,11,222781598_EZ010269.1_58-1479,CUST_98_PI426226915,5243,21,28,65,63,104,89,60,60,25,25,2,9,6,14,16,49,27,69,43,22,0,27
0,1,66,11,31505744_AY289708.1_88-912,CUST_69_PI426232940,5079,57,507,452,920,393,174,552,719,380,692,121,66,89,142,262,509,979,288,204,73,6,602
0,1,67,11,NA,NA,4915,-1,-1,0,1,-7,-2,0,0,-7,-1,0,1,0,-1,1,1,0,0,-1,1,0,0
0,1,68,11,222796514_EZ024902.1_36-290,CUST_84_PI426227495,4751,1,-1,14,1,11,32,2,4,12,1,1,3,2,4,2,2,2,0,-2,1,0,3
0,1,69,11,222783825_EZ012485.1_36-467,CUST_699_PI426227498,4587,5,12,11,7,5,19,-1,5,12,5,2,1,2,1,3,3,6,9,1,3,0,3
0,1,70,11,Ac_22_152_186,CUST_61_PI426266615,4423,79,13,293,437,138,282,207,591,293,4,97,212,170,192,355,355,2,121,52,26,-2,0
0,1,71,11,222546486_EZ002676.1_1118-1225,CUST_155_PI426227498,4259,1,2,-3,1,1,0,0,0,2,2,1,-1,1,0,-1,1,1,0,0,1,0,-10
0,1,72,11,222802688_EZ031076.1_33-539,CUST_153_PI426226915,4095,119,76,130,190,141,195,75,246,70,153,44,66,43,98,122,102,48,46,37,32,-4,36
0,1,73,11,222782977_EZ011647.1_208-324,CUST_605_PI426227498,3931,-1,1,2,0,2,0,0,-2,2,-1,1,0,1,-1,0,-1,-1,2,2,1,-2,1
0,1,74,11,42600970_AY456112.1_761-937,CUST_99_PI426232940,3767,239,1871,236,1837,85,195,145,837,1066,1520,820,25,5,2,38,1898,1134,412,4,183,0,738
0,1,75,11,222801530_EZ029918.1_930-1226,CUST_84_PI426227884,3603,17,4,17,17,21,26,5,25,3,21,0,1,1,4,19,4,2,3,0,0,-1,1
0,1,76,11,168989233_DQ482994.1_719-1207,CUST_18_PI426232931,3439,2,0,1252,1,1296,652,1137,24,-2,1,-5,248,187,246,535,2,2,1,425,2,15,-1
0,1,77,11,7638018_AF229054.1_66-1001,CUST_1_PI426227881,3275,2,-2,0,1,0,-2,0,1,-2,1,2,-1,0,0,2,1,1,-1,-2,0,-1,0
0,1,78,11,222790272_EZ018660.1_47-520,CUST_132_PI426226915,3111,2,1,1,2,1,-1,0,1,-7,0,2,-1,0,0,1,12,2,0,-1,0,1,1
0,1,79,11,222545700_EZ001890.1_253-582,CUST_57_PI426226915,2947,1,0,3,1,1,0,0,1,0,-4,2,0,0,0,2,-1,15,2,-2,1,2,1
0,1,80,11,NA,NA,2783,0,-1,3,-2,2,-2,0,1,1,-5,1,1,0,-1,-3,-2,-1,0,0,2,0,-1
0,1,81,11,222546129_EZ002319.1_181-1224,CUST_7_PI426244589,2619,2,10,8,16,11,8,4,9,2,4,1,4,1,2,1,23,29,19,10,1,1,2
0,1,82,11,222785068_EZ013702.1_396-506,CUST_832_PI426227498,2455,-1,1,2,-2,4,-2,-1,1,1,-1,0,0,2,2,0,1,-1,0,-1,0,0,1
0,1,83,11,222549092_EZ005005.1_23-250,CUST_9_PI426265162,2291,2,4,1,6,9,3,-1,3,2,5,2,1,2,0,3,1,1,20,-1,0,-1,2
0,1,84,11,222792994_EZ021382.1_43-1187,CUST_42_PI426247733,2127,-4,2,-2,-5,0,0,1,0,-1,0,-1,-8,2,1,-1,2,-1,0,2,-1,-1,1
0,1,85,11,222788731_EZ017203.1_15-725,CUST_1055_PI426227498,1963,-2,2,-1,1,-1,-2,1,1,1,-1,-2,1,1,1,2,3,-1,1,1,0,0,1
0,1,86,11,222800253_EZ028641.1_101-1481,CUST_61_PI426266360,1799,1,1,7,1,-1,0,1,2,0,0,0,-1,1,2,2,1,1,3,0,1,2,0
0,1,87,11,222550253_EZ006166.1_94-204,CUST_272_PI426227498,1635,2,-2,0,0,3,-1,1,0,-1,-2,-1,-1,-1,0,2,3,-1,-1,1,-1,7,0
0,1,88,11,222795206_EZ023594.1_271-1152,CUST_1183_PI426227498,1471,2,1,2,1,-1,-1,0,0,-4,-1,0,0,-1,0,0,-1,-1,-1,0,1,13,2
0,1,89,11,MGID_19_133_167,CUST_280_PI426266615,1307,280,250,140,283,171,325,60,216,183,429,97,184,95,208,292,84,155,84,65,104,39,75
0,1,90,11,222779360_EZ008031.1_115-996,CUST_31_PI426265159,1143,-1,1,-1,-2,2,1,1,-1,1,-1,0,0,-2,-1,0,-2,1,-2,0,0,-1,-1
0,1,91,11,222783589_EZ012252.1_74-427,CUST_66_PI426266424,979,-1,2,0,1,0,1,1,1,0,2,0,0,0,0,4,2,38,-6,2,3,1,-1
0,1,92,11,222782215_EZ010886.1_33-1140,CUST_141_PI426227486,815,-1,-1,0,-2,-2,0,-2,2,-2,-3,0,-1,-1,-2,2,0,7,1,0,-4,0,-2
0,1,93,11,E1A_r60_a135,(+)E1A_r60_a135,651,24,15,13,29,3,8,0,7,5,5,2,1,0,2,9,10,20,11,8,3,2,2
0,1,94,11,Ac_16_101_135,CUST_44_PI426266615,487,-4,0,2,9,1,0,1,1,-2,0,-3,3,0,1,3,1,-2,2,0,0,-1,2
0,1,95,11,222785892_EZ014374.1_19-450,CUST_136_PI426266349,323,25,12,20,50,13,29,16,25,11,13,5,4,0,9,7,11,0,2,3,2,1,3
0,1,96,11,222784662_EZ013304.1_7-249,CUST_156_PI426226825,159,-1,1,0,2,0,0,0,0,1,0,1,0,2,1,1,0,1,5,0,0,0,0
0,1,1,12,MGID_10_129_163,CUST_266_PI426266615,15657,2,1,1,-1,1,2,1,1,1,2,1,1,0,0,1,10,1,0,1,-1,0,1
0,1,2,12,NA,NA,15493,1,-1,3,1,-2,0,1,-1,-1,0,0,-2,-1,0,1,1,0,1,2,1,0,-4
0,1,3,12,222799912_EZ028300.1_49-1428,CUST_1333_PI426227498,15329,2,-4,1,0,1,0,-1,0,2,1,0,0,0,0,0,53,2,0,11,1,1,-2
0,1,4,12,222782844_EZ011515.1_156-1603,CUST_185_PI426227486,15165,2,0,1,0,0,1,-2,-1,2,1,1,1,1,2,1,47,-3,1,0,2,2,-1
0,1,5,12,NA,NA,15001,1,-1,2,-1,0,-1,-1,0,0,1,0,0,5,0,0,0,-4,0,-1,2,1,0
0,1,6,12,288950300_GQ501371.1_22-444,CUST_249_PI426232940,14837,32,204,145,287,127,98,196,184,87,141,48,13,17,46,49,183,83,24,34,18,2,56
0,1,7,12,222781461_EZ010132.1_140-790,CUST_28_PI426226825,14673,95,94,20,148,77,161,59,68,67,12,45,44,34,88,21,49,79,19,23,29,1,57
0,1,8,12,AY841903_1259_1294,CUST_164_PI426266615,14509,2,2,0,2,-2,0,1,0,0,1,0,1,0,1,0,2,0,2,2,1,1,-2
0,1,9,12,222785786_EZ014268.1_130-405,CUST_946_PI426227498,14345,2,1,1,2,1,-1,-1,1,3,0,2,0,0,-4,3,1,1,1,2,-2,1,-2
0,1,10,12,NA,NA,14181,-1,0,2,1,1,-1,1,0,0,0,2,-1,-1,-7,0,-3,0,-1,1,0,1,-2
0,1,11,12,222782608_EZ011279.1_59-580,CUST_163_PI426227486,14017,-1,5,1,2,-1,0,1,0,1,3,2,-2,0,0,0,0,-1,2,1,4,1,1
0,1,12,12,222800795_EZ029183.1_466-1058,CUST_73_PI426246032,13853,0,0,0,0,-1,1,-1,0,1,1,0,-1,1,0,-1,-1,3,-1,1,1,0,-2
0,1,13,12,222793564_EZ021952.1_827-1564,CUST_128_PI426265159,13689,45,44,41,59,61,85,47,70,92,74,23,26,38,48,66,175,32,35,16,16,1,21
0,1,14,12,222800795_EZ029183.1_466-1058,CUST_73_PI426246032,13525,0,1,-3,1,-1,2,2,0,0,2,2,-3,0,3,2,1,2,1,0,-2,0,-1
0,1,15,12,222546406_EZ002596.1_1091-1582,CUST_9_PI426266271,13361,1,-2,-1,-1,0,2,0,-1,2,1,2,0,0,9,0,2,1,2,1,1,0,0
