gene_names,DKO.1,DKO.3,DKO.5,DKO.6,DKO.7,WT.1,WT.2,WT.3,WT.5,WT.6,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Lilrb4,519.725227,377.541323,750.4762266,350.3304528,499.8751566,247.0677354,193.5638816,150.1792693,113.2095182,181.1620015,573.4207394,1.495961861,0.44007668,3.399320909,0.000675534,0.040092483
Fpr2,7.815416947,28.43817758,45.13353531,6.39548494,64.3270979,5.859313883,12.22508726,2.383797926,9.70367299,3.087988662,21.26262034,2.172436467,0.640014684,3.3943541,0.000687907,0.040549066
Plekhs1,29.30781355,9.80626813,5.248085501,13.50157932,14.7416266,45.89795875,40.75029086,20.26228237,38.81469196,30.87988662,24.07121464,-1.284498796,0.378332844,-3.395155395,0.000685897,0.040549066
Srebf1,5875.23969,7149.750093,10373.3658,6196.514297,7959.138217,5949.156696,5133.517891,4071.526858,3712.194011,5268.108657,6255.78223,0.637713388,0.188218041,3.38816292,0.000703625,0.041334962
Mcm3,325.3167304,323.6068483,365.2667509,305.5620582,371.2209608,382.808507,495.116034,406.4375464,418.3361244,448.7876855,387.8750694,-0.352088356,0.10398535,-3.38594194,0.000709344,0.041530168
6330416G13Rik,925.1499811,786.462704,926.8118995,633.153009,608.4271343,593.7438068,492.0597622,388.5590619,325.6121381,506.4301406,646.4095309,0.749918074,0.221818978,3.380766065,0.000722841,0.041913535
Slc15a3,119.1851084,149.0552756,231.9653791,125.067261,221.124399,71.28831891,69.27549446,54.8273523,47.44017906,64.8477619,202.3416376,1.457495258,0.431128784,3.380649384,0.000723148,0.041913535
Slc35b4,1744.791833,1693.542506,1511.448624,1629.427441,1620.238778,1260.729037,1329.478239,1377.835201,1534.258518,1336.069761,1527.024695,0.26240796,0.077606634,3.381256819,0.000721551,0.041913535
Pafah2,857.74201,1220.880382,1272.135925,1015.460887,794.7076886,781.2418511,578.6541302,728.2502664,540.1711298,813.1703476,866.2920607,0.584998406,0.173168615,3.378201091,0.000729617,0.042147545
Cyp11a1,14.65390678,1093.398896,7.347319701,288.5074317,2.680295746,38.08554024,1.018757272,8.343292741,10.78185888,12.35195465,102.1008375,4.315379912,1.278912605,3.374257079,0.000740152,0.042614073
Pygl,6437.94971,10832.9844,10931.7621,3934.644457,2573.083916,3569.298707,2204.590736,2461.271359,1532.102146,3779.698122,4585.073813,1.357386628,0.402592083,3.371617788,0.000747281,0.042882039
Rcc2,1571.875734,1463.095205,1642.650762,1851.137585,1539.829906,1328.111147,1272.427832,1178.788074,1304.604924,1212.550215,1446.567729,0.358307806,0.106450813,3.365947111,0.000762813,0.043628894
Gm3893,2703.157337,2378.020021,2170.608163,1938.542546,2814.310533,3513.635225,3277.342143,4542.326948,4581.211837,3152.836424,3252.684993,-0.667708872,0.198533852,-3.363199094,0.000770448,0.043920592
Zkscan8,2259.632425,2180.914032,2290.264513,2023.105069,2050.426245,2540.012568,2564.212052,2727.064827,2540.205951,2541.414669,2355.429536,-0.257123033,0.076514896,-3.360431039,0.00077821,0.044217612
Hist2h2bb,451.3403287,313.8005801,305.4385762,387.2821436,438.2283544,426.7533612,778.3305555,619.7874607,708.3681282,509.5181292,539.442464,-0.6826553,0.203255873,-3.358600619,0.000783382,0.044221529
Rhbg,238.3702169,153.9584096,343.2247918,56.13814558,96.49064684,47.85106338,55.01289266,28.60557511,48.51836495,79.25837566,96.71294213,1.774938904,0.528367716,3.359287198,0.000781438,0.044221529
Sdf2l1,157.2852661,194.164109,240.3623159,404.3367701,170.1987798,88.86626056,113.0820571,100.1195129,83.02031335,144.1061376,190.6387425,1.142557259,0.340553664,3.354999164,0.000793652,0.044655823
Crnkl1,1123.466186,954.149889,979.2927545,1001.248698,978.3079472,1131.824132,1232.696299,1230.03973,1166.597131,1085.942679,1089.019133,-0.21424128,0.063991221,-3.347979234,0.000814031,0.045309108
Zbtb17,782.5186218,740.3732438,831.2967434,761.0627078,844.2931599,649.4072887,656.0796829,717.5231757,698.6644552,709.2080627,729.7884294,0.204710975,0.061135791,3.34846365,0.000812609,0.045309108
Zfp58,457.2018914,458.9333485,501.7169739,444.1308986,525.3379661,533.1975634,598.0105184,676.998611,679.2571093,563.043266,530.9086503,-0.355147488,0.10606758,-3.348313289,0.00081305,0.045309108
Lin7c,3532.56846,3172.32774,3177.190962,3086.176788,2879.977779,3498.986941,4032.241281,3576.888788,3880.39101,3605.741428,3410.702785,-0.230154427,0.068822343,-3.344181804,0.000825256,0.04569231
Sphk2,1536.706357,1142.430237,1294.177885,1380.714137,1609.517595,1198.229689,1019.776029,1097.738945,1012.416549,1171.377032,1262.119417,0.339459883,0.10158309,3.341696782,0.00083268,0.045956494
2210407C18Rik,15.63083389,43.14757977,38.83583271,36.24108132,120.6133086,87.88970825,227.1828716,159.714461,319.1430228,112.1969214,147.585147,-1.840499468,0.551023234,-3.340148569,0.000837336,0.046066761
Gpr155,806.9417998,975.7236789,781.9647396,955.7696937,856.3544907,1193.346928,1411.997578,1091.77945,1290.588508,913.0153144,1022.529537,-0.430502041,0.128994606,-3.337364674,0.000845769,0.046383469
Gm15987,26.3770322,40.20569933,95.51515612,46.90022289,20.10221809,22.46070322,15.28135907,3.575696889,10.78185888,13.3812842,30.85019025,1.799862108,0.540117693,3.332351691,0.000861154,0.047078206
Fam221a,15.63083389,41.18632614,23.0915762,30.55620582,38.86428831,43.94485412,46.86283449,56.01925126,80.86394158,58.67178458,40.39204145,-0.944813987,0.28394321,-3.327475189,0.000876368,0.047759296
Fancd2,118.2081813,127.4814857,107.0609442,97.35349297,111.2322734,178.7090734,187.451338,196.6633289,244.7481965,155.4287627,156.3049856,-0.77935942,0.234473867,-3.323864751,0.000887792,0.048079507
Scd1,276263.266,352925.6287,327561.3558,103016.3396,109354.7263,60327.49574,52121.65953,45664.03307,24305.54447,197618.9224,155033.9367,1.621209115,0.487710301,3.324123173,0.00088697,0.048079507
Zap70,58.6156271,9.80626813,32.53813011,54.7169267,18.76207022,16.60138934,17.31887362,4.767595852,4.312743551,7.205306878,23.18968548,1.794081185,0.540077852,3.321893648,0.000894088,0.048269592
Pyhin1,158.2621932,175.5321995,206.7745687,243.0284277,88.44975961,87.88970825,114.1008144,79.85723052,100.2712876,104.9916145,160.290412,0.845146419,0.254530333,3.320415323,0.000898836,0.048375253
Gpr35,101.6004203,110.8108299,170.0379702,159.1765141,108.5519777,56.6400342,59.08792175,63.17064504,46.36199317,61.75977324,133.5377241,1.181384928,0.35621713,3.316474218,0.00091161,0.048910839
Xpot,3375.283194,3381.201251,3264.309182,3626.239961,2925.542806,2858.368623,2728.231973,2779.508382,2818.377911,3069.46073,3151.220527,0.218500797,0.065951899,3.313032687,0.000922902,0.04936386
Mpp7,1905.007881,1813.178977,1749.711706,1875.298306,2180.420589,2111.306103,2443.998694,2533.977195,2740.748527,2178.061336,2124.195382,-0.334822172,0.101316269,-3.30472269,0.000950704,0.050443129
Plcb2,126.0235983,89.23703998,182.6333754,202.5236898,107.2118298,89.84281288,89.6506399,48.86785748,48.51836495,52.49580725,135.3883348,1.103694562,0.334047347,3.304006364,0.000953137,0.050443129
Tnfrsf9,12.70005254,16.67065582,56.67932341,21.31828313,61.64680215,13.67173239,10.18757272,7.151393778,7.547301214,6.175977324,47.72360338,1.901931158,0.575725145,3.303540198,0.000954723,0.050443129
Wdfy4,957.388576,906.0991752,1260.590137,1240.724078,747.802513,797.8432404,621.4419356,538.7383313,477.6363483,567.1605842,968.8514027,0.768014753,0.232736993,3.29992556,0.000967105,0.050942023
Ccdc159,229.5778728,268.6917467,405.1522007,312.6681526,406.0648055,214.8415091,254.6893179,225.268904,218.8717352,193.5139561,262.3808402,0.547894306,0.166256158,3.295482787,0.000982527,0.051597566
Ssbp2,1439.013645,1283.640498,1279.483245,1537.048214,1598.796412,1707.989997,2026.308213,2219.315869,2389.259927,1500.76249,1740.95877,-0.463565508,0.140727638,-3.2940616,0.000987509,0.051702487
Fgf18,34.19244914,25.49629714,61.92740891,31.9774247,29.4832532,14.64828471,12.22508726,20.26228237,15.09460243,25.73323885,39.29144542,1.059436061,0.321942745,3.290759237,0.000999174,0.05199905
Bop1,1080.481393,1109.088925,1276.334394,1384.267185,1470.142216,1001.942674,883.2625544,1007.154624,1122.391509,977.8630763,1142.724309,0.33980506,0.103308893,3.289214016,0.001004676,0.052059582
Wdr5b,264.7472491,234.3698083,235.1142304,270.7421958,255.9682437,349.6057284,370.8276468,334.9236086,310.5175357,293.3589229,295.6502574,-0.39494882,0.120090978,-3.288746814,0.001006345,0.052059582
Bcam,7986.379193,7235.064626,6442.549761,11614.20065,12638.93459,13402.20396,13689.04146,16812.92677,19149.65955,11094.11393,11199.42612,-0.691384695,0.210282498,-3.287885113,0.00100943,0.052063768
Tesk2,233.4855813,247.1179569,234.0646133,228.8162389,261.3288352,324.2153682,308.6834533,261.0258729,285.7192602,298.5055707,261.4736675,-0.302182866,0.092013057,-3.284130267,0.001022976,0.052605871
Blzf1,1043.358162,978.6655593,919.4645798,966.4288353,1052.01608,1154.284835,1170.552105,1226.464033,1218.350053,1148.731782,1079.968879,-0.255497668,0.077898517,-3.279878444,0.001038518,0.053247102
Zfp677,301.8704796,315.7618338,243.5111672,348.1986245,337.7172639,394.5271348,437.0468695,431.4674246,419.4143103,362.324003,356.5747456,-0.400991121,0.122391523,-3.276298159,0.001051775,0.053767711
Fat3,40.05401185,95.12080086,121.7555836,137.1476215,69.68768939,45.89795875,45.84407722,38.14076682,38.81469196,30.87988662,85.75278473,1.219516314,0.372941307,3.26999528,0.001075493,0.054657742
Tnfrsf1b,1677.383862,1520.952187,1841.028394,1411.270343,1949.915155,1152.33173,1253.071444,943.9839787,1126.704253,1030.358884,1662.798089,0.608752797,0.186151867,3.270194427,0.001074736,0.054657742
Slc35c2,725.856849,727.6250952,674.9037954,926.6347068,777.2857662,589.8375976,542.9976257,495.8299686,539.0929439,558.9259478,700.0429277,0.49153511,0.150432337,3.267483036,0.001085084,0.054983919
Zfp433,85.96958642,106.8883226,107.0609442,96.64288353,120.6133086,125.9752485,130.4009308,156.1387641,150.9460243,141.0181489,123.7987697,-0.452232912,0.138452353,-3.26634327,0.001089461,0.055044777
Arhgap30,546.1022592,497.1777942,663.3580073,513.7706235,422.1465799,284.1767233,289.3270651,206.1985206,359.0359006,325.2681391,492.007322,0.85190851,0.26094327,3.264726888,0.001095697,0.055198906
Serpina3f,34.19244914,35.30256527,53.53047211,30.55620582,10.72118298,4.882761569,8.150058172,9.535191704,2.156371775,7.205306878,36.30843267,2.3697035,0.726606463,3.261330061,0.001108909,0.055541588
Creld2,695.5721083,531.4997326,702.19384,914.5543463,909.9604056,441.4016459,435.0093549,564.9601085,542.3275015,503.3421519,626.4446881,0.594285156,0.182305219,3.259836216,0.001114766,0.055674032
Gm10248,31.26166779,33.34131164,51.43123791,21.31828313,33.50369682,22.46070322,16.30011634,16.68658548,15.09460243,15.43994331,25.48422004,0.97379489,0.298857633,3.258390563,0.001120461,0.055797662
Dctn6,1375.513383,998.2780956,1030.723992,1183.164714,1234.276191,1585.920958,1458.860413,1535.165864,1822.13415,1233.136806,1339.522318,-0.391186926,0.120380248,-3.249593946,0.001155699,0.057211421
Myb,31.26166779,33.34131164,28.33966171,52.58509839,20.10221809,18.55449396,16.30011634,15.49468652,9.70367299,13.3812842,24.12325533,1.189917043,0.366214952,3.249231188,0.001157174,0.057211421
AI427809,8.792344066,23.53504351,14.6946394,19.18645482,16.08177447,4.882761569,5.093786358,4.767595852,2.156371775,10.29329554,17.52683333,1.596040004,0.491476162,3.247441338,0.001164477,0.057227875
Il1r2,34.19244914,44.12820658,16.7938736,13.50157932,97.83079472,11.71862777,20.37514543,4.767595852,3.234557663,7.205306878,30.19245888,2.108726581,0.649518128,3.24660158,0.001167918,0.057227875
Rab11fip1,281.3550101,266.7304931,295.9920223,235.2117239,364.5202214,218.7477183,148.7385616,213.3499144,186.5261586,206.8952403,237.8897259,0.563737983,0.173696406,3.245536257,0.001172296,0.057227875
Ripply3,401.5170457,348.1225186,351.6217286,292.7710883,369.8808129,502.9244416,462.5158013,424.3160308,405.3978938,555.8379591,382.6390729,-0.417901675,0.128736048,-3.246190011,0.001169607,0.057227875
Slc11a2,1668.591518,1905.357898,2063.547219,1679.880711,1523.748131,1433.578797,1272.427832,1392.137989,1316.464969,1662.36723,1600.565785,0.321327967,0.099036661,3.244535567,0.001176423,0.057268019
Rapgef5,2696.318847,2734.968181,2598.85194,3033.59169,2711.119147,3246.059891,3809.133438,3665.089311,3867.452779,3423.550097,3175.22046,-0.386586799,0.119378485,-3.238328905,0.001202321,0.058364776
Ttc25,56.66177287,98.0626813,86.06860222,51.87448895,34.84384469,17.57794165,41.76904813,28.60557511,19.40734598,24.7039093,42.92896863,1.312929512,0.406280597,3.231583099,0.001231065,0.059593185
Prex1,1503.490835,1360.12939,1446.372364,1608.109158,1132.424953,1010.731645,941.3317189,890.3485253,872.2523832,854.3435298,1267.791861,0.626251577,0.193911623,3.229572142,0.001239756,0.059846717
Plxna1,4697.065585,4239.249712,6118.218077,5393.525632,5666.145206,5067.329957,3295.679773,3897.509609,3836.185389,3565.597575,4917.859863,0.409244373,0.126817532,3.22703309,0.00125081,0.060212601
Lman2l,709.249088,1160.08152,1242.746647,1153.319117,879.1370046,670.8914396,649.9671392,743.7449529,544.4838733,840.9622456,813.3492629,0.576979898,0.17891,3.224972878,0.001259846,0.060312519
Ubash3a,26.3770322,14.70940219,17.8434907,27.71376807,6.700739364,8.788970825,3.056271815,9.535191704,3.234557663,5.14664777,13.15059405,1.676286876,0.519686956,3.225570425,0.001257219,0.060312519
Wdr81,2246.932372,2087.754485,2080.341093,2001.076177,2405.565432,2008.76811,1745.131206,1677.001841,1781.163087,1880.585095,2009.812511,0.24967481,0.077514882,3.220991935,0.001277477,0.06098811
1110008P14Rik,423.9863694,759.0051532,626.6214088,706.3457811,519.9773747,419.917495,310.7209678,269.3691656,252.2954977,442.6117082,511.6056256,0.840877057,0.261441031,3.216316328,0.001298476,0.06174765
2810474O19Rik,5244.144772,6225.999635,6423.656653,4441.308986,5836.343986,7918.862713,6587.284518,10469.64049,10498.29599,7551.161608,6799.270714,-0.611003123,0.18999642,-3.215866509,0.001300513,0.06174765
Slc7a11,33.21552203,77.46951822,74.52281411,54.7169267,313.5946022,26.36691247,33.61898996,29.79747407,46.36199317,25.73323885,72.76148011,1.768390571,0.550098161,3.214681847,0.001305892,0.061809768
Zfp788,1007.211859,932.5760991,832.3463605,1141.238757,1153.867318,1179.675195,1430.335209,1545.892955,1458.785506,1127.115862,1178.397544,-0.411597383,0.128063535,-3.21400922,0.001308955,0.061809768
Tjp3,36.14630338,58.83760878,60.87779181,21.31828313,41.54458406,27.34346479,17.31887362,16.68658548,22.64190364,22.64525019,29.94995084,1.022206504,0.318174595,3.212721948,0.001314835,0.061918731
Pik3ap1,328.2475118,320.6649678,487.0223345,301.2984016,420.8064321,275.3877525,167.0761925,132.3007849,188.6825304,128.6661942,329.0399377,1.05692883,0.329123418,3.21134496,0.001321152,0.062047617
D430036J16Rik,27.35395932,24.51567032,28.33966171,27.71376807,73.708133,71.28831891,86.59436808,97.73571496,135.8514219,61.75977324,63.4374172,-1.333733851,0.415634752,-3.208908409,0.001332399,0.06223849
Dock2,1296.382286,1104.185791,1661.54387,1289.756129,798.7281322,769.5232233,839.4559917,547.081624,751.4955637,715.38404,1130.720502,0.763712533,0.238208695,3.206064886,0.001345636,0.062687847
Gmip,712.1798693,663.8843524,889.0256839,620.3620391,734.4010343,594.7203591,536.8850821,570.9196033,583.2985653,516.7234361,676.5747408,0.367707525,0.114734847,3.204846078,0.001351347,0.062785115
Cdk6,847.9727388,842.3584323,1113.643743,649.4970261,928.7224759,688.4693813,580.6916448,622.1712587,690.0389681,546.5739932,769.5640353,0.485091951,0.151465052,3.202665855,0.001361619,0.062808166
Col6a4,15.63083389,23.53504351,50.38162081,49.74266064,28.14310533,71.28831891,131.419688,104.8871087,74.39482625,100.8742963,67.88072909,-1.523175994,0.47574441,-3.201668713,0.00136634,0.062808166
Marcksl1,271.5857389,249.0792105,397.804881,404.3367701,438.2283544,205.0759859,272.0081915,232.4202978,213.4808058,187.3379788,309.1523912,0.664729816,0.20761813,3.201694453,0.001366218,0.062808166
Vac14,1421.428957,1315.020556,1350.857208,1351.579151,1578.694194,1248.033857,1043.207446,1154.950095,1233.444656,1128.145191,1272.625786,0.271727294,0.084856446,3.202199811,0.001363824,0.062808166
Gm6484,253.0241237,331.4518628,377.8621561,338.2500924,367.2005172,261.7160201,198.657668,232.4202978,214.5589917,304.681548,278.0714977,0.458340083,0.143245951,3.19967216,0.00137584,0.063077527
Fam26f,19.53854237,32.36068483,31.48851301,21.31828313,28.14310533,16.60138934,14.2626018,2.383797926,6.469115326,10.29329554,18.27845731,1.384948047,0.433006388,3.19844715,0.001381699,0.063178987
Zfp958,538.2868422,519.7322109,489.1215687,445.5521175,537.399297,605.4624346,694.7924592,624.5550566,621.0350713,569.2192433,562.8678132,-0.302814208,0.094716714,-3.197051446,0.001388402,0.063318421
Gm20554,42.00786609,46.08946021,33.58774721,56.13814558,75.04828088,68.35866197,77.42555264,122.7655932,87.33305691,69.99440967,70.61154271,-0.756078265,0.236746502,-3.193619576,0.001405011,0.063907734
Stat4,85.96958642,63.74074284,95.51515612,83.85191365,25.46280958,30.27312173,46.86283449,29.79747407,28.03283308,36.02653439,56.2808864,1.058571865,0.331555002,3.192748891,0.001409254,0.063932928
Gulp1,1480.044584,1385.625687,1089.50255,1407.006687,1405.815119,1370.102896,2191.346891,2088.206983,2167.153634,1514.143774,1585.551869,-0.462963761,0.145134471,-3.18989525,0.001423244,0.064398991
4930414L22Rik,341.9244914,228.4860474,312.7858959,239.4753805,317.6150459,432.612675,397.3153359,367.1048806,361.1922724,399.3798669,317.9174975,-0.447037613,0.140428641,-3.183379188,0.001455668,0.064617115
Cyb5b,5802.947083,9432.649314,7765.067307,7932.533153,4832.573229,5005.807161,4722.958711,4375.461093,3975.271368,5248.551396,5899.917345,0.616609511,0.193613568,3.184743291,0.001448825,0.064617115
F5,301.8704796,306.9361925,573.0909367,142.1218875,363.1800735,142.5766378,113.0820571,126.3412901,163.8842549,167.7807173,410.1538628,1.24010496,0.38965322,3.182586197,0.001459661,0.064617115
Gm15760,121.1389627,134.3458734,108.1105613,122.2248233,113.9125692,150.3890563,163.0011634,184.7443393,138.0077936,190.4259675,140.0664954,-0.459013713,0.144243836,-3.182206789,0.001461574,0.064617115
Klhdc8a,24.42317796,139.2490074,49.33200371,83.85191365,16.08177447,25.39036016,19.35638816,7.151393778,6.469115326,7.205306878,32.79655237,2.252419241,0.708258892,3.180220207,0.001471632,0.064617115
Nup88,2074.993199,2027.936249,2117.077691,1907.98634,1935.173528,2281.226205,2119.015125,2337.313866,2363.383466,2177.032007,2170.818005,-0.164318016,0.051622369,-3.183077803,0.001457185,0.064617115
Orc3,3728.930811,3634.202969,3403.908256,3150.131637,3162.74898,3819.2961,3816.264739,4221.706127,3968.802253,3964.977442,3695.849212,-0.21228105,0.066648545,-3.185081527,0.001447132,0.064617115
Palb2,92.80807625,99.04330811,96.56477322,71.06094377,123.2936043,146.4828471,133.4572026,138.2602797,113.2095182,139.9888193,109.3600279,-0.493491122,0.155171285,-3.18029926,0.00147123,0.064617115
Pcyt2,1431.198228,2163.262749,1859.921502,1697.645947,1349.528908,1183.581404,934.200418,979.7409476,842.0631783,1289.749931,1326.646016,0.701172606,0.220495313,3.179988714,0.001472808,0.064617115
Slco1a1,13.67697966,22.5544167,30.43889591,12.08036044,4.020443618,70.3117666,14.2626018,98.92761393,10.78185888,144.1061376,32.51101564,-2.026735149,0.635941888,-3.186981684,0.001437659,0.064617115
Stat5a,1652.960684,1905.357898,2596.752706,1152.608508,1715.389277,1423.813274,1177.683406,1035.760199,969.2891131,1223.87284,1517.576935,0.629440627,0.197928412,3.180142864,0.001472025,0.064617115
Zfp51,489.4404863,426.5726636,414.5987546,464.7385723,384.6224395,542.9630865,604.123062,556.6168157,628.5823725,540.3980158,506.1440845,-0.395816082,0.124352308,-3.183021606,0.001457467,0.064617115
Gm4944,1290.520723,1293.446766,1195.513877,1112.10377,1151.187023,1290.025607,1499.610704,1520.863077,1433.987231,1354.597693,1340.887437,-0.232091604,0.073029047,-3.178072483,0.001482577,0.064881455
Armc10,1057.035142,894.3316534,815.5524868,879.0238745,916.661145,1158.191044,1235.75257,1001.195129,1123.469695,1035.505531,1027.326649,-0.284339627,0.089498067,-3.177047708,0.001487826,0.064947147
1810024B03Rik,9.769271184,10.78689494,13.6450223,7.106094377,17.42192235,7.812418511,4.075029086,1.191898963,2.156371775,3.087988662,9.411381732,1.610883805,0.507325507,3.175247019,0.00149709,0.065023983
Siglec1,1051.173579,1067.902599,1254.292435,773.8536777,609.7672821,707.0238752,602.0855475,468.4162924,568.2039628,650.5362781,901.1068477,0.666777392,0.209973306,3.175534096,0.001495609,0.065023983
Zfp446,276.4703745,283.4011489,353.7209628,333.9864357,389.983031,412.1050765,392.2215495,437.4269194,500.2782519,404.5265147,353.3247291,-0.393052325,0.123825733,-3.17423782,0.001502305,0.065087383
Mon1a,676.0335659,791.3658381,865.9341077,768.8794116,893.8786312,574.2127606,609.2168484,640.0497431,702.9771988,640.2429826,691.8443522,0.334428486,0.105542128,3.168672937,0.001531366,0.066180986
AI987944,671.1489303,635.4461748,572.0413196,690.7123735,682.1352673,701.1645614,898.5439135,829.5616782,913.2234469,706.120074,723.5846772,-0.315510284,0.099604655,-3.167625897,0.001536891,0.066254551
Csk,1318.85161,1373.858165,1408.586148,1845.45271,1471.482364,1206.042108,1226.583755,1187.131367,1142.877041,1095.206645,1371.587716,0.341707119,0.107920916,3.16627333,0.001544056,0.06637837
Rnaseh2b,245.2087067,225.544167,217.2707397,296.3241355,290.8120884,293.9422465,438.0656268,337.3074065,350.4104135,305.7108775,300.9412069,-0.435796385,0.137664563,-3.165639541,0.001547424,0.06637837
Smyd5,777.6339862,757.0438996,728.4342675,960.0333504,885.8377439,719.7190553,679.5111001,570.9196033,573.5948923,641.2723121,760.1267115,0.367263921,0.116080352,3.163876708,0.001556827,0.066616833
Atp6v0d2,199.2931322,75.5082646,226.7172936,162.0189518,206.3827724,50.78072032,26.48768906,63.17064504,29.11101897,17.49860242,335.1526416,2.218252801,0.701468377,3.162299076,0.001565287,0.066813857
Hist3h2bb-ps,8.792344066,2.941880439,2.0992342,4.974266064,1.340147873,16.60138934,27.50644633,16.68658548,5.390929439,7.205306878,10.77560391,-1.821750084,0.576454077,-3.160269236,0.001576234,0.067115816
Adrbk1,3226.790272,3104.66449,3318.889271,3771.204286,3535.310088,2895.477611,2850.482846,2825.992441,3127.81726,2887.269399,3211.643458,0.217421985,0.068895197,3.155836628,0.001600385,0.067896823
Rhobtb1,3002.097035,1945.563597,2447.707078,1868.902821,3933.334007,4419.875773,4951.16034,5921.354048,6434.613378,3499.720484,3557.243988,-0.934908614,0.296477474,-3.153388351,0.00161387,0.067896823
Slc25a38,799.1263829,688.4000227,800.8578474,704.9245622,792.0273928,544.9161911,591.8979748,626.9388545,673.8661798,621.7150506,679.6508698,0.306481759,0.097192902,3.153334791,0.001614166,0.067896823
Mpnd,1505.444689,1602.344212,1796.944476,1849.005757,1719.409721,1513.656086,1316.234395,1299.16987,1370.374263,1367.978977,1519.670667,0.303108018,0.096194911,3.150977686,0.001627249,0.067975484
Olfr329-ps,19.53854237,20.59316307,39.88544981,31.9774247,77.72857662,3.906209255,5.093786358,16.68658548,16.17278832,4.117318216,19.28525009,2.049640265,0.650498073,3.150878302,0.001627803,0.067975484
Osm,7.815416947,14.70940219,31.48851301,19.89706426,54.94606279,10.74207545,6.112543629,1.191898963,8.625487102,3.087988662,16.16821602,2.09064613,0.66339763,3.151422365,0.001624773,0.067975484
Rims4,44.93864745,77.46951822,59.82817471,99.48532128,21.44236597,30.27312173,15.28135907,9.535191704,10.78185888,27.79189796,41.16741881,1.69494343,0.538090113,3.149924869,0.001633125,0.06803377
Psph,271.5857389,400.0957397,568.8924683,345.3561867,242.566765,260.7394678,186.4325807,208.5823185,181.1352291,198.6606039,286.8840693,0.820604136,0.260614634,3.148726232,0.001639837,0.068149597
Angptl7,857.74201,437.3595586,432.4422453,418.5489588,499.8751566,635.7355563,1101.276611,960.6705642,1396.250725,1257.840715,758.0309122,-1.016275169,0.322947209,-3.146877079,0.001650243,0.06822613
P2rx3,42.98479321,88.25641317,75.57243121,63.9548494,29.4832532,19.53104628,26.48768906,21.45418133,32.34557663,32.93854573,41.59827276,1.182375046,0.376347055,3.141714622,0.001679617,0.068883894
Riok1,779.5878405,854.1259541,908.9684088,761.0627078,871.0961173,909.1702042,1107.389154,1038.143997,1087.889561,937.7192237,936.5638243,-0.284468823,0.090554456,-3.141411649,0.001681355,0.068883894
Srp54c,312.6166779,300.0718048,312.7858959,325.4591225,318.9551937,349.6057284,384.0714914,408.8213443,423.7270539,367.4706508,354.5807892,-0.298880197,0.095127286,-3.141897672,0.001678567,0.068883894
Mtap7d3,220.7855288,152.9777828,162.6906505,153.4916385,233.1857299,319.3326066,287.2895506,337.3074065,362.2704583,281.0069682,266.8372139,-0.784350539,0.249759855,-3.140418778,0.001687065,0.068954795
Slc25a35,460.1326728,848.2421932,1270.036691,676.5001847,466.3714597,561.5175805,277.1019779,297.9747407,267.3901002,440.5530491,516.4470806,1.012292124,0.322517342,3.138721523,0.001696866,0.069192216
Scn1b,1508.375471,1288.543632,1409.635766,1235.749812,1419.216597,1069.324784,1080.901465,1094.163248,1177.378989,1055.062793,1366.793147,0.324609603,0.10344678,3.137938197,0.001701407,0.069214534
Kcnab1,1160.589417,1894.571003,1346.65874,2207.152914,3507.166983,3809.530576,4285.911841,5076.297683,6324.638417,2857.418842,3420.873881,-1.144034526,0.364766101,-3.136350999,0.001710643,0.069375226
Vnn1,196.3623508,190.2416017,218.3203568,105.8808062,124.6337522,358.3946992,259.7831042,349.2263962,201.620761,495.1075155,264.0452331,-0.994696463,0.317198007,-3.13588497,0.001713364,0.069375226
Ctss,1787.776627,1489.572129,2110.779988,1419.797657,1334.787281,755.8514909,551.1476839,365.9129816,539.0929439,635.0963348,2181.693043,1.515882281,0.483558119,3.134850229,0.001719419,0.069458104
B4galt5,962.2732116,916.8860701,1156.678044,1332.392696,1113.662882,761.7108048,855.7561081,647.2011369,834.5158771,827.5809614,1128.004122,0.481471329,0.153784647,3.130815319,0.001743217,0.070255718
Tex15,25.40010508,16.67065582,23.0915762,24.87133032,24.12266171,46.87451107,33.61898996,65.55444296,40.97106373,26.7625684,29.52182636,-0.898048261,0.287054768,-3.128491007,0.001757064,0.070649459
4921536K21Rik,15.63083389,31.38005801,19.9427249,8.527313253,14.7416266,8.788970825,8.150058172,7.151393778,6.469115326,5.14664777,13.9681688,1.32428053,0.423711509,3.125429686,0.001775455,0.070666743
Apeh,1418.498176,1384.64506,1573.376033,1353.710979,1358.909943,1240.221439,1215.377425,1306.321263,1242.070143,1258.870045,1320.79999,0.178872983,0.05722801,3.125619472,0.00177431,0.070666743
Il17ra,805.9648727,756.0632728,857.5371709,716.2943132,836.2522726,581.0486267,593.9354893,611.444168,522.9201555,633.0376757,764.5762659,0.432131061,0.138221796,3.126359758,0.001769849,0.070666743
Man1c1,1605.091256,1788.663307,1490.456282,2196.493772,1849.404064,1525.374714,1456.822898,1323.007849,1393.016167,1364.890989,1723.345752,0.338856256,0.108433036,3.125027847,0.001777882,0.070666743
Tgm1,59.59255422,35.30256527,51.43123791,44.76839458,48.24532342,15.62483702,26.48768906,23.83797926,26.95464719,34.99720484,40.83360505,0.903619662,0.289044141,3.126234137,0.001770605,0.070666743
