gene_names,DKO.1,DKO.3,DKO.5,DKO.6,DKO.7,WT.1,WT.2,WT.3,WT.5,WT.6,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cntln,1134.212384,1112.030806,1208.109282,1055.255015,1594.775969,1454.086395,1815.425458,1707.991214,1878.199816,1507.967797,1489.202989,-0.455322726,0.159915963,-2.8472625,0.004409698,0.121109467
Ifi47,524.6098626,417.7470223,369.4652193,399.362504,262.6689831,286.129828,302.5709096,281.2881553,249.0609401,290.2709342,368.0710228,0.488451857,0.17160546,2.846365484,0.004422141,0.121259019
Atr,1943.108039,1942.621716,2049.902197,1817.028332,2150.937336,2146.461986,2627.375003,2634.096708,2707.324764,2144.093461,2216.533531,-0.308239126,0.108364398,-2.844468598,0.004448557,0.121790669
Bysl,719.0183591,732.5282293,745.2281411,877.6026556,675.4345279,712.8831891,601.0667902,554.2330178,637.2078596,590.835164,683.9008902,0.278177487,0.097935653,2.840410791,0.004505547,0.121953903
C3,54422.65591,76182.93584,88671.65262,30519.25413,35190.94299,29917.65669,30754.24451,24761.70096,30176.26663,43638.42644,47502.86783,0.83961607,0.295584214,2.840530823,0.004503852,0.121953903
Cars,1083.412174,1111.050179,1173.471918,1429.746189,1204.792938,919.9122797,986.1570389,983.3166445,1093.28049,1015.94827,1130.948704,0.265423893,0.093457868,2.840037956,0.004510817,0.121953903
Dlec1,61.54640846,73.54701097,100.7632416,110.1444628,93.8103511,51.75727263,51.95662085,47.67595852,47.44017906,66.90642101,65.48437432,0.727239621,0.255852365,2.842418987,0.004477261,0.121953903
Ergic1,3025.543286,3260.584153,4031.579282,5511.486799,4044.56628,2987.273528,2582.549683,2982.131205,3167.710138,3023.1409,3480.737911,0.431129082,0.151747752,2.841090396,0.004495957,0.121953903
Serbp1,5420.96858,5178.690199,5533.581352,5292.619092,5316.366611,5935.484964,6465.033645,6278.923737,6787.180163,6459.042951,5836.33427,-0.255595465,0.08989909,-2.843137394,0.004467181,0.121953903
Tesk1,1705.714749,1534.680962,1587.021055,1711.858135,1790.437558,1629.865812,1075.807679,1227.655932,1423.205372,1354.597693,1510.626295,0.311223556,0.109578885,2.840178161,0.004508834,0.121953903
Wdr67,457.2018914,618.775519,679.1022638,362.4108132,300.1931235,334.9574437,346.3774723,305.1261345,272.7810296,338.6494233,402.054122,0.597587857,0.210406748,2.840155376,0.004509157,0.121953903
Adora2a,341.9244914,380.4832034,387.30871,248.7133032,434.2079108,531.2444587,464.5533158,495.8299686,403.241522,559.9552774,383.1997254,-0.457960022,0.161301312,-2.839158685,0.004523266,0.122083953
Hrh1,62.52333558,77.46951822,100.7632416,90.24739859,32.16354895,42.96830181,47.88159176,46.48405956,43.12743551,40.14385261,62.58762154,0.731945002,0.25786047,2.838531244,0.004532168,0.122083953
Sccpdh,1546.475628,1749.438234,1242.746647,1433.299236,826.8712375,906.2405473,926.0503598,791.4209114,770.9029097,981.9803945,1111.775042,0.635918003,0.224056167,2.838207995,0.004536761,0.122083953
Rasal1,46.89250168,50.99259427,33.58774721,79.58825703,71.02783726,21.48415091,33.61898996,5.959494815,15.09460243,30.87988662,39.30936766,1.392979856,0.490932971,2.837413532,0.004548066,0.122198435
Pkd1l2,8.792344066,34.32193845,17.8434907,29.13498695,8.040887237,4.882761569,9.168815444,5.959494815,7.547301214,8.234636432,15.06197813,1.472108278,0.519193472,2.835375167,0.00457719,0.12279056
Dsn1,140.677505,105.9076958,141.6983085,100.9065402,120.6133086,156.2483702,196.6201534,145.4116735,168.1969985,153.3701035,147.5124077,-0.432833943,0.152714162,-2.834275078,0.004592978,0.123023654
Ccno,31.26166779,22.5544167,83.96936802,32.68803414,22.78251384,13.67173239,4.075029086,20.26228237,12.93823065,11.32262509,20.82983315,1.639913405,0.57888703,2.832872942,0.004613172,0.123183772
Glipr2,614.4871575,611.9111313,629.7702601,933.7408012,702.2374854,506.8306509,536.8850821,517.2841499,568.2039628,453.9343333,703.5893161,0.436516396,0.15408081,2.833035447,0.004610827,0.123183772
Thap4,964.2270659,796.2689721,836.5448289,756.0884417,775.9456184,659.1728119,540.9601112,678.1905099,545.5620592,697.8854376,724.3149157,0.40354053,0.142526263,2.831341541,0.00463532,0.123584749
Spata1,181.708444,172.5903191,193.1295464,190.4433293,172.8790756,205.0759859,210.8827552,222.8851061,258.7646131,248.0684225,202.5601534,-0.327896171,0.115932591,-2.82833472,0.004679086,0.124559988
Blk,58.6156271,38.24444571,61.92740891,83.85191365,20.10221809,22.46070322,29.54396087,9.535191704,35.58013429,10.29329554,41.29429276,1.295779457,0.458991706,2.823099941,0.004756174,0.126031346
Neu3,580.2947083,535.4222399,549.9993605,474.6871044,695.536746,726.5549215,749.8053519,879.6214347,893.8161009,684.5041534,643.8271648,-0.473787533,0.167802524,-2.823482749,0.004750498,0.126031346
Kcnk2,127.9774525,116.6945907,248.7592527,91.66861747,103.1913862,113.2800684,76.40679537,48.86785748,45.28380728,55.58379591,89.41356279,1.016520901,0.360394531,2.820578045,0.004793721,0.126486788
Rdh13,1053.127434,1177.732802,1231.200859,1091.496096,1002.430609,1042.957871,812.9683027,860.5510513,742.8700766,1037.56419,1000.645429,0.305000226,0.10812051,2.820928479,0.004788488,0.126486788
Snw1,2367.094408,1903.396644,1836.829925,1975.494237,1881.567613,2151.344747,2540.780635,2339.697664,2560.691483,2446.71635,2158.056439,-0.272549891,0.096632614,-2.820475205,0.004795258,0.126486788
Rara,1046.288944,1012.987498,1162.975747,1059.518672,1433.958224,957.9978199,952.5380489,877.2376368,767.6683521,755.5278926,1064.992027,0.40565098,0.143852999,2.81989935,0.004803871,0.126489861
Tmem150a,536.332988,508.9453159,562.5947657,483.2144177,624.5089087,461.9092445,400.3716077,435.0431215,495.9655084,446.7290264,513.6818252,0.273654917,0.097058233,2.819492054,0.004809972,0.126489861
Rnf44,2297.732582,2397.632558,2598.85194,2369.882475,2551.64155,2145.485434,1832.744332,2009.541652,2005.425751,2334.519428,2200.924137,0.241732535,0.085907348,2.813874961,0.004894826,0.128526274
Crip1,4604.257509,3596.93915,3367.171657,3875.663873,5493.266131,4875.925703,6206.269298,7172.847959,7968.871896,4798.734381,5138.993557,-0.567364943,0.201769015,-2.811952778,0.004924173,0.128968975
Lrrc58,23362.23511,22286.70558,19204.84408,20713.5545,16999.77577,26895.22728,23564.87445,24157.40818,22881.26091,32374.47313,23037.08644,-0.340492245,0.12109421,-2.811796235,0.00492657,0.128968975
Cstad,30.28474067,23.53504351,34.63736431,12.08036044,29.4832532,57.61658652,77.42555264,64.362544,58.22203794,44.26117082,51.23872574,-1.225412456,0.436418868,-2.807881475,0.004986858,0.129958262
Slc16a6,172.9161,217.6991525,294.9424052,216.0252691,205.0426245,186.5214919,166.0574353,151.3711683,156.3369537,145.1354671,195.3486164,0.45704591,0.162761134,2.808077692,0.00498382,0.129958262
Zfp772,259.8626135,286.3430294,374.7133048,285.664994,360.4997778,377.9257455,445.1969277,418.356536,484.1054636,320.1214913,342.2055405,-0.387647231,0.138021394,-2.808602495,0.004975704,0.129958262
Wif1,57.63869999,20.59316307,17.8434907,149.9385914,108.5519777,185.5449396,208.8452407,169.2496527,373.0523172,131.7541829,173.5353369,-1.589621566,0.567028151,-2.803426185,0.00505628,0.131569581
Mettl2,666.2642948,685.4581423,733.682353,707.767,734.4010343,588.8610453,632.6482656,584.0304919,629.6605584,662.8882328,665.4155851,0.18555923,0.066217684,2.802260973,0.005074581,0.131847797
Igfbp3,2392.494513,2986.989272,1578.624119,1568.315029,1259.739,1241.197991,1324.384453,1126.34452,834.5158771,1529.583717,1441.610552,0.692455686,0.247333922,2.799679397,0.005115338,0.132680109
Nlrp12,4.884635592,23.53504351,18.8931078,2.131828313,28.14310533,0.976552314,5.093786358,3.575696889,5.390929439,1.029329554,9.774588497,2.264260658,0.808877188,2.799263833,0.005121927,0.132680109
Ttf2,581.2716354,582.4923269,511.1635278,612.5453353,617.8081694,539.0568773,466.5908304,493.4461707,492.7309507,459.0809811,551.0936138,0.245271456,0.087670756,2.797642768,0.005147701,0.133148748
Blnk,165.100683,162.784051,224.6180594,166.2826084,125.9739,109.3738592,83.53809627,50.05975644,75.47301214,92.63965986,148.1877266,1.038013017,0.371209927,2.796296491,0.005169195,0.133387887
Ipcef1,94.76193049,64.72136965,74.52281411,110.1444628,75.04828088,51.75727263,49.91910631,35.75696889,66.84752504,59.70111413,70.64518852,0.67149115,0.240152772,2.796099931,0.00517234,0.133387887
Scaper,1992.931322,2220.139105,2234.634806,2226.339368,2381.44277,2427.709052,2778.151079,2874.860299,2904.632782,2313.932837,2455.664882,-0.266686085,0.095465622,-2.793530065,0.005213618,0.134252606
Brd8,2812.573174,2382.923155,2711.16097,2499.924002,2853.174821,2865.204489,2968.658689,3276.530249,3256.121381,2919.178615,2794.786974,-0.205592091,0.073629869,-2.792237609,0.00523449,0.134590083
Zdhhc18,1349.136351,1160.08152,1392.841892,1343.762447,1533.129166,1130.847579,1052.376262,1139.455409,1142.877041,1157.995748,1267.789467,0.268681835,0.096271824,2.79086679,0.00525671,0.134961167
Siah2,270.6088118,349.1031454,434.5414795,435.6035853,322.9756373,275.3877525,281.1770069,255.0663781,247.9827542,274.8309909,305.4819297,0.443678165,0.159154196,2.787725208,0.005307955,0.136075228
Pdcd1,40.05401185,26.47692395,18.8931078,39.79412851,6.700739364,4.882761569,10.18757272,11.91898963,7.547301214,14.41061376,19.7529848,1.450134197,0.520409238,2.786526626,0.005327624,0.136377734
Rnf168,1548.429483,1414.063864,1326.716015,1722.517277,1641.681144,1672.834114,1841.913147,1753.283375,1870.652515,1718.980355,1633.195007,-0.210222429,0.075500155,-2.784397316,0.00536273,0.137073905
Nrm,356.5783982,241.234196,230.915762,342.513749,369.8808129,353.5119376,372.8651614,419.548435,450.6817011,486.872879,352.5602706,-0.435321273,0.156402928,-2.783331991,0.005380372,0.137322308
Klc3,87.92344066,50.99259427,73.47319701,83.14130421,195.6615894,196.2870151,153.832348,240.7635905,337.4721829,139.9888193,146.6450467,-1.126198063,0.404820328,-2.781970139,0.005403001,0.137697072
Tespa1,34.19244914,23.53504351,30.43889591,52.58509839,10.72118298,16.60138934,20.37514543,5.959494815,12.93823065,13.3812842,23.59500103,1.141224625,0.410442929,2.780470914,0.005428012,0.138131353
Gfpt1,2644.54171,2864.410921,3146.752066,2649.862593,2583.805099,2417.943529,2235.153454,2290.829807,2401.119972,2359.223338,2585.096261,0.246933454,0.088868942,2.778624896,0.005458952,0.138175669
Gnmt,84.01573218,78.45014504,72.42357991,33.39864357,34.84384469,39.06209255,33.61898996,29.79747407,17.2509742,39.11452305,45.4993149,0.929786018,0.334746426,2.777583109,0.005476483,0.138175669
Grap2,57.63869999,46.08946021,53.53047211,75.3246004,67.00739364,33.20277867,41.76904813,25.02987822,38.81469196,44.26117082,52.49076035,0.709328031,0.255382041,2.777517271,0.005477593,0.138175669
Ms4a7,209.0624033,203.9703771,346.3736431,174.0993122,176.8995192,119.1393823,115.1195717,66.74634193,100.2712876,79.25837566,255.1533673,1.207418698,0.434625194,2.778068817,0.005468304,0.138175669
Rab44,55.68484575,109.8302031,74.52281411,83.85191365,80.40887237,46.87451107,53.99413539,46.48405956,17.2509742,57.64245502,57.06373024,0.862309975,0.31030829,2.778881528,0.005454642,0.138175669
Ephb1,72.29260676,91.1982936,114.4082639,47.61083233,111.2322734,42.96830181,40.75029086,50.05975644,54.98748027,24.7039093,61.6316765,1.029309581,0.371752094,2.768806414,0.005626205,0.140983004
Ifitm1,108.4389101,101.9851885,69.27472861,44.05778514,95.15049897,27.34346479,68.25673719,47.67595852,24.79827542,50.43714814,63.95379665,0.934867858,0.337666583,2.768612311,0.005629558,0.140983004
Nomo1,3453.437364,3654.796132,3758.678836,4647.385723,3949.415781,3511.682121,2989.033835,3339.700894,3212.993945,3437.96071,3601.995661,0.23947032,0.086454144,2.769911426,0.005607154,0.140983004
Spire1,1828.807566,1820.043365,1626.906505,2437.390371,1703.327946,1492.171936,1422.185151,1548.276753,1537.493076,1563.551592,1738.560352,0.317376539,0.114587649,2.76972729,0.005610324,0.140983004
Tmem132b,161.1929745,78.45014504,143.7975427,65.37606827,17.42192235,20.50759859,23.43141725,34.56506993,9.70367299,30.87988662,52.70478926,1.970956163,0.711684659,2.769423422,0.00561556,0.140983004
Lrrcc1,1289.543796,1315.020556,1300.475587,1299.704662,1482.203547,1475.570546,1880.625923,2054.833812,2127.260756,1404.005512,1610.193116,-0.41939742,0.151671107,-2.765176752,0.005689196,0.142065946
Oas1a,99.64656608,107.8689494,122.8052007,138.5688404,76.38842875,76.17108048,78.44430991,45.29216059,49.59655084,85.43435298,106.3651732,0.705220751,0.255027706,2.765271122,0.00568755,0.142065946
Pik3r5,643.794971,609.9498777,858.586788,559.2496275,788.0069492,479.4871861,471.6846167,462.4567976,467.9326753,410.702492,673.8291469,0.592920431,0.214463771,2.764664767,0.005698132,0.142084361
Alkbh5,5676.923485,5557.212149,5455.909687,4677.941929,5447.701103,4634.717282,4154.492153,4475.580606,4310.587179,4890.344711,4898.466055,0.255112434,0.092341347,2.762710758,0.005732354,0.142527539
Cyp4f14,20.51546949,30.3994312,27.2900446,18.47584538,42.88473193,38.08554024,50.93786358,65.55444296,79.78575569,39.11452305,44.78153579,-0.985996245,0.356844038,-2.763101353,0.005725498,0.142527539
Runx1,491.3943406,544.2478812,968.7965835,552.8541425,829.5515333,444.3313028,420.7467531,352.802093,373.0523172,265.5670249,796.9206516,0.866645677,0.314004915,2.75997488,0.005780581,0.143520719
Desi1,1573.829588,1318.943063,1401.238829,1059.518672,1115.00303,951.1619537,865.9436808,930.8730901,737.4791472,1289.749931,1088.879213,0.437698901,0.158616525,2.759478575,0.005789368,0.143533266
Abcd4,1000.373369,1012.987498,1281.582479,837.8085271,985.0086865,803.7025543,756.9366528,878.4295357,770.9029097,926.3965986,908.3953619,0.306318604,0.111289979,2.752436529,0.005915361,0.146447442
Adam32,8.792344066,19.61253626,20.992342,23.45011144,28.14310533,31.24967404,31.58147542,39.33266578,63.61296738,37.05586394,33.30035124,-1.011457257,0.367717001,-2.750640445,0.005947889,0.146889349
Cir1,648.6796066,671.7293669,598.2817471,537.2207349,755.8434003,696.2817998,855.7561081,839.0968699,797.8575569,708.1787331,704.0273428,-0.282150586,0.102650487,-2.748653164,0.005984067,0.146889349
Cxcr3,57.63869999,48.05071383,60.87779181,46.90022289,14.7416266,23.43725553,13.24384453,14.30278756,9.70367299,21.61592063,31.34815165,1.472739924,0.53556376,2.749887195,0.005961578,0.146889349
Elovl5,6801.366598,8877.614538,7757.719988,6097.028976,3874.3675,4015.583115,4867.622243,3964.255951,3139.677305,5128.119838,5337.832786,0.661963006,0.240678102,2.750408124,0.005952108,0.146889349
Ralgds,2737.349786,2760.464478,2372.134646,3337.02192,2149.597188,1836.894902,1720.681032,1205.009852,1018.885664,1841.470572,2390.462088,0.809167177,0.29438294,2.748689097,0.005983411,0.146889349
Rpf1,697.5259625,563.8604174,589.8848103,574.8830351,656.6724577,682.6100674,806.8557591,758.0477405,811.8739735,692.7387898,674.2645936,-0.284538036,0.103499255,-2.749179549,0.005974465,0.146889349
Fbxl3,4395.195106,4239.249712,4132.342523,3817.393899,4177.24092,4599.561398,4923.653893,5009.551341,4810.865431,4569.19389,4409.561554,-0.204038366,0.074283214,-2.746762776,0.006018665,0.147529653
Col20a1,673.1027846,702.1287981,816.6021039,756.7990512,794.7076886,439.4485412,404.4466368,566.1520074,538.014758,588.7765049,723.9107743,0.561444622,0.204554433,2.744719899,0.006056256,0.147615927
Lcp1,1692.037769,1662.162448,2590.455003,1629.427441,1577.354046,1174.792434,1091.089038,762.8153363,1003.791061,824.4929727,1947.948391,0.91382617,0.332888642,2.745140732,0.006048495,0.147615927
Tspan32,75.22338812,71.58575735,82.91975092,93.08983634,42.88473193,55.66348189,55.01289266,38.14076682,37.73650607,39.11452305,65.96936825,0.703900674,0.25641262,2.745187326,0.006047637,0.147615927
Usp43,95.7388576,48.05071383,64.02664311,70.35033433,108.5519777,152.342161,160.9636489,126.3412901,93.80217223,181.1620015,101.6520756,-0.890975479,0.324500386,-2.745683885,0.006038492,0.147615927
2410018L13Rik,74.246461,93.15954723,70.32434571,95.22166465,116.5928649,119.1393823,140.5885035,110.8466036,168.1969985,125.5782056,111.2286613,-0.568010002,0.207407575,-2.738617439,0.006169812,0.147794896
A430033K04Rik,453.2941829,429.5145441,394.6560297,472.5552761,556.1613672,634.759004,664.229741,539.9302302,548.7966169,512.6061179,502.1011625,-0.333183144,0.121751914,-2.736574171,0.00620826,0.147794896
Anp32e,1325.6901,1585.673557,1525.093647,1727.491543,1724.770312,1833.965245,1954.995204,2169.256113,2273.894037,1687.071139,1765.583464,-0.330266651,0.120655533,-2.737269017,0.006195161,0.147794896
C77080,803.0340913,735.4701097,650.7626021,1397.058155,884.4975961,647.4541841,598.0105184,500.5975644,481.9490918,660.8295737,797.681153,0.630653691,0.230645013,2.734304476,0.006251221,0.147794896
Cnpy3,1321.782391,1317.962437,1318.319078,1434.720455,1387.053048,1140.613103,1163.420804,1177.596175,1189.239034,1156.966419,1287.778598,0.218694656,0.07974261,2.742506869,0.006097217,0.147794896
Cul7,1925.52335,2354.484978,2234.634806,2429.573668,2081.249646,1965.799808,1734.943633,1877.240867,1698.142773,1690.159128,2043.832797,0.298685507,0.10918723,2.735535175,0.006227893,0.147794896
E2f7,71.31567964,60.7988624,82.91975092,61.11241164,68.34754151,149.412504,156.8886198,88.20052326,72.23845448,202.7779221,92.91785932,-0.961104015,0.350552173,-2.741686086,0.006112473,0.147794896
Gpr156,11.72312542,31.38005801,16.7938736,49.0320512,16.08177447,141.6000855,61.12543629,28.60557511,34.50194841,59.70111413,52.6814543,-1.368320619,0.499425799,-2.739787616,0.00614789,0.147794896
Irak1,3856.908263,3903.875342,4355.910966,3678.825059,3658.603693,3485.315208,3166.2976,3286.065441,3264.746868,3736.466281,3660.319136,0.199614073,0.072881137,2.738898982,0.006164531,0.147794896
Itgam,772.7493507,895.3122802,1391.792275,595.4907088,647.2914226,554.6817143,446.2156849,392.1347588,517.5292261,436.4357309,849.2308355,0.874147596,0.319323895,2.737495095,0.006190904,0.147794896
Lilrb3,734.649193,612.8917581,882.7279813,512.3494046,458.3305725,419.917495,305.6271815,231.2283988,345.0194841,330.4147868,685.3713888,0.97139821,0.354549285,2.739811508,0.006147443,0.147794896
Parp1,2341.694303,2468.237688,2952.572903,2595.145667,2154.957779,2342.749001,1984.539165,1892.735553,2009.738495,2059.688438,2270.435424,0.282411398,0.10308866,2.739500142,0.006153269,0.147794896
Plxnd1,6546.38862,6748.673727,7999.131921,8296.365185,9142.488788,6562.431549,5734.584681,6460.092379,5553.735508,5410.156136,6990.822625,0.382017046,0.139240853,2.743570139,0.006077506,0.147794896
Prg4,956.4116489,1139.488357,508.0146765,299.1665733,696.8768939,281.2470664,357.5838023,333.7317096,266.3119143,434.3770718,951.5378338,1.105056794,0.404030913,2.735079811,0.006236515,0.147794896
Rad51ap2,16.60776101,40.20569933,25.1908104,31.26681526,71.02783726,53.71037726,88.63188262,73.8977357,168.1969985,59.70111413,58.90540815,-1.278642917,0.466533518,-2.74073109,0.006130266,0.147794896
Rarres2,1658.822247,1397.393208,1273.185543,1575.421123,1911.050867,1895.488041,2208.665765,1990.471268,2494.922144,1898.083698,1893.492533,-0.424595175,0.154805672,-2.742762395,0.006092475,0.147794896
Rrm2b,1490.790783,1645.491792,1563.929479,1653.588162,1555.91168,1724.591386,1815.425458,1743.748183,1898.685348,1675.748514,1690.450989,-0.16248925,0.059392022,-2.735876712,0.006221433,0.147794896
Slc4a1ap,972.0424828,881.5835048,913.1668772,923.0816596,1011.811644,1075.184098,1038.11366,1039.335896,1141.798855,1057.121452,1017.005947,-0.188395603,0.068822725,-2.737404001,0.006192619,0.147794896
Tmem194b,310.6628237,313.8005801,278.1485316,320.4848564,365.8603693,392.5740302,452.3282286,393.3266578,426.9616115,391.1452305,368.6423461,-0.373766453,0.13665933,-2.735023319,0.006237586,0.147794896
Unc93b1,1897.192464,1789.643934,1872.516907,1373.608043,1307.984324,1316.392519,1134.8956,943.9839787,962.8199977,1103.441282,1497.201512,0.593383734,0.216800151,2.737007937,0.00620008,0.147794896
Zmynd15,176.8238084,107.8689494,209.92342,134.3051837,151.4367096,81.05384205,123.2696299,89.39242222,118.6004476,67.93575056,144.8548472,0.699298222,0.25503557,2.741963492,0.006107313,0.147794896
Pdia6,4030.801291,4192.179625,4821.940958,4859.857945,3777.876853,3223.599188,3132.67861,3178.794534,3032.936902,3661.325223,3944.159799,0.418087364,0.15296904,2.733150209,0.006273172,0.148111804
AA987161,1185.012595,991.4137079,934.1592192,947.2423805,1019.852531,1188.464166,1387.547404,1246.726315,1382.234308,1072.561395,1119.238149,-0.306204341,0.112077156,-2.732085224,0.006293486,0.148300034
Tfe3,1299.313067,1271.872976,1445.322747,1296.862224,1262.419296,1250.963514,1103.314125,1076.284764,1182.769919,1127.115862,1269.324909,0.195592334,0.071597407,2.731835453,0.006298259,0.148300034
Gab1,2132.631899,2207.390956,2056.199899,2521.952894,2669.574563,2749.971316,3118.416008,2934.455247,2950.994775,2518.769419,2525.501165,-0.300791266,0.110170121,-2.730243579,0.006328755,0.14861425
Mid2,1999.769811,1982.827416,1871.46729,2067.162854,2318.45582,2458.958726,2616.168673,2649.591395,2753.686757,2398.337861,2307.657307,-0.330839652,0.121171659,-2.730338559,0.006326931,0.14861425
Gdpd5,803.0340913,808.0364939,956.2011783,889.683016,880.4771524,756.8280432,580.6916448,684.1500047,628.5823725,615.5390733,751.6272594,0.409315541,0.149964702,2.729412554,0.006344727,0.148720139
Ufl1,1681.291571,1553.312872,1593.318758,1513.598102,1770.33534,1798.809362,1906.094855,2025.036338,2015.129424,1914.55297,1818.502257,-0.252585032,0.092551943,-2.729116464,0.006350427,0.148720139
Lin9,271.5857389,217.6991525,218.3203568,161.3083424,163.4980405,257.8098109,314.7959969,257.450176,277.0937731,281.0069682,226.9599087,-0.427197461,0.156613803,-2.727712714,0.006377512,0.149152888
Angptl3,55.68484575,68.64387691,58.77855761,66.08667771,62.98695002,93.74902213,70.29425174,84.62482637,79.78575569,103.962285,78.14280072,-0.468673639,0.171912286,-2.726237016,0.006406098,0.149619511
Ms4a6d,219.8086016,224.5635402,272.900446,167.7038273,170.1987798,58.59313883,107.9882708,91.77622015,104.5840311,89.5516712,278.6388597,1.221821162,0.448277735,2.725589666,0.006418674,0.149711467
Tbl1xr1,4187.109629,4001.938024,4289.785088,4310.556849,4631.551048,4982.369905,4980.704301,5071.530087,5125.69571,4872.846109,4805.036545,-0.225017395,0.082622388,-2.723443365,0.006460529,0.150089667
Tctex1d2,91.83114913,106.8883226,71.37396281,136.437012,103.1913862,119.1393823,174.2074934,132.3007849,150.9460243,145.1354671,127.9929905,-0.49404077,0.181404154,-2.723425895,0.006460871,0.150089667
Zfp763,461.1095999,399.1151129,325.3813011,491.0311215,546.7803321,595.6969115,690.7174301,547.081624,560.6566616,557.8966183,512.0066772,-0.41001908,0.150531771,-2.723804265,0.006453474,0.150089667
Msantd1,43.96172033,81.39202548,53.53047211,112.9869006,138.0352309,41.01519718,61.12543629,47.67595852,49.59655084,40.14385261,68.64817977,0.840901329,0.30884092,2.72276526,0.006473804,0.150188784
Ccne1,77.17724235,124.5396052,64.02664311,143.5431064,36.18399257,33.20277867,53.99413539,28.60557511,20.48553187,42.20251171,61.66386315,1.322639681,0.486088478,2.720985458,0.006508762,0.150797933
Syt3,163.1468288,359.8900404,289.6943197,466.1597911,233.1857299,201.1697767,191.526367,138.2602797,103.5058452,119.4022283,236.4878979,1.004937984,0.369410062,2.720386066,0.006520574,0.150869885
2900008C10Rik,31.26166779,53.93447471,57.72894051,85.98374196,50.92561917,46.87451107,31.58147542,32.181272,23.72008953,24.7039093,43.24701496,0.821197499,0.302578796,2.713995527,0.006647706,0.15251218
Bub1,20.51546949,33.34131164,59.82817471,66.79728715,41.54458406,28.3200171,20.37514543,29.79747407,23.72008953,13.3812842,34.210791,0.9511434,0.350352095,2.7148215,0.00663115,0.15251218
C8g,148.492922,229.4666742,248.7592527,135.7264026,146.0761181,144.5297425,110.0257853,108.4628056,92.72398634,127.6368647,150.4269431,0.63718325,0.234574896,2.716331798,0.006600973,0.15251218
Cdkn1b,1923.569496,1607.247346,1606.96378,1601.713673,1711.368834,1968.729465,2001.858039,1957.098097,2211.359256,1733.390969,1762.982463,-0.224537943,0.082729418,-2.714124515,0.006645118,0.15251218
Cldn15,993.5348794,691.3419031,553.1482118,443.4202891,538.7394449,1198.229689,781.3868273,941.6001808,776.2938392,1185.787646,700.5236835,-0.600953926,0.221449905,-2.713724014,0.006653157,0.15251218
Ppt2,1030.65811,954.149889,1101.048338,941.557505,1076.138742,843.7411992,769.16174,899.883717,924.0053058,788.4664383,938.0803817,0.271821183,0.10015714,2.713947142,0.006648677,0.15251218
Sash1,6773.035712,7793.041283,7017.739932,7928.980106,7476.684982,5865.173197,5990.292757,6247.934364,5938.64787,6171.860006,6985.187445,0.291976965,0.107561914,2.714501383,0.006637562,0.15251218
Sema4d,494.3251219,752.1407655,518.5108475,1341.630618,501.2153044,409.1754195,456.4032577,358.7615879,274.9374014,351.0013779,602.970962,0.964208552,0.355388024,2.713114923,0.006665399,0.152590962
Clptm1l,3126.166779,3130.160787,3455.339494,3361.18264,3042.135671,2707.979566,2823.995157,2898.698278,2820.534282,3004.612968,3089.552838,0.177412643,0.065448979,2.710701462,0.006714105,0.153300968
Cd33,203.2008406,257.9048518,224.6180594,194.7069859,227.8251384,215.8180614,124.2883871,107.2709067,132.6168642,121.4608874,208.845435,0.657093075,0.242587423,2.708685662,0.006755031,0.15387774
Hist1h1b,74.246461,40.20569933,81.87013381,59.69119277,41.54458406,32.22622636,28.5252036,36.94886785,45.28380728,25.73323885,55.42185662,0.824836927,0.304527118,2.70858284,0.006757124,0.15387774
Ercc2,604.7178863,591.3179682,610.8771523,534.3782972,804.0887237,814.4446298,716.1863619,834.3292741,865.7832678,739.0586198,666.496539,-0.338926293,0.125275012,-2.705458077,0.006821026,0.155129102
Lmf1,840.1573218,1070.84448,1398.089977,931.6089729,801.4084279,840.8115422,637.742052,709.179883,511.0601108,766.8505177,866.2880895,0.540887547,0.200067743,2.703522015,0.00686089,0.15583123
Capns2,17.58468813,34.32193845,16.7938736,48.32144177,38.86428831,8.788970825,7.131300901,10.72709067,16.17278832,18.52793197,23.72415799,1.349863783,0.499718257,2.701249686,0.006907946,0.156694633
Apol10b,127.0005254,146.1133951,287.5950855,89.53678915,107.2118298,107.4207545,101.8757272,84.62482637,72.23845448,50.43714814,109.78095,0.860761949,0.318735835,2.700549651,0.0069225,0.156819518
Fbxo3,3169.151572,3233.126602,3332.534293,3323.52034,2531.539332,3932.576168,3829.508584,3607.878161,3691.70848,4021.590567,3347.777488,-0.291233398,0.107901792,-2.699059875,0.006953566,0.157317633
Fam135a,3293.221316,2836.95337,3500.473029,2589.460791,3403.975597,3679.649119,4572.182635,5332.55596,5446.995105,3496.632495,3602.501618,-0.528052967,0.195777794,-2.697205618,0.006992408,0.157784413
Pxdn,9266.153718,8600.09715,9230.332779,7184.261415,7335.969456,8391.514033,6254.15089,6536.373913,5738.105294,6294.350223,7387.680251,0.325294467,0.120599585,2.69731,0.006990216,0.157784413
Gcat,325.3167304,518.7515841,474.4269293,277.1376807,280.0909054,262.6925724,213.939027,276.5205594,237.2008953,239.8337861,293.5624432,0.608867814,0.225816837,2.696290599,0.007011647,0.157841219
Sned1,2401.286857,2457.450793,2724.805992,2341.458097,3205.633712,2128.884044,2270.809958,1973.784683,1810.274105,1766.329515,2704.576654,0.399631602,0.148230414,2.696016224,0.007017425,0.157841219
