gene_names,ApoE.2,ApoE.3,ApoE.4,ApoE.5,ApoE.6,DKO.1,DKO.3,DKO.5,DKO.6,DKO.7,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Klf5,103.9397181,88.40680427,52.53187569,61.9538657,73.79368082,98.66963896,141.2102611,58.77855761,174.0993122,146.0761181,101.1186762,-0.700089274,0.283771819,-2.467085269,0.013621792,0.416341531
Lmbr1,1514.308739,1265.910197,1285.154816,1307.105088,1156.101,1181.104886,1231.667277,1011.830885,1163.26765,955.5254333,1235.517971,0.23461842,0.095193752,2.464640956,0.013715061,0.417718807
Dpep2,125.0656771,203.1475502,356.4662993,57.09473898,323.4167493,129.9313067,82.37265229,138.5494572,59.69119277,107.2118298,119.6657278,1.043815479,0.424155567,2.460926038,0.013857893,0.419550242
Kcnab1,1305.584264,5761.490244,4547.759524,3447.550409,3780.787351,1160.589417,1894.571003,1346.65874,2207.152914,3507.166983,3420.873881,0.897557594,0.364777745,2.46056018,0.013872031,0.419550242
Mrgprf,672.6505335,868.0795781,1102.23132,1037.423555,748.8692054,685.8028371,350.0837722,445.0376505,718.4261415,758.523696,676.895952,0.58232166,0.236546515,2.461763854,0.013825566,0.419550242
Ugdh,1508.39347,2188.538655,2515.901618,1673.969155,2600.999491,2024.192989,1643.530539,1500.952453,1421.929485,1357.569795,1740.294359,0.400010916,0.162564122,2.460634684,0.01386915,0.419550242
4732491K20Rik,239.9908939,213.4930273,268.2877937,188.2911605,163.0749243,166.0776101,159.8421705,124.9044349,190.4433293,182.2601107,192.34763,0.382221873,0.155437455,2.459007533,0.013932169,0.420146743
Sfrp4,2744.684589,2623.048693,5684.699405,2248.56089,7556.108503,1651.983757,2846.759638,3121.561256,2483.579985,1830.641994,2916.867543,0.805392506,0.327555165,2.458799593,0.013940241,0.420146743
Milr1,102.2496414,127.9077168,158.5336963,76.53124586,193.1390165,92.80807625,68.64387691,118.6067323,89.53678915,64.3270979,100.1546235,0.601463797,0.244754845,2.457413243,0.013994161,0.420150969
Tas2r137,1.690076717,2.821493753,3.752276835,8.503471762,0.911033097,7.815416947,14.70940219,4.198468401,10.65914157,6.700739364,7.267039605,-1.412036958,0.574853049,-2.456344207,0.014035865,0.420150969
Tgif1,328.7199215,409.1165942,597.550086,459.1874752,480.1144419,374.1630863,301.0524316,387.30871,318.3530281,356.4793342,390.9324586,0.389290718,0.158442753,2.456980272,0.014011038,0.420150969
Tysnd1,1307.274341,983.760822,727.0036368,1060.504407,1878.550245,1759.44574,1992.633684,2737.401397,1721.096058,1267.779888,1509.710934,-0.669986286,0.272761737,-2.456305983,0.014037358,0.420150969
Kifc2,605.8925031,515.392859,437.1402513,560.0143546,331.6160472,538.2868422,568.7635515,622.4229404,731.9277209,950.1648418,570.3957106,-0.476878151,0.194344359,-2.453779219,0.014136374,0.422385119
Eif1ax,1801.621781,1955.295171,1590.027309,1715.271733,2089.909924,1581.645005,1591.557317,1411.735,1740.282513,1530.448871,1740.420192,0.219825113,0.089661937,2.4517105,0.0142179,0.422635
Fastkd5,541.6695879,646.1220695,474.6630196,549.0813195,656.8548626,667.2412219,743.3151242,771.4685686,720.5579699,612.4475779,649.1428649,-0.294087639,0.119935682,-2.452044593,0.014204706,0.422635
Wdr90,530.6840892,458.022486,575.036425,602.5317134,440.9400187,592.0178338,624.6592799,687.4992006,570.6193785,726.3601471,592.4372363,-0.295319679,0.120446631,-2.451871633,0.014211535,0.422635
Scn1b,1451.7759,1454.950279,1878.014556,1471.100615,1907.703304,1508.375471,1288.543632,1409.635766,1235.749812,1419.216597,1366.793147,0.251646267,0.102693482,2.450459965,0.014267383,0.423237281
Tifa,323.6496914,439.2125276,525.3187569,414.240553,597.6377114,438.6402762,352.0450259,347.4232602,261.5042731,313.5946022,379.1902748,0.425925145,0.173849473,2.449965111,0.014287006,0.423237281
Mybphl,67.60306869,0.940497918,1.876138418,2.429563361,2.73309929,58.6156271,1.961253626,1021.277438,2.131828313,1.340147873,122.1523445,-3.840436165,1.567959763,-2.44932061,0.014312598,0.423271897
Fgf14,1557.405695,2378.519234,2188.515464,1930.28809,1320.99799,1024.796547,1247.357306,1031.773609,1524.257244,1639.000848,1595.306157,0.53583675,0.218906944,2.44778325,0.01437381,0.42366257
Pcdhb19,369.2817627,366.7941879,497.1766807,374.1527575,289.7085247,184.6392254,285.3624026,269.7515947,344.6455773,305.553715,328.1369741,0.44784053,0.182981522,2.447463136,0.014386584,0.42366257
Uba5,1461.91636,1698.53924,1379.899806,1483.248432,1352.884148,1590.437349,1646.472419,1624.807271,2146.040502,1826.621551,1634.480289,-0.260887917,0.106608943,-2.447148519,0.014399149,0.42366257
Xlr,27.04122748,47.96539381,80.67395195,34.01388705,53.7509527,33.21552203,32.36068483,30.43889591,24.16072088,29.4832532,41.72947799,0.709203697,0.290084138,2.444820674,0.014492418,0.425684077
0610005C13Rik,43.09695629,37.61991671,27.20400705,48.59126721,62.86128366,147.5159949,81.39202548,45.13353531,32.68803414,105.871682,62.46305317,-0.906985408,0.371306747,-2.442684964,0.014578457,0.425815962
Abi3bp,2797.076967,6187.535801,6075.874265,6126.144014,5050.767487,3797.315709,4251.017234,3504.671498,3540.256219,4072.709385,4515.339352,0.45302403,0.186098663,2.434321791,0.014919725,0.425815962
Acsm5,217.1748582,175.8731106,131.3296892,193.1502872,449.1393166,511.90981,634.465548,484.9231003,208.2085653,270.7098703,339.3513828,-0.854357701,0.350696789,-2.436172008,0.014843624,0.425815962
Arhgap25,339.7054202,377.139665,590.9836015,298.8362934,696.0292858,346.809127,304.9749388,375.7629219,288.5074317,289.4719405,348.2845953,0.521339972,0.213859742,2.43776583,0.014778344,0.425815962
Arl13a,35.49161106,44.20340214,37.52276835,31.58432369,20.95376122,30.28474067,14.70940219,8.396936802,20.60767369,14.7416266,22.61715988,0.924167523,0.378999682,2.438438781,0.014750857,0.425815962
C130074G19Rik,2106.680628,1303.530114,1511.229495,1773.581253,1762.849042,3284.428972,2841.856504,2469.749037,1583.237827,1963.316634,1999.430453,-0.521620604,0.214245157,-2.434690286,0.014904541,0.425815962
C4b,21957.47671,17997.36816,21048.39691,12831.73889,34094.50261,13439.58637,18075.89404,15777.84425,11308.63859,13516.73145,15324.63443,0.581681266,0.238302014,2.440941463,0.014649029,0.425815962
Capn10,550.1199715,406.2951005,380.8560988,381.4414476,432.7407209,478.694288,499.1390478,492.27042,624.6256958,627.1892045,466.8969751,-0.337513961,0.138553289,-2.43598664,0.014851233,0.425815962
Cd5l,135.2061374,1767.195588,5229.735839,25.51041529,9163.170885,454.2711101,206.9122575,742.0792898,342.513749,960.8860248,1272.944152,2.592285728,1.065096774,2.433849948,0.014939187,0.425815962
Dnajc10,4744.045345,7574.77023,6967.040014,6748.112234,6574.014825,5084.905651,4441.258836,4438.830717,5067.3559,5927.474041,6111.164272,0.385672025,0.158056488,2.440089811,0.014683611,0.425815962
Gm16617,104.7847565,122.2647293,136.0200353,144.55902,104.7688061,110.3927644,82.37265229,102.8624758,78.16703815,85.76946386,103.6073726,0.412140747,0.169308317,2.434261668,0.014922203,0.425815962
Hmcn1,1042.777335,644.2410737,842.3861495,1258.513821,791.6877609,1065.827486,1411.121984,1723.471279,1282.650035,1066.757707,1130.153217,-0.516930412,0.212351574,-2.434314005,0.014920046,0.425815962
Krt8,5.91526851,9.404979178,2.814207626,1.21478168,6.377231676,27.35395932,26.47692395,6.297702601,19.18645482,12.06133086,14.26566123,-1.81680596,0.746175572,-2.434823689,0.014899047,0.425815962
Pfkfb1,747.013909,586.8707007,367.7231298,647.4786356,864.5704087,948.596232,1088.495762,2185.302803,543.6162199,820.1704982,867.6983701,-0.797346583,0.327229603,-2.436657859,0.014823698,0.425815962
Rnf180,136.0511757,85.58531052,150.0910734,31.58432369,107.5019054,56.66177287,54.91510153,59.82817471,82.43069478,34.84384469,71.73048798,0.81899959,0.335954351,2.437829985,0.014775722,0.425815962
Stk32b,75.20841392,327.2932754,711.9945295,264.8224063,160.341825,103.5542746,151.997156,87.11821932,131.462746,246.5872086,210.8694313,1.096978893,0.450262151,2.436311583,0.014837897,0.425815962
Tmem165,1383.327793,2020.189527,1928.670293,1820.957739,2109.952652,1654.914539,1381.703179,1325.666398,1517.15115,1647.041736,1664.553858,0.299626271,0.122885965,2.438246483,0.014758707,0.425815962
Pcdhgc5,210.4145513,332.9362629,569.4080097,400.8779545,258.7333994,190.5007881,200.0478698,308.5874275,213.1828313,249.2675043,280.8099335,0.609867264,0.250763258,2.432043954,0.015013885,0.427242415
Gpr4,303.3687707,262.3989191,308.6247697,404.5222995,253.2672008,387.840066,368.7156817,497.5185055,311.9575432,427.5071714,352.2457892,-0.380095736,0.156343679,-2.431155129,0.015050769,0.427573959
Mpp3,212.104628,186.2185877,153.8433502,195.5798505,236.8686051,144.5852135,151.0165292,82.91975092,151.3598102,176.8995192,178.2297766,0.480383316,0.197641831,2.430575112,0.015074881,0.427573959
Lilrb4,439.4199465,964.9508637,1334.872484,273.3258781,2205.611127,519.725227,377.541323,750.4762266,350.3304528,499.8751566,573.4207394,1.063308592,0.437681753,2.429410374,0.015123404,0.428249321
Dsn1,176.613017,153.3011606,137.8961737,131.1964215,184.0286855,140.677505,105.9076958,141.6983085,100.9065402,120.6133086,147.5124077,0.36959465,0.152312794,2.426550265,0.015243139,0.430935713
Higd1b,122.530562,92.16879594,77.85974433,122.6929497,126.6336004,164.1237559,153.9584096,205.7249516,115.8293383,136.695083,136.8857241,-0.51772395,0.213476809,-2.425199965,0.015299957,0.431135366
Sertad4,313.5092311,623.5501195,736.3843289,445.8248767,405.409728,227.6240186,256.924225,352.6713457,458.3430873,355.1391863,373.9021888,0.612118854,0.252389878,2.425290816,0.015296128,0.431135366
Nppa,109.0099483,35.73892088,26.26593785,25.51041529,9.110330966,110.3927644,27.45755076,1040.170546,33.39864357,41.54458406,257.0883837,-2.605861459,1.075305929,-2.423367517,0.015377361,0.432613095
Adam8,332.1000749,679.0394967,1326.429861,199.2241956,1914.080536,344.8552728,284.3817758,604.5794497,373.7805642,467.7116076,477.6118552,1.101298444,0.454954352,2.420678994,0.01549155,0.43371336
Gpr56,3323.535864,1838.673429,2031.857906,2411.341635,2189.212531,3184.782406,3278.235436,2722.706758,3025.064376,3379.852935,2826.39404,-0.40235682,0.166192881,-2.421023197,0.01547689,0.43371336
Gstt1,970.1040357,1512.320652,1527.176672,1852.542062,1863.973716,1175.243323,1023.774393,1159.826896,1070.888423,1383.032605,1486.62044,0.410700482,0.169616469,2.42134791,0.01546307,0.43371336
Il9r,14.3656521,2.821493753,4.690346044,1.21478168,8.199297869,14.65390678,10.78689494,26.2404275,25.58193976,5.360591491,10.57941317,-1.382995844,0.572427423,-2.416019546,0.015691219,0.43859488
Gm3219,136.0511757,120.3837335,104.1256822,97.18253443,138.4770307,155.3314118,136.307127,146.946394,170.5462651,143.3958224,129.1210697,-0.334095869,0.138345088,-2.414945657,0.015737557,0.439181757
Oscp1,298.2985406,234.1839815,208.2513643,200.4389773,235.0465389,353.6476169,432.4564245,403.0529665,257.2406165,195.6615894,276.4606744,-0.480941192,0.199394019,-2.412014131,0.015864667,0.441334789
Dkk3,9483.020461,11740.23551,14339.32593,10113.05749,8768.693555,5496.191968,5184.57396,5480.05088,11108.24673,8808.791968,8448.265466,0.593623604,0.24631489,2.41001916,0.015951683,0.443017087
Nucb2,683.6360321,1120.13302,1031.87613,957.2479641,1260.869806,781.5416947,575.6279392,744.178524,793.0401325,880.4771524,883.7791322,0.421318654,0.174864628,2.409398963,0.01597882,0.443060714
Scnn1g,18.59084389,4.702489589,0.938069209,3.644345041,4.555165483,22.46932372,34.32193845,17.8434907,37.6623002,1.340147873,21.59878682,-1.802308917,0.748476859,-2.407968792,0.016041552,0.44338134
Slc1a5,6944.525231,5514.139292,5134.05278,6172.305718,7942.386536,9274.946062,8523.608258,12582.8098,5633.711622,8500.557957,10405.13249,-0.48939809,0.203229823,-2.408101739,0.016035712,0.44338134
2310002F09Rik,36.33664942,17.86946044,20.63752259,15.79216184,16.39859574,14.65390678,14.70940219,13.6450223,9.23792269,6.700739364,20.24284854,0.865503784,0.359899975,2.404845358,0.016179311,0.446476836
Ankrd50,1935.137841,1826.446956,1726.985413,1820.957739,1740.984248,1484.92922,1351.303748,1372.899167,1930.015233,1333.447133,1675.433859,0.274919929,0.11443314,2.402450274,0.016285649,0.447332643
Armc10,997.1452632,1041.131195,1044.071029,1033.77921,1177.054761,1057.035142,894.3316534,815.5524868,879.0238745,916.661145,1027.326649,0.214520183,0.089409876,2.399289569,0.016426919,0.447332643
B4galnt3,38.8717645,100.6332772,262.6593785,87.46428098,46.46268793,58.6156271,44.12820658,32.53813011,56.13814558,61.64680215,82.67307147,1.083166191,0.451563124,2.398703822,0.016453217,0.447332643
Cyth4,967.5689206,1018.559245,1387.40436,538.1482844,1995.162482,719.9952863,602.1048632,1080.055996,615.3877731,609.7672821,789.6223246,0.703915835,0.293325311,2.399778706,0.016404986,0.447332643
Man2b2,2070.343979,2374.757242,2849.854256,2388.260784,3045.583642,2048.616167,2068.141949,2288.165278,2133.249532,2212.584138,2221.33255,0.243888577,0.101562369,2.401367546,0.016333921,0.447332643
Slc5a6,1508.39347,679.9799946,666.9672074,699.7142479,1013.979836,1748.699542,1742.573847,2226.23787,1178.901057,932.7429195,1174.321114,-0.776717178,0.323382083,-2.401855939,0.016312131,0.447332643
Slc7a2,4148.293303,7130.855213,9383.506295,6256.125654,5488.974407,3886.216077,4021.55056,4069.365497,4122.245348,6417.968163,5482.62314,0.525468763,0.218786025,2.401747387,0.016316972,0.447332643
Sp7,11.83053702,19.75045627,44.08925281,19.43650689,19.13169503,12.70005254,5.883760878,7.347319701,18.47584538,9.38103511,15.08007118,1.05771061,0.441009095,2.398387295,0.016467443,0.447332643
St6galnac4,677.7207636,907.5804907,1185.71948,833.3402327,970.2502479,695.5721083,543.2672544,675.9534125,812.9371968,814.8099067,826.6876872,0.369022615,0.153723023,2.40056829,0.016369636,0.447332643
Cxcl1,230.6954719,126.026721,380.8560988,92.3234077,266.9326973,78.15416947,74.52763778,229.8661449,63.9548494,88.44975961,127.9187673,1.038396513,0.433262447,2.396691702,0.016543837,0.448653746
Dennd2d,336.3252667,351.7462213,262.6593785,274.5406598,565.751553,856.7650828,582.4923269,587.7855761,370.2275171,392.6633267,432.7674159,-0.638828677,0.266730012,-2.395038613,0.016618615,0.448653746
Ncapg,52.39237824,43.26290422,75.98360591,47.37648553,50.10682031,40.05401185,25.49629714,39.88544981,37.6623002,33.50369682,39.87609214,0.606992251,0.253403232,2.395361124,0.016604003,0.448653746
Slc25a35,378.5771847,415.7000797,252.3406172,539.3630661,594.9046121,460.1326728,848.2421932,1270.036691,676.5001847,466.3714597,516.4470806,-0.771428141,0.32210025,-2.394993922,0.016620641,0.448653746
Fut4-ps1,9.295421945,24.45294586,81.61202116,35.22866873,33.70822457,8.792344066,1.961253626,4.198468401,17.76523594,32.16354895,23.85024881,1.520971763,0.635406559,2.393698558,0.016679451,0.449541025
B430306N03Rik,66.75803033,94.9902897,218.5701256,25.51041529,258.7333994,27.35395932,48.05071383,80.82051671,44.76839458,84.42931599,71.48296268,1.224827873,0.512136561,2.391604051,0.016774928,0.451412279
Ces1g,5.91526851,23.51244795,53.4699449,23.08085193,38.26339006,13.67697966,10.78689494,4.198468401,4.974266064,21.44236597,17.58940911,1.414568389,0.592242148,2.388496655,0.016917462,0.452587296
Fn3k,243.3710473,200.3260565,108.8160282,167.6398719,228.6693072,263.770322,341.2581309,309.6370446,264.3467108,219.7842511,218.2395517,-0.55936274,0.234094084,-2.389478328,0.016872319,0.452587296
Rarres2,1393.468253,2174.431186,2011.220384,2212.11744,2307.646834,1658.822247,1397.393208,1273.185543,1575.421123,1911.050867,1893.492533,0.369871949,0.154772484,2.389778466,0.016858538,0.452587296
Tagap1,332.9451133,281.2088774,260.78324,261.1780613,357.1249739,356.5783982,351.064399,302.2897249,472.5552761,424.8268757,334.4476849,-0.352467384,0.147576222,-2.388375167,0.016923056,0.452587296
Hk3,136.0511757,346.1032338,644.4535464,116.6190413,757.0685033,161.1929745,130.4233661,312.7858959,159.8871235,197.0017373,231.3150152,1.058276343,0.443329947,2.38710773,0.016981514,0.453412065
Zfp229,754.6192543,835.162151,786.101997,918.3749503,794.4208602,785.4494032,708.012559,707.4419255,734.7701586,706.257929,819.2879098,0.163286254,0.068418709,2.386573169,0.017006223,0.453412065
Chd7,1915.701959,1225.468787,1431.493613,1482.03365,1487.717047,2200.039871,2173.069018,2574.710747,1728.202153,1706.008242,1779.916521,-0.460868888,0.193248881,-2.384846354,0.017086256,0.454846102
Thrsp,5936.394469,4426.923699,2609.708539,6523.377623,11100.02725,7267.360834,18348.5083,23193.38906,6463.703446,6557.343542,7931.370895,-1.014948996,0.425758591,-2.383860285,0.017132105,0.455367155
Gng10,735.183372,885.0085407,775.7832357,798.111564,1091.41765,603.7409592,746.2570047,682.2511151,693.5548112,719.6594077,775.4470483,0.315242688,0.132317509,2.382471456,0.017196865,0.456388473
Fbn1,13065.9831,29201.51985,35499.35307,27054.4028,30459.48055,17826.96606,18159.24732,19105.13046,17242.93801,21017.53909,20623.35452,0.535215284,0.224835784,2.380471984,0.017290476,0.456773992
Gpr81,449.5604068,422.2835651,272.9781398,494.4161439,541.1536594,414.2170982,861.9709686,1394.941126,557.1177992,456.9904246,561.2713349,-0.757340864,0.318210347,-2.380000748,0.017312603,0.456773992
Neb,345.6206887,424.1645609,642.577408,337.7093071,332.5270803,1255.351347,390.2894716,608.7779181,632.4423996,529.3584098,552.3019732,-0.714098619,0.300052661,-2.37991097,0.017316821,0.456773992
Pigo,597.4421196,492.8209089,417.4407979,512.6378691,532.9543615,520.7021541,670.7487401,801.9074645,601.8861938,632.549796,572.6279291,-0.337268939,0.14165063,-2.380991453,0.017266113,0.456773992
Acot6,138.5862908,121.3242314,134.1438969,120.2633864,132.099799,162.1699017,194.164109,151.1448624,183.3372349,115.2527171,147.5414005,-0.327109389,0.137612545,-2.377031745,0.017452586,0.457569314
Arap2,1487.267511,3176.061468,2554.362455,3875.15356,1927.746032,1704.737822,1656.278687,1727.669747,1834.793568,2106.712456,2081.7653,0.527765673,0.221975178,2.377588686,0.017426252,0.457569314
Insm1,10.1404603,8.46448126,12.19489971,9.718253443,2.73309929,13.67697966,14.70940219,16.7938736,17.76523594,16.08177447,11.22503799,-0.878963867,0.36958297,-2.378258572,0.017394624,0.457569314
Spred1,2121.04628,2721.800974,2377.067375,2158.667046,2382.351548,1719.391728,1939.679836,1721.372044,2390.490149,1994.140035,2107.720718,0.26781527,0.112653887,2.377328261,0.017438561,0.457569314
Lrrc34,13.52061374,13.16697085,12.19489971,15.79216184,8.199297869,5.86156271,2.941880439,9.446553902,7.816703815,5.360591491,9.372525955,0.97421965,0.41008848,2.375632817,0.017518886,0.457922019
Anxa4,1634.304186,3228.729352,3529.016363,2630.002338,4371.136797,2211.762996,1962.234253,2299.711067,2105.535764,2302.374045,2573.272339,0.500495322,0.210929074,2.372813342,0.017653183,0.46053271
Myoz2,103.9397181,295.3163462,245.7741327,112.9746963,218.6479432,284.2857915,48.05071383,1651.047699,250.1345221,394.0034746,392.6739271,-1.427277659,0.601612149,-2.372421602,0.017671913,0.46053271
Cxcl2,23.66107404,16.92896252,32.83242231,13.36259848,39.17442315,6.838489829,46.08946021,28.33966171,37.6623002,312.2544544,38.28679988,-1.767633586,0.745412929,-2.371348171,0.017723327,0.46069825
Dsg2,38.8717645,34.79842296,33.77049152,47.37648553,25.5089267,40.05401185,31.38005801,227.7669107,44.76839458,56.28621066,57.71463067,-1.150786299,0.485322371,-2.371179176,0.017731433,0.46069825
1700028K03Rik,75.20841392,90.28780011,105.0637514,94.75297107,70.14954844,76.20031524,74.52763778,61.92740891,63.9548494,46.90517555,76.1131063,0.414791167,0.175040775,2.36968311,0.017803337,0.461873995
Col6a4,38.02672614,22.57195003,157.5956271,103.2564428,46.46268793,15.63083389,23.53504351,50.38162081,49.74266064,28.14310533,67.88072909,1.128632485,0.476717965,2.367505671,0.017908446,0.463498474
Cpsf1,2542.720421,2248.730521,2226.976302,2575.337162,2411.504607,2459.902484,2685.936841,2881.19894,2583.775916,2855.855117,2505.38936,-0.165320753,0.069835786,-2.367278459,0.017919445,0.463498474
Chst14,410.6886423,521.9763444,551.5846948,428.8179332,512.0006003,425.9402236,365.7738012,350.5721115,357.4365472,478.4327906,429.245099,0.297902032,0.126007658,2.364158155,0.018071096,0.464220367
Mrps12,727.5780268,235.1244795,253.2786864,250.2450261,372.6125365,451.3403287,669.7681132,661.2587731,681.4744508,490.4941215,489.1166415,-0.683091173,0.288920389,-2.364288574,0.018064735,0.464220367
Nptn,6922.554234,9689.009549,8663.069143,8623.735149,8902.61542,6824.812849,6105.382537,6275.660642,8061.864071,7652.244354,8109.235346,0.293524802,0.124062326,2.365946303,0.017984053,0.464220367
Tuba1c,585.6115825,809.7687072,1096.602905,754.3794235,1042.221862,711.2029422,503.061555,546.8505092,578.4360823,754.5032524,768.4596086,0.471917517,0.19951885,2.365277848,0.018016549,0.464220367
Qpct,540.8245495,555.8342694,533.7613798,474.979637,865.4814417,526.5637168,473.6427507,329.5797695,481.7931988,313.5946022,500.0317625,0.481925196,0.203952114,2.362933073,0.018130944,0.464806586
Dnase1l1,459.7008671,769.3272968,763.5883359,737.37248,925.6096261,611.5563761,551.1122689,562.5947657,483.2144177,617.8081694,617.6335231,0.372026498,0.157596424,2.360627798,0.018244031,0.465639261
Relt,157.1771347,125.0862231,156.6575579,173.7137803,199.5162482,170.9622457,207.8928843,236.1638475,205.3661275,223.8046948,168.6486679,-0.361518878,0.153124764,-2.360943246,0.01822852,0.465639261
Tctex1d2,160.5572881,120.3837335,156.6575579,128.7668581,122.0784349,91.83114913,106.8883226,71.37396281,136.437012,103.1913862,127.9929905,0.427388663,0.181043236,2.360699426,0.018240508,0.465639261
Sparc,24820.46667,32627.75376,46629.54423,31562.45762,40281.32837,28697.2341,24290.12616,24938.9023,27664.73602,32270.76078,32025.10852,0.351732322,0.149043232,2.359934883,0.018278143,0.465823854
Aldh4a1,1861.619504,1737.099654,1099.417113,1983.738484,3206.8365,2518.518111,4150.012672,5043.410166,2365.618818,2077.229203,2257.966891,-0.708106906,0.300692369,-2.354921434,0.018526622,0.465988918
Gcat,244.2160856,237.9459732,178.2331497,256.3189345,380.8118344,325.3167304,518.7515841,474.4269293,277.1376807,280.0909054,293.5624432,-0.531484892,0.22529048,-2.359109419,0.018318853,0.465988918
Ikbkg,3151.148039,3216.502879,3628.4517,3190.016693,3487.434694,3421.198769,2947.7642,2872.802003,2487.133032,2661.533675,3145.441639,0.212621068,0.090211602,2.356914881,0.01842747,0.465988918
Loxl2,2695.672364,4494.639549,6298.196668,4583.37128,4559.720648,3175.013135,2679.072453,3518.31652,3332.047653,4049.926872,3599.622121,0.433905116,0.184247141,2.355016812,0.018521868,0.465988918
Lyz2,4555.601791,10550.50564,13359.0436,3403.818268,23655.88539,6424.272731,6151.471998,7109.05662,4787.375782,4797.729385,6743.379129,0.923737553,0.392000106,2.356472711,0.018449423,0.465988918
Mterfd2,1656.275183,2045.582971,1319.863377,1449.234545,2059.845831,1327.643954,1341.49748,1487.307431,1299.704662,1409.835562,1434.069187,0.313857693,0.133140605,2.357340149,0.018406378,0.465988918
Ppp1r37,2147.242469,2276.004961,2061.876121,2425.919016,2396.928077,2463.810193,2631.021739,2777.286847,2231.313634,2995.230496,2441.830544,-0.21128611,0.089648297,-2.356833502,0.018431509,0.465988918
Prdm1,113.2351401,50.78688756,91.93078246,46.16170385,81.99297869,168.0314644,133.3652466,113.3586468,143.5431064,101.8512383,88.40532202,-0.778888201,0.330525208,-2.356516786,0.018447234,0.465988918
Apeh,1283.613267,1330.804554,1212.923487,1303.460743,1329.197288,1418.498176,1384.64506,1573.376033,1353.710979,1358.909943,1320.79999,-0.133870958,0.056876113,-2.353729033,0.018586154,0.466808767
C1qtnf1,1472.901859,1778.481563,2876.120194,1739.567366,1750.094579,1300.289995,1488.591502,1461.067003,1336.656352,1723.430164,1672.066664,0.396248763,0.168530115,2.351204485,0.018712747,0.468943805
Nsa2,2415.964667,3347.232089,2839.535495,2880.247364,3792.630781,2948.366043,2526.09467,2440.359758,2190.098287,2358.660256,2888.502446,0.293596485,0.124883905,2.350955351,0.018725281,0.468943805
3632454L22Rik,148.7267511,277.4468858,258.9071016,211.3720124,107.5019054,158.2621932,115.7139639,78.72128251,115.1187289,175.5593713,173.7924535,0.644282267,0.274252222,2.349232622,0.01881215,0.469268977
Gabrb2,44.78703301,5.642987507,3.752276835,12.1478168,0.911033097,7.815416947,51.97322109,141.6983085,28.42437751,18.76207022,25.36661932,-1.880685026,0.800662875,-2.348909991,0.018828458,0.469268977
Kcnk5,186.7534773,143.8961814,136.9581045,149.4181467,187.6728179,249.1164152,216.7185257,174.2364386,242.3178183,188.9608501,185.448914,-0.414396289,0.176371134,-2.349569799,0.01879512,0.469268977
Ms4a7,197.7389759,452.3794985,562.8415253,110.5451329,912.8551628,209.0624033,203.9703771,346.3736431,174.0993122,176.8995192,255.1533673,1.010745701,0.430369775,2.348551778,0.018846579,0.469268977
Timp2,12840.35786,21260.89593,25916.03803,20563.82428,25123.5597,16388.92934,14269.10076,13408.85845,17721.88877,18460.53695,17982.80671,0.397476042,0.169419786,2.346101671,0.018970932,0.471687586
H2-K2,208.7244746,180.5756002,106.0018206,191.9355055,174.9183545,229.5778728,197.1059894,248.7592527,234.5011144,223.8046948,196.2349225,-0.395837327,0.168805012,-2.344938237,0.019030232,0.472484119
Lrtm1,186.7534773,194.683069,214.8178488,105.6860062,143.9432293,185.6161525,380.4832034,408.301052,218.8677068,194.3214416,216.4036818,-0.712552907,0.303946135,-2.344339424,0.019060816,0.472566444
Glipr2,791.800942,839.8646406,943.697624,743.4463884,1159.745132,614.4871575,611.9111313,629.7702601,933.7408012,702.2374854,703.5893161,0.358009761,0.152768336,2.343481438,0.019104713,0.472978105
Ap3m1,2906.931954,2799.862301,3425.82875,2617.854521,2663.860774,2304.571072,2390.76817,2598.85194,2707.421958,2397.524544,2687.167977,0.217124419,0.092689358,2.342495674,0.019155256,0.473552906
Sh2d3c,768.9849064,638.5980862,722.3132908,979.1140343,780.7553638,1090.250664,908.0604288,1086.353699,723.4004076,1127.064361,936.9413507,-0.342946053,0.146687248,-2.337940465,0.019390337,0.478681676
Fancd2,105.6297948,151.4201648,279.5446242,139.6998932,143.9432293,118.2081813,127.4814857,107.0609442,97.35349297,111.2322734,156.3049856,0.548443224,0.234833046,2.335460161,0.019519395,0.480361872
Lrrfip2,1761.904978,1812.339488,1856.438964,1776.010817,1701.809824,1693.014696,1692.561879,1542.937137,1679.880711,1555.91168,1702.519454,0.124335059,0.053247604,2.335035747,0.019541553,0.480361872
Tceal6,42.25191793,185.2780898,90.05464404,117.833823,89.28124346,74.246461,22.5544167,17.8434907,62.53363052,80.40887237,77.73239331,1.027418168,0.439852562,2.335823991,0.019500417,0.480361872
Sh2b2,1597.967536,1094.739576,629.4444391,1400.643277,2104.486453,2501.91035,2761.445105,4127.094438,1556.945278,1389.733344,1862.535212,-0.853600655,0.365664754,-2.334380454,0.019575809,0.480522346
Grb7,27.04122748,17.86946044,12.19489971,18.2217252,22.77582741,40.05401185,17.65128263,36.73659851,24.16072088,60.30665428,25.32438402,-0.843305764,0.361719547,-2.33138013,0.019733324,0.483020495
Uts2r,14.3656521,6.583485425,23.45173022,7.288690082,15.48756264,8.792344066,1.961253626,4.198468401,6.39548494,8.040887237,7.557246387,1.211671087,0.519655563,2.331681162,0.019717471,0.483020495
