"","gene_names_ApoE_WT","ApoE.2","ApoE.3","ApoE.4","ApoE.5","ApoE.6","WT.1","WT.2","WT.3","WT.5","WT.6","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3127","Cd44",2949.14071362153,3779.90969306165,6852.58667037204,2629.84745961953,4602.86657877883,1671.57193221778,1709.14141903352,1728.634895533,2102.87041150352,1684.94826582175,2971.15180395632,1.22624569149228,0.251648484520662,4.87285148499115,1.09998914567628e-06,0.000173867034338457
"5145","Eps8l1",55.1241254882529,76.4937302149693,131.029932265047,90.2693636025012,25.4352208813513,395.310735858593,552.480470565401,193.644892668997,223.664079391468,230.324033906376,197.377658484296,-2.07810912347127,0.427242390122266,-4.86400500398981,1.15034003074602e-06,0.000177082344037364
"13178","Serpinb9b",17.539494473535,24.2541095803561,68.7674821816559,21.6646472646003,40.8780335593146,2.91383834785203,2.02745126812991,5.90380770332307,4.28065223715729,10.2366237291723,19.8466140345097,2.77793442703252,0.575957954616653,4.8231548931058,1.41305152096341e-06,0.000215648716169097
"7154","Havcr2",64.3114797362951,122.203398270256,200.726704746455,27.6826048381004,239.817796881313,32.0522218263724,23.315689583494,24.7959923539569,21.4032611857865,19.4495850854273,77.5758734507456,2.43644898676545,0.505459645335617,4.8202641086168,1.43368290909041e-06,0.000216927252475448
"6885","Gpr35",182.076656915745,208.025632169978,246.261929434308,56.5688011909007,365.177099796544,56.3342080584727,58.7960867757674,62.5803616552246,46.0170115494409,61.4197423750335,134.325752992141,1.89341913360079,0.393018678078428,4.81763142367232,1.45272403294112e-06,0.000217945538603023
"2411","Bcl3",304.85311823049,319.034826018531,417.251344588696,250.347035057603,303.405849084691,163.174947479714,137.866686232834,79.1110232245292,52.4379899051768,148.431044072998,217.591386389526,1.45508175547121,0.302174794620898,4.81536442275645,1.46931495384497e-06,0.00021858220695729
"8319","Lair1",268.103701238321,271.459457226294,518.543987261676,85.4549975437011,683.117360813436,81.587473739857,112.52354538121,64.9418847365538,80.2622294466992,73.7036908500402,223.969832823779,2.14509008130986,0.446557728317668,4.80361204225741,1.55828625431412e-06,0.00022988617966769
"15203","Tnfrsf1b",1517.58387897205,1967.38142711427,2898.45644492682,1698.26762724172,2867.82115437236,1146.10975015513,1246.8825298999,935.163140206375,1118.32039695734,1024.68603529014,1642.06723851361,1.00091802080111,0.208802774704739,4.79360498066404,1.63810674847112e-06,0.000239664493951936
"1407","AI427809",21.7155645862815,27.9855110542571,30.6665798918195,15.6466896911002,56.3208462372779,4.85639724642006,5.06862817032478,4.72304616265846,2.14032611857865,10.2366237291723,17.936021288789,2.49418075674399,0.520897602471055,4.78823620018982,1.68253547710442e-06,0.000244146930747373
"4152","Cytip",310.699616388335,263.063803910016,404.241280392166,157.670488425702,438.75756020331,145.691917392602,142.935314403159,98.003207875163,108.086468988222,135.123433225074,220.427309120375,1.32201618279919,0.276212298708374,4.78623214455408,1.69941481573415e-06,0.000244591386040176
"9421","Mmp14",1885.07804889374,2653.02644794357,3472.75785017362,2025.64451924013,3639.05338752476,1459.83301227387,1191.12762002632,1295.29541010908,1607.38491505256,1203.82695055066,2043.30281617883,1.01713716162667,0.212699876509924,4.7820298644095,1.7353388965651e-06,0.00024774761682171
"8702","Ly9",124.446889359844,129.666201218058,253.696251832325,56.5688011909007,365.177099796544,55.3629286091887,54.7411842395076,27.1575154352861,33.175054837969,31.733533560434,113.172546008006,2.19989973323191,0.461799652041842,4.76375355309402,1.90024569246583e-06,0.00026912039594978
"3080","Cd180",131.128601540238,141.793256008236,273.211348127119,66.1975333085009,264.344617016901,44.6788546670645,39.5352997285333,12.9883769473108,36.385544015837,63.467067120868,107.373049848061,2.15126739435615,0.452082840976856,4.75856900409604,1.94970241372256e-06,0.00027393318912802
"16188","Wfdc17",166.207590487308,336.75898301956,403.311990092414,107.119644808301,1378.95233206755,86.443870986277,81.0980507251964,63.7611231958892,81.3323925059885,65.5143918667024,277.050036975518,2.66141581045155,0.563374213699085,4.72406394495203,2.31177673677636e-06,0.000319729559149624
"3710","Col13a1",129.458173495139,71.8294783725931,76.2018045796728,51.7544351321007,89.9316738304922,187.456933711814,193.621596106407,211.356315778966,180.857557019895,147.40738170008,133.987534972716,-1.12721461137202,0.23880728500497,-4.72018519597739,2.3563001414845e-06,0.000323361096160466
"9814","Myo1f",488.600203191333,736.951791095436,848.442043673673,340.616398660104,1394.39514474551,312.751982669452,284.856903172253,240.875354295581,206.541470442839,196.543175600107,505.057446754629,1.61739005890575,0.343319055843097,4.71104074003081,2.46454957722342e-06,0.000330529705799896
"4054","Cxcl1",228.013428155955,125.001949375682,377.291861699355,91.4729551172012,266.161418508426,73.8172381455849,75.0156969208067,67.303407817883,33.175054837969,35.8281830521029,137.308119363097,1.93276089625522,0.41047492177066,4.70859678325266,2.49427927435119e-06,0.000332001699201798
"5554","Fat3",113.589107066703,88.6207850051474,205.373156245216,54.1616181615007,156.244928271158,45.6501341163485,45.617653532923,37.7843693012677,38.5258701344156,30.7098711875168,81.6277493022196,1.64170123457484,0.349292065275639,4.70008167313881,2.60057462028075e-06,0.000343566958976344
"11290","Plcb2",217.155645862815,157.651712272315,236.969026436787,89.0657720878012,285.23783416944,89.3577093341291,89.2078557977161,48.4112231672492,48.1573376680195,52.2067810187785,131.342089781505,1.59045285826856,0.3393023254357,4.68742103734847,2.76669395400628e-06,0.00036013811079245
"5637","Fcgr4",74.3340480068865,133.397602691959,209.090317444224,22.8682387793003,332.474672949092,20.3968684349642,16.2196101450393,7.08456924398769,36.385544015837,25.5915593229306,87.7843031034221,2.86824944472171,0.614454854323681,4.66795798672424,3.0420808483091e-06,0.000390246067084174
"7738","Il7r",172.054088645153,347.953187441263,604.038694838869,72.2154908820009,768.507030915115,67.0182820005968,103.400014674625,50.7727462485784,56.7186421423341,84.9639769521297,232.764215474067,2.43657103993199,0.522358835538326,4.66455408459004,3.09286980786064e-06,0.000393907008694654
"3570","Clec7a",233.8599263138,497.209246397301,821.492624980862,79.437039970201,1537.92246257599,141.806799595466,100.358837772431,82.653307846523,47.0871746087302,78.8220027146264,362.064942277593,2.81385640461236,0.603558780865378,4.66210830464246,3.12986394816538e-06,0.000395771296245512
