"","gene_names_ApoE_DKO","ApoE.2","ApoE.3","ApoE.4","ApoE.5","ApoE.6","DKO.1","DKO.3","DKO.5","DKO.6","DKO.7","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"15508","Zfp185",148.236786906711,228.828155921928,171.231417199601,285.156430479906,261.273940928442,383.720904678748,511.748059293764,654.662758022059,293.043511986882,328.750485158379,326.665245057642,-0.989675419741923,0.279451278117506,-3.54149541347159,0.000397865775636901,0.108086065958874
"10852","Pqlc3",1072.53675232502,1788.93198167778,2121.15322991641,1664.66319723138,1598.43664575151,1059.51283916547,990.187073308052,1156.17541449695,1101.28821088337,1038.74102873572,1359.16263734917,0.624949618760025,0.177088489467079,3.52902450430695,0.000417094507477624,0.111412894522398
"7113","Igj",1905.27870230096,380.087445429643,1209.20163719044,306.41809415604,1422.07673562481,2442.31809408389,3167.3873965756,5791.66229090355,3552.33045328737,2233.56947269369,2241.0330322246,-1.71811669065744,0.48759208763323,-3.52367631516986,0.000425603826964398,0.111822172700957
"226","2210407C18Rik",40.111130574757,185.195668563933,340.538885891341,205.112520169757,310.729365461326,16.1142637135432,44.4120603726343,39.9053081496148,37.2698730955885,124.317410354009,134.37064863465,2.05293319036734,0.585493833780338,3.50632760231177,0.000454335647986927,0.111941745943109
"6600","Haao",47.0869793703669,39.7540440372841,89.4636056155218,47.5260717466511,42.9235760096727,23.1642540882184,24.2247602032551,17.2563494701037,30.6928366669552,27.6260911897797,38.9718568397809,1.11317694746592,0.316819656416698,3.51359811463783,0.000442081114064371,0.111941745943109
"8593","Mir1904",16.5676408895735,14.5441624526649,13.4676395550248,15.008233183153,14.9299394816253,50.3570741048225,31.2903152625378,57.1616576197185,19.7311092858998,26.2447866302907,25.9302558465311,-1.3053646416397,0.372409849721455,-3.50518291236401,0.00045629367706112,0.111941745943109
"12613","Slc22a3",2118.04209056706,4419.48616394977,3441.94388056277,3650.75272180196,1150.53846130275,1283.09824819088,1376.77387155166,1451.69039917247,1088.1341380261,1559.49284766307,2153.99528227885,1.12890730257985,0.322318336023935,3.50246069307089,0.000460981795235866,0.111941745943109
"15648","Zfp574",727.232236942333,740.782674255732,703.20317962308,711.64039010117,654.117973538707,882.255938316491,783.267246571915,1055.87288320197,875.476626833628,1019.40276490287,815.32519142879,-0.38287842216161,0.109222135261197,-3.50550207836517,0.000455746943104156,0.111941745943109
"3434","Col7a1",138.644994812747,146.411235356827,148.144035105273,150.08233183153,119.439515853002,196.392589008808,220.041571846234,327.87063993197,161.502783414217,334.275703396335,194.280540055694,-0.815636284330075,0.233421345944224,-3.49426604936539,0.00047536703935449,0.1120398167608
"12435","Sh3bp5l",1324.53929006643,1148.01922293035,969.670047961785,1039.32014793334,1026.43333936174,1421.07663123809,1413.11101185655,1340.60264945868,1590.91203390385,1468.32674673679,1274.20111214476,-0.393090858656844,0.112484182785937,-3.49463230225813,0.000474715263627082,0.1120398167608
"3784","Cyp21a1",46.2149982709156,109.566023810076,74.0720175526364,46.275385648055,51.3216669680869,59.4213474436906,2064.15144231903,55.0046139359555,415.814858654703,66.3026188554714,298.814497345862,-3.02242764054079,0.869737702144558,-3.47510247410021,0.000510658237161715,0.113671105097095
"10707","Pou2af1",110.741599630307,24.2402707544415,76.9579403144274,15.008233183153,97.0446066305643,233.656823846377,172.601416448193,284.729766256711,203.157347462228,147.799587865322,136.593759239172,-1.68093523676117,0.483659081884482,-3.47545471535806,0.000509988088439926,0.113671105097095
"12815","Slc7a10",1420.45721100607,960.884332706061,768.617428890343,1093.09965017297,1422.07673562481,2781.7247735504,1555.43147805067,1894.96287618576,1719.5296351749,1877.19289634553,1549.39770177075,-0.794708224465044,0.228588243151503,-3.47659273070457,0.000507828581593137,0.113671105097095
"12850","Slfn10-ps",103.765750834697,93.0826396970554,218.368155642188,60.0329327326119,133.436334117026,51.364215586919,56.5244404742619,67.9468760385333,46.7700368258366,48.3456595821145,87.9637041531243,1.17083793531829,0.336279806702946,3.48173726753851,0.000498172219628087,0.113671105097095
"12317","Serpina3h",156.956597901223,18.4226057733755,260.695022815123,15.008233183153,24.2611516576411,20.142829641929,11.1030150931586,15.0993057863407,16.0772001588813,17.9569592733568,55.5722921284182,2.56638752851384,0.746580965284593,3.43752070820014,0.000587065827711888,0.1271473516316
"3223","Clca2",250.258575542505,255.977259166902,459.823693378704,105.057632282071,422.703911573516,91.649874870777,124.151896041682,128.344099183896,143.964019604528,150.5621969843,213.249315862888,1.22746829016562,0.35871125358717,3.42188397461953,0.00062188845413613,0.12995900079362
"12042","S100a9",88.0700910445751,41.6932656976394,44.2508156807957,13.7575470845569,140.901303857839,115.821270441092,412.830288463806,490.727438056074,62.1164551593142,426.823108882097,183.699158436779,-2.19481914083297,0.641000901969269,-3.4240500038145,0.000616952676955442,0.12995900079362
"14476","Trim63",18.311603088476,1.93922166035532,6.7338197775124,1.25068609859608,1.86624243520316,145.028373421889,15.1404751270344,241.588892581452,3.65390912701848,4.14391367846696,43.9657136996003,-3.75372897402478,1.09732513299454,-3.42079923366109,0.00062437406009289,0.12995900079362
"3911","Dalrd3",941.739587407337,923.069510329132,745.530046796015,1019.30917035581,1001.23906648649,1239.79116446073,1081.02992407026,1232.75046527053,1207.98235739231,1418.59978259519,1081.10410751638,-0.415987842433219,0.121935965971555,-3.41152701845375,0.000646000988276136,0.132736638962841
"12778","Slc47a1",55.8067903648793,90.1738072065224,57.7184552358205,71.2891076199766,76.5159398433295,93.6641578349699,96.8990408130204,228.646630478874,120.57900119161,171.281765376634,106.257469596564,-1.01412751961192,0.29820308281441,-3.40079488796928,0.000671902223942493,0.136311100545903
"3267","Clec5a",51.4468848676231,129.927851243806,177.965236977113,43.7740134508628,262.207062146044,41.2928007659545,26.243490220193,55.0046139359555,24.8465820637257,56.6334869390484,86.9342022610327,1.71280521621329,0.504247608356399,3.39675426879306,0.000681901720312265,0.136610485893058
"4198","Dnahc8",878.956948246848,1675.487514547,1863.34412986307,1878.53052009131,404.041487221484,288.042463879585,379.52124318433,482.099263321022,526.893696116065,814.969690098502,919.188695656922,1.42762751746966,0.421552146614889,3.38659766990554,0.000707650822550397,0.14001876213599
"8488","Mettl7b",12.2077353923173,11.6353299621319,13.4676395550248,13.7575470845569,6.53184852321106,31.22138594499,23.2153951947861,28.0415678889185,24.115800238322,17.9569592733568,18.2151209057615,-1.12946812703589,0.334352317676641,-3.37807775607593,0.00072994437541306,0.14266851835055
"3780","Cyp11a1",5.23188659670743,11.6353299621319,0.961974253930342,6.2534304929804,31.7261213984537,15.1071222314468,1125.44198444289,7.54965289317036,296.697421113901,2.76260911897797,150.336753250459,-4.69577285862171,1.40661323964908,-3.33835394567536,0.000842763225943934,0.160797216930993
"14519","Trp53i11",856.285439661116,906.586126216112,979.289790501089,1243.1819820045,821.14667148939,1172.31268516027,1335.38990620444,1663.08068018124,1256.21395786895,1507.00327440248,1174.04905136896,-0.529170242865941,0.158362976094994,-3.34150226217345,0.000833263374931533,0.160797216930993
"13939","Timp1",1411.73740001155,2093.38978235357,3759.39538435978,805.441847495876,3199.67265515582,721.113301181059,657.096620513295,1255.39942395004,475.008186512403,1164.43974364922,1554.26943451826,1.39966110518281,0.420509190223154,3.32849111915971,0.000873177888484289,0.164640259043973
"6658","Hdc",326.992912294214,212.344771808908,274.162662370148,450.246995494589,278.070122845271,406.885158766966,663.152810564108,649.270148812651,409.968604051474,566.334869390484,423.742905639881,-0.806872316127862,0.242754684990556,-3.3238176892827,0.00088794222791147,0.165477326589967
"6026","Gm17746",18.311603088476,85.3257530556341,40.4029186650744,82.5452825073413,25.1942728752426,2.0142829641929,4.03746003387585,5.3926092094074,15.3464183334776,26.2447866302907,30.4815387363013,2.26084854208329,0.681277073939485,3.31854487486264,0.000904877816765636,0.166695135279343
"14262","Tnfrsf11b",896.396570235873,2806.05374253415,7586.12896649468,3240.52768146245,4028.28429638602,625.434860381896,749.958201292439,1766.61877700187,1193.36672088424,1736.29983127766,2462.90696479513,1.61198194805514,0.486582814210909,3.31286247885529,0.000923463748046501,0.168185835112969
"1560","Apoc3",21.799527486281,1.93922166035532,4.80987126965171,2.50137219719216,22.3949092224379,380.699480232458,81.758565685986,38.8267863077333,6.57703642863327,13.8130455948899,57.5119816085619,-3.27964041459952,0.993292391740309,-3.30178751178531,0.000960708190846015,0.171080779718768
"3209","Ckap2l",33.1352817791471,48.480541508883,57.7184552358205,32.5178385634981,91.4458793249548,25.1785370524113,18.1685701524413,26.963046047037,27.0389275399368,19.3382638328458,37.9985341036976,1.17056469295227,0.354361073493308,3.30331060749079,0.000955504882465477,0.171080779718768
"10428","Pipox",132.541127116588,163.864230300025,261.656997069053,171.343995507663,157.697485774667,94.6712993170664,86.8053907283308,102.459574978741,121.309783017014,128.461324032476,142.081120784162,0.733894928314766,0.223890428240214,3.2779200704702,0.00104575002698855,0.182216383039725
"13550","Sympk",3199.29865388659,2962.16108619275,2880.15091626745,3156.73171285651,3161.41468523415,3354.78827686328,3432.85039380294,3609.81260477732,3661.21694527252,3755.76709725055,3317.41923724041,-0.213738969021792,0.0652068983560879,-3.2778582390867,0.00104597911272569,0.182216383039725
"5763","Gjb4",10.4637731934149,15.5137732828426,75.995966060497,11.2561748873647,33.5923638336569,1.00714148209645,5.04682504234481,12.9422621025778,2.92312730161479,5.52521823795595,17.4266625424366,2.4385222502752,0.748991773084711,3.2557396995593,0.0011309738609603,0.194904495372158
"1787","Aspm",86.3261288456726,93.0826396970554,126.018627264875,88.7987130003217,169.828061603487,64.4570548541728,72.6742806097653,71.1824415641777,46.7700368258366,64.9213142959824,88.4059298561347,0.824757223863227,0.254777233488924,3.23717002719979,0.00120721461313431,0.195141353136339
"2133","BC049635",216.251312663907,225.919323431395,275.124636624078,180.098798197836,148.366273598651,161.142637135432,134.245546126372,141.286361286474,111.078837461362,110.504364759119,170.401809128463,0.668463206122428,0.206833686105005,3.23188750686899,0.00122975458081801,0.195141353136339
"2983","Cdrt4",9.59179209396362,7.75688664142128,12.5056653010945,11.2561748873647,6.53184852321106,19.1356881598326,19.1779351609103,23.7274805213926,31.4236184923589,15.1943501543789,15.6301439935928,-1.21927081925161,0.375799513021487,-3.24447152538459,0.00117668781451282,0.195141353136339
"5587","Galnt10",922.55600321941,977.367716819081,1044.70403976835,1038.06946183475,1241.0512194101,778.520365660556,734.817726165405,867.13156087271,824.321899055369,868.840567918572,929.73805607243,0.359318507318574,0.110500799882424,3.2517276589934,0.00114705872823895,0.195141353136339
"7995","Lrp3",1991.60483114663,1424.35830953098,1320.79065064636,1574.61379813247,1412.74552344879,1915.58309894745,1904.67177098093,2185.08525165188,2258.84662232283,2443.52776573602,1843.18276225443,-0.47086658566132,0.145177636334398,-3.24338236625329,0.00118119575025315,0.195141353136339
"8036","Lrrc52",20.9275463868297,1.93922166035532,3.84789701572137,10.0054887887686,3.73248487040632,37.2642348375687,105.983325889241,32.3556552564444,54.0778550798735,4.14391367846696,27.4277623463676,-2.53153122215466,0.782943170026578,-3.23335245656301,0.00122346515550367,0.195141353136339
"10647","Pole2",92.4299965418313,113.444467130786,102.931245170547,101.305573986283,135.302576552229,76.5427526393302,70.6555505928274,74.4180070898222,63.5780188101216,87.0221872478061,91.7630375761583,0.562441973018413,0.173831792194995,3.23555297863752,0.00121407353098951,0.195141353136339
"13595","Syvn1",1575.66984670839,1403.02687126707,1529.53906374924,1605.88095059737,1268.11173472055,1686.96198251155,1782.53860495619,2129.00211587404,1834.99316358868,1961.45247447436,1677.71768084474,-0.347788928814658,0.10732573010217,-3.24049907215704,0.00119320660533565,0.195141353136339
"7729","Kti12",361.000175172813,303.488189845608,334.767040367759,332.682502226557,421.770790355914,436.092261747763,452.195523794095,523.083093312518,461.854113655136,432.348327120053,405.928201759822,-0.394108174185495,0.122193890606565,-3.22526905583545,0.0012585433003174,0.196078014909044
"8106","Lum",7892.30093113316,12776.561909251,23476.0196929161,7171.43408934993,23431.6068951933,4722.48640955026,4653.17268904192,10896.3061685286,4493.57744440733,5544.55650178879,10505.802273116,1.30226924914726,0.403815772811833,3.22490931961215,0.00126012575875906,0.196078014909044
