gene_names,DKO.1,DKO.3,DKO.5,DKO.6,DKO.7,WT.1,WT.2,WT.3,WT.5,WT.6,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pitpnc1,1792.661262,2368.213753,2920.034773,2617.174559,1680.545433,2020.486737,1797.087827,1853.402887,1515.929358,2064.835085,1949.784469,0.29885299,0.179026278,1.669324709,0.095053046,0.519807285
Cnnm4,485.5327778,616.8142653,591.9840445,877.6026556,794.7076886,500.971337,547.0726548,530.3950385,714.8372436,452.9050038,612.1506042,0.294380095,0.176412633,1.668701893,0.095176474,0.519852692
Dcc,34.19244914,79.43077185,14.6946394,271.4528052,20.10221809,39.06209255,43.80656268,17.87848444,18.32916009,38.0851935,65.43145511,1.420303247,0.851087639,1.668809628,0.095155114,0.519852692
Midn,2197.109089,2246.616028,3410.205959,2207.863523,2477.933417,2481.41943,2191.346891,2127.539649,1840.46331,1987.635369,2337.620443,0.238242761,0.142748946,1.668963363,0.095124641,0.519852692
Tubg1,565.6408016,665.845606,678.0526467,735.480768,455.6502768,520.5023833,480.8534322,487.4866759,404.3197079,545.5446636,548.5820782,0.347570891,0.208291249,1.66867736,0.095181338,0.519852692
Fam210b,920.2653455,847.2615664,729.4838846,518.7448895,568.2226981,614.2514054,555.222713,603.1008753,577.9076358,635.0963348,651.9606563,0.263506341,0.157967402,1.668105815,0.095294723,0.520144111
H2-K1,14554.26021,12213.70696,14328.32303,8681.515501,8539.422246,10007.70811,9606.881071,8287.27349,8102.566946,10497.10279,10608.59633,0.326631398,0.195795109,1.668230627,0.095269953,0.520144111
Zfp710,981.811754,908.0604288,1053.815569,1026.120028,1097.581108,967.763343,905.6752144,874.8538388,1011.338363,797.7304043,989.7165277,0.152092572,0.09118595,1.667938666,0.095327903,0.520161385
BC029722,430.8248592,469.7202434,364.2171338,493.8735592,377.9217001,370.113327,345.3587151,278.9043573,316.986651,420.9957876,408.8366876,0.303343014,0.181942725,1.667244535,0.095465791,0.520177121
Dcun1d1,1944.084966,2162.282123,2116.028074,1903.012074,2014.242253,2167.946137,2329.89788,2432.665783,2438.856478,2162.621393,2180.603282,-0.185676908,0.111370097,-1.667206128,0.095473425,0.520177121
Gpr123,42.98479321,90.21766679,5.248085501,200.3918614,24.12266171,18.55449396,41.76904813,5.959494815,19.40734598,38.0851935,51.80032434,1.553700638,0.93193967,1.667168689,0.095480867,0.520177121
Slk,6206.417983,5750.395631,6324.992646,5926.482711,6773.107349,6558.52534,6904.118029,7257.472786,7854.584192,6564.034566,6729.534375,-0.181769503,0.109014314,-1.667391155,0.095436652,0.520177121
Tnfrsf1a,3530.614606,3372.37561,3493.125709,2832.489219,3429.438407,3231.411607,2893.270651,2700.84305,2585.489759,3099.311287,3240.476581,0.198731465,0.119168132,1.667656119,0.095384011,0.520177121
Cd44,2052.523876,1789.643934,2519.08104,2951.160995,2405.565432,1680.646532,1717.62476,1744.940082,2118.635269,1694.276446,2777.110093,0.387902118,0.232773632,1.666434955,0.095626813,0.520755427
Slc44a3,517.7713728,663.8843524,772.5181857,400.0731134,402.0443618,522.4554879,385.0902486,338.4993055,307.282978,479.6675722,458.7736641,0.438629734,0.263230546,1.666332956,0.095647116,0.520755427
Chac2,154.3544847,260.8467322,281.2973829,230.9480673,160.8177447,179.6856258,139.5697462,170.4415517,177.9006715,182.1913311,185.4337506,0.35899913,0.215564094,1.66539391,0.095834194,0.520933458
Coa5,4992.097575,6772.20877,7428.140218,5031.114819,3157.388388,5105.415497,3548.331577,3451.739397,2892.772737,5447.212,4776.512346,0.421416207,0.253054953,1.66531499,0.095849929,0.520933458
Fhl5,687.7566914,677.6131278,375.7629219,508.085748,838.9325684,632.8058994,848.6248072,887.9647274,836.6722489,868.7541436,642.8450965,-0.40085197,0.240713821,-1.665263621,0.095860173,0.520933458
Htra2,583.2254897,545.228508,637.1175798,559.9602369,592.3453598,561.5175805,495.116034,517.2841499,518.607412,515.6941065,565.103649,0.160568693,0.09642134,1.665281701,0.095856567,0.520933458
Pcdhb22,244.2317796,291.2461634,307.5378104,339.6713112,359.1596299,290.0360372,378.977705,388.5590619,405.3978938,343.796071,348.6945504,-0.228927,0.137465914,-1.665336467,0.095845647,0.520933458
Rala,1422.405884,1844.559035,1441.124279,1804.237362,1127.064361,1313.462862,1408.941307,1231.231629,963.8981836,1360.77367,1440.389831,0.283757475,0.170371199,1.665524902,0.09580808,0.520933458
1700029J07Rik,180.7315169,181.4159604,179.4845241,205.3661275,270.7098703,217.771166,229.2203861,311.0856293,286.7974461,254.2443998,223.3052591,-0.353972226,0.212997868,-1.661858071,0.096541235,0.521077243
4833419F23Rik,61.54640846,45.1088334,35.68698141,36.24108132,50.92561917,55.66348189,63.16295084,48.86785748,87.33305691,57.64245502,53.10780487,-0.452239411,0.27204952,-1.662342247,0.096444172,0.521077243
4930515G01Rik,41.03093897,37.26381889,45.13353531,41.21534739,53.60591491,42.96830181,40.75029086,35.75696889,12.93823065,23.67457974,38.07711635,0.474132511,0.285343413,1.661620661,0.096588858,0.521077243
AF357425,6.838489829,22.5544167,12.5954052,18.47584538,12.06133086,6.835866197,6.112543629,8.343292741,6.469115326,10.29329554,9.979819138,0.939924433,0.565292649,1.662721838,0.096368129,0.521077243
Aldh3b2,453.2941829,477.5652579,215.1715055,179.7841877,192.9812937,253.9036016,144.6635326,162.098259,106.7404029,306.7402071,209.7253149,0.640423205,0.385069092,1.663138429,0.096284729,0.521077243
Apoa2,16.60776101,20.59316307,16.7938736,24.16072088,6.700739364,7.812418511,10.18757272,9.535191704,2.156371775,15.43994331,13.62262097,0.925081722,0.557118403,1.660475973,0.096818738,0.521077243
BC029214,615.4640846,865.8934758,827.098275,903.8952048,588.3249162,741.2032062,612.2731202,592.3737846,636.1296738,634.0670053,691.7498896,0.242469268,0.14593481,1.661490272,0.096615021,0.521077243
Cald1,20052.40603,16383.33216,15608.8559,19159.45166,31398.32451,23843.5013,28300.05825,33342.18159,38735.98439,21535.63293,25385.24219,-0.506524469,0.304693839,-1.662404694,0.096431658,0.521077243
Capn9,28.33088643,29.41880439,5.248085501,8.527313253,16.08177447,2.929656942,9.168815444,7.151393778,4.312743551,15.43994331,11.75317791,1.165352818,0.700163001,1.664402171,0.096032087,0.521077243
Dcaf8,6695.85847,6244.631545,6505.526787,5392.815023,5923.453598,6917.896591,6277.582307,6567.363286,6775.320118,6876.95075,6358.537034,-0.11954208,0.071962735,-1.661166435,0.096680025,0.521077243
Dlgap1,200.2700593,524.6353449,314.8851301,972.1137108,233.1857299,245.1146308,315.8147542,210.9661164,196.2298316,220.2765246,349.8401403,0.918532508,0.553088634,1.660732931,0.096767096,0.521077243
Fosl1,4.884635592,10.78689494,3.148851301,7.106094377,16.08177447,5.859313883,5.093786358,2.383797926,4.312743551,3.087988662,5.933767827,0.975057604,0.58714307,1.66068145,0.096777441,0.521077243
Gpr81,414.2170982,861.9709686,1394.941126,557.1177992,456.9904246,620.1107193,634.6857802,532.7788365,364.4268301,401.4385261,561.2713349,0.529240196,0.318111999,1.663691397,0.096174116,0.521077243
Hapln1,160.2160474,197.1059894,197.3280148,279.9801185,424.8268757,252.9270493,400.3716077,477.9514842,493.8091366,229.5404905,323.463532,-0.559536502,0.336727298,-1.661690352,0.096574877,0.521077243
Hpn,95.7388576,60.7988624,73.47319701,32.68803414,72.36798513,48.82761569,48.90034903,56.01925126,48.51836495,27.79189796,55.06628046,0.537783053,0.323470522,1.662541147,0.09640432,0.521077243
Ifi27l1,9389.246535,13862.14063,15806.18391,10247.6987,7082.681508,10936.40936,6414.095782,7004.790205,4799.005386,10489.89748,9581.64432,0.508277329,0.305495196,1.663781742,0.096156054,0.521077243
Mapk1ip1l,2620.118532,2841.856504,2918.985156,3146.57859,2732.561513,2332.006926,2704.800556,2553.047579,2759.077687,2669.051533,2755.003188,0.132100103,0.079537722,1.660848461,0.096743885,0.521077243
Pip4k2b,1834.669128,1785.721426,1630.055357,2528.348379,1715.389277,1604.475452,1776.712682,1334.926839,1400.563468,1593.40215,1773.371453,0.300673981,0.181070071,1.66053937,0.096805995,0.521077243
Pkhd1l1,4512.42636,2217.197224,3119.462022,2969.63684,2518.137853,3713.82845,4216.636347,4970.218676,3718.663127,4357.152002,3427.715391,-0.451687532,0.271932174,-1.661030121,0.096707397,0.521077243
Ppdpf,800.10331,964.9367839,892.1745352,893.9466727,698.2170417,785.1480603,604.123062,653.1606317,561.7348475,828.610291,751.9900857,0.30825348,0.185316792,1.66338666,0.096235062,0.521077243
Ptpro,169.0083915,172.5903191,197.3280148,166.2826084,121.9534564,174.8028642,115.1195717,109.6547046,86.25487102,99.84496674,166.2348573,0.498286038,0.299734468,1.662424883,0.096427613,0.521077243
Qdpr,1813.176732,2067.161322,1728.719364,2122.59039,1007.7912,1494.12504,1296.878007,990.4680382,840.9849924,1572.815558,1463.195729,0.496569106,0.298466767,1.663733322,0.096165734,0.521077243
Rps18,5962.186204,5022.770536,5351.997594,4326.900866,5656.764171,5897.399423,6490.502577,6158.541942,6337.576648,6023.63655,5757.076886,-0.231943114,0.139485132,-1.662851884,0.096342088,0.521077243
Sf3b2,5776.570051,5312.055446,5872.607676,5677.058798,5794.799402,6131.771979,5875.173185,6119.209276,6113.313983,5866.149128,5784.875532,-0.082579232,0.049670389,-1.662544481,0.096403652,0.521077243
Spata7,271.5857389,294.1880439,220.419591,353.8835,262.6689831,337.8871006,353.5087732,364.7210827,353.6449712,268.6550136,317.4918664,-0.254392357,0.153198638,-1.660539282,0.096806012,0.521077243
Svil,10331.9812,7419.422467,8991.02008,7646.868159,14221.64923,11349.49099,11018.87865,16896.3597,19890.37326,9936.118185,11965.94077,-0.507266485,0.304792094,-1.664303291,0.096051835,0.521077243
Tmem18,1757.491886,1468.978966,1453.719684,1467.408489,1826.621551,1807.598333,1801.162856,1862.938079,2070.116904,1508.997126,1681.553938,-0.183402173,0.110359026,-1.661868361,0.096539172,0.521077243
Unc119,474.7865795,472.6621238,346.3736431,393.6776285,434.2079108,432.612675,355.5462878,325.3884169,377.3650607,302.6228889,397.3898748,0.241277928,0.145259,1.661018786,0.096709674,0.521077243
Ykt6,2193.201381,2210.332836,2366.886561,2352.117239,1953.935599,2082.009533,1927.488758,1874.857069,1953.672829,1926.904925,2129.832914,0.182205416,0.109684509,1.661177289,0.096677845,0.521077243
Zfp758,973.0194099,998.2780956,960.3996467,901.052767,801.4084279,928.7012505,1214.358668,1181.171872,1078.185888,1055.062793,958.0958409,-0.235223374,0.141608184,-1.66108602,0.096696172,0.521077243
Pigs,1051.173579,1179.694056,1246.945115,1586.080265,1186.030867,1145.495864,1112.482941,1036.952098,1022.120222,1081.825361,1222.528905,0.212087427,0.12777855,1.659804612,0.096953766,0.521641962
Arf2,1643.191413,1423.870132,1383.395338,1636.533535,1558.591976,1552.718179,1710.493459,1738.980587,1907.310835,1583.108854,1655.429708,-0.150968328,0.090981856,-1.65932345,0.097050632,0.521740517
Phf11c,47.8694288,62.76011603,64.02664311,51.87448895,60.30665428,55.66348189,72.33176628,81.04912948,75.47301214,66.90642101,63.94364341,-0.29566612,0.17817936,-1.659373564,0.09704054,0.521740517
Tulp2,16.60776101,6.864387691,11.5457881,14.92279819,17.42192235,16.60138934,31.58147542,19.07038341,21.56371775,13.3812842,16.02157313,-0.607718752,0.366257799,-1.659265013,0.097062402,0.521740517
Nlrp10,14.65390678,11.76752176,83.96936802,17.76523594,16.08177447,20.50759859,10.18757272,10.72709067,16.17278832,16.46927286,20.93948947,0.956702769,0.576781659,1.658691384,0.097177996,0.522105779
Slc39a11,416.1709524,583.4729537,473.3773122,940.8468955,326.996081,378.9022978,464.5533158,276.5205594,251.2173118,389.0865714,492.8403914,0.639594107,0.385641757,1.658518807,0.097212795,0.522105779
Zfp300,432.7787135,541.3060008,561.5451486,598.3331466,648.6315704,644.5245272,616.3481493,686.5338027,757.9646791,695.8267785,608.6722102,-0.290041853,0.174888909,-1.658434804,0.097229737,0.522105779
Zfp422,975.9501913,879.6222512,893.2241523,906.0270331,824.1909418,963.8571338,1001.438398,991.6599372,989.7746449,890.3700642,899.2295482,-0.108765671,0.065587468,-1.658330069,0.097250863,0.522105779
E130317F20Rik,292.1012084,219.6604061,150.0952453,233.0798956,241.2266171,288.0829326,242.4642306,278.9043573,282.4847026,282.0362978,260.7831127,-0.273703389,0.165071703,-1.658087869,0.097299732,0.522139313
Rps7,7532.108083,6531.955201,6808.866129,5609.550901,7281.023393,7249.924378,8528.01712,7930.8957,8387.208021,7318.533129,7292.310804,-0.223397177,0.134738909,-1.658000489,0.097317368,0.522139313
Map2k7,2556.618269,1681.774984,2458.203249,2293.847265,2342.578482,2670.870578,2391.023316,2479.149843,2671.74463,2576.411874,2406.139509,-0.174564932,0.105304094,-1.657722172,0.097373556,0.522279088
D130040H23Rik,211.0162576,272.614254,198.3776319,275.0058524,265.3492788,274.4112002,345.3587151,294.3990439,357.9577147,251.1564112,289.7870407,-0.316896728,0.191377076,-1.655876114,0.09774691,0.522663975
Gtf3c4,2268.424769,2124.037677,2231.485955,2604.383589,2398.864692,2159.157166,2163.840445,1980.936076,2254.486691,2178.061336,2242.049514,0.115273554,0.06958135,1.65667315,0.097585574,0.522663975
Il1rap,759.072371,830.5909106,495.4192713,861.2586385,692.8564502,708.0004276,1109.426669,805.723699,917.5361905,890.3700642,797.1846052,-0.283071106,0.170942308,-1.655945273,0.097732902,0.522663975
Loh12cr1,423.9863694,447.1658267,356.8698141,429.9187098,316.274898,328.1215775,360.6400741,297.9747407,320.2212087,346.8840597,367.0365369,0.257493277,0.155484201,1.656073576,0.09770692,0.522663975
Lrfn2,16.60776101,13.72877538,13.6450223,79.58825703,20.10221809,10.74207545,28.5252036,8.343292741,5.390929439,4.117318216,23.7020758,1.336472421,0.806959628,1.656182509,0.097684864,0.522663975
Lrrc48,41.03093897,54.91510153,50.38162081,84.56252309,61.64680215,80.07728974,91.68815444,69.13013985,60.37840971,94.69831897,66.99898541,-0.431362761,0.260358205,-1.656804939,0.097558918,0.522663975
Pilrb2,20.51546949,34.32193845,55.62970631,31.9774247,28.14310533,34.17933099,23.43141725,8.343292741,5.390929439,25.73323885,28.96511896,0.804803023,0.485739312,1.656862032,0.097547372,0.522663975
Ppm1g,1524.983232,1441.521415,1521.944795,1364.37012,1502.305765,1401.35257,1349.853385,1433.854452,1328.325014,1337.099091,1419.892607,0.101442654,0.061218235,1.657065974,0.097506137,0.522663975
Tex10,961.2962845,966.8980376,1026.525524,1019.013934,1018.512383,1062.488917,1094.14531,1058.406279,1275.493905,1062.2681,1056.193819,-0.153566071,0.092738928,-1.655896543,0.097742772,0.522663975
Zfp260,2780.334579,2532.959058,2796.179955,2995.929389,2980.488869,2976.531453,3561.575421,3442.204205,3558.013429,2824.480296,3109.948265,-0.216113044,0.130485224,-1.656226178,0.097676024,0.522663975
Pigc,641.8411168,577.5891928,593.0336616,576.304254,550.8007757,676.7507535,694.7924592,669.8472172,627.5041867,667.005551,622.9357236,-0.182033217,0.109943782,-1.655693616,0.097783881,0.522700387
Rps17,5265.637168,4646.20984,4953.143096,3747.043565,4804.430124,5444.27915,5858.873069,5330.172162,5544.031835,5339.132396,5037.9971,-0.232957195,0.14072019,-1.655463905,0.097830432,0.522787972
Chmp4c,399.5631914,236.3310619,367.3659851,436.3141948,785.3266535,587.8844929,623.4794502,722.2907716,1058.778542,470.4036062,573.7403259,-0.639083439,0.386129758,-1.655100199,0.097904175,0.52302076
Psmd5,1525.960159,1496.436517,1228.052007,1700.488384,1133.7651,1202.135898,1323.365696,1118.001227,1125.626067,1197.110271,1329.225476,0.248773357,0.15032804,1.654869955,0.09795088,0.523109014
4930500J02Rik,5.86156271,2.941880439,15.7442565,6.39548494,13.40147873,4.882761569,3.056271815,7.151393778,1.078185888,6.175977324,5.95842916,0.9670825,0.584588734,1.654295479,0.098067491,0.523570431
Gm20199,560.756166,661.9230987,1000.285096,511.6387952,765.2244354,931.6309074,902.6189426,1005.962725,978.9927861,796.7010748,779.7311263,-0.400054594,0.241869815,-1.654007934,0.098125901,0.52372093
Abcb10,1374.536456,1593.518571,1799.04371,1781.49786,1277.160923,1481.42986,1301.971793,1272.948092,1235.601027,1265.046022,1463.957392,0.255680736,0.15465791,1.653201804,0.098289799,0.523971192
Erlin1,776.6570591,804.1139866,831.2967434,746.1399096,652.6520141,661.1259165,680.5298574,625.7469556,591.9240524,757.5865517,744.63605,0.200750831,0.1214322,1.653192742,0.098291643,0.523971192
Gadd45b,849.926593,314.781207,286.5454684,353.8835,726.3601471,358.3946992,230.2391434,321.81272,470.089047,283.0656273,436.1702512,0.605027507,0.365977449,1.653182484,0.09829373,0.523971192
Obfc1,335.0860016,335.37437,381.0110074,406.4685984,414.1056927,421.8705996,400.3716077,481.527181,465.7763035,347.9133892,405.8040577,-0.177064597,0.107099246,-1.653275856,0.098274734,0.523971192
Ap2a2,7066.113847,7932.29029,5911.443508,9584.700096,4898.240475,5750.916576,5568.527246,4922.542717,4493.87878,6356.109996,6431.587778,0.385703694,0.233433908,1.652303634,0.098472669,0.524763639
Mir1929,10.7461983,6.864387691,9.446553902,5.684875502,5.360591491,4.882761569,3.056271815,7.151393778,3.234557663,3.087988662,5.425974617,0.846347322,0.512311888,1.652015778,0.098531334,0.524914855
C2cd5,1016.98113,1214.996621,944.6553902,1716.832402,1372.311422,1041.981319,1009.588456,1040.527795,1175.222618,886.252746,1194.231244,0.282528868,0.17112166,1.651040947,0.098730214,0.525284209
Fastkd3,251.0702694,256.924225,332.7286208,309.1151054,300.1931235,359.3712515,297.4771233,334.9236086,322.3775804,348.9427188,299.3308714,-0.198168035,0.120023468,-1.651077396,0.098722772,0.525284209
Gm13845,61.54640846,73.54701097,69.27472861,73.19277209,49.58547129,83.00694668,70.29425174,87.0086243,76.55119803,86.46368253,72.75924089,-0.288419386,0.174674259,-1.651184255,0.098700957,0.525284209
Parp14,3430.96804,3639.106103,3829.003182,3835.869745,3273.981253,3362.269617,3738.839187,2907.041571,2686.839232,2978.879729,3390.001849,0.200430027,0.121404082,1.650933185,0.098752219,0.525284209
Pih1d1,626.2102829,752.1407655,852.2890854,626.0469146,613.7877257,556.6348189,573.5603439,580.454795,521.8419697,680.3868352,628.8495239,0.252601738,0.152980006,1.651207533,0.098696205,0.525284209
Ankrd52,3307.875223,3775.41323,4300.281259,4732.658855,4363.521474,3667.930491,3092.947076,3595.959171,3466.367629,3444.136688,3727.630804,0.246205175,0.14917722,1.650420728,0.098856914,0.525679757
Aff3,1137.143166,976.7043057,1091.601784,1150.47668,1436.63852,1285.142845,1532.210936,1442.197745,1698.142773,1138.438487,1283.280698,-0.293291475,0.177772716,-1.649811526,0.098981491,0.526180747
Chpt1,28370.94045,30086.61125,23901.88061,13110.03352,9399.79718,15506.67419,10561.45663,11892.76785,8648.129005,21742.52817,16751.15025,0.617547532,0.37439663,1.649447358,0.099056019,0.52641546
Prkaca,5019.451534,6381.919299,6082.531096,6453.754913,3772.516262,5625.91788,3748.008002,3864.136438,3274.450541,4575.369867,4796.964165,0.394076068,0.238974802,1.6490277,0.09914196,0.526710658
Rassf6,549.0330405,522.6740913,580.4382564,228.1056295,215.7638075,370.113327,194.5826389,224.077005,173.5879279,366.4413212,340.9494143,0.657270843,0.39868983,1.648576896,0.099234345,0.527039902
Fkbp7,987.6733167,910.0216824,912.1172601,854.8631536,942.1239546,1028.309587,1190.92725,1184.747569,1295.979437,984.0390536,1067.468125,-0.303234087,0.183958285,-1.64838505,0.099273682,0.527087287
Rbm41,911.4730015,883.5447585,1061.162888,950.0848182,1137.785544,972.6461046,1111.464183,1274.139991,1396.250725,1109.617259,1071.570049,-0.246672741,0.149673356,-1.648073834,0.099337521,0.527264698
Gnb2,5351.606755,5367.951174,5555.623311,5792.888136,5084.521029,5069.283061,4786.121662,4922.542717,4855.071052,4706.094721,5158.387372,0.158000638,0.095903043,1.647503907,0.099454514,0.527483782
Ptp4a3,2469.671755,1953.408611,1656.295784,2013.867147,3039.455376,2469.700802,2721.100672,3119.199586,3591.437192,2120.418881,2476.025108,-0.333159036,0.202214066,-1.647556189,0.099443777,0.527483782
Zeb2,9221.215071,9512.080086,9070.79098,10684.0129,8731.063391,11011.60389,12773.17867,9960.699634,9618.496304,9671.580489,10211.90723,-0.16746778,0.101654083,-1.647427973,0.09947011,0.527483782
Rpl27a,6927.390197,6259.340947,6633.580073,5528.541425,6688.678033,7164.964327,7397.196549,7171.65606,7714.420027,6982.971694,6841.919365,-0.185571735,0.112653539,-1.64727834,0.099500848,0.527485376
Cc2d1a,1066.804413,1074.766987,1044.369015,1559.787716,1322.72595,967.763343,1004.49467,1082.244258,1161.206201,952.1298374,1151.405305,0.232518285,0.141191042,1.646834541,0.099592059,0.527538561
Ctr9,1845.415327,2089.715738,2251.42868,2180.149755,1756.933861,1804.668676,1905.076098,1767.586162,1986.018405,1704.569741,1945.255825,0.143971696,0.087425911,1.646785209,0.099602203,0.527538561
Ube3b,4523.172558,5315.977953,6133.962334,4589.826358,4485.47493,4911.081586,3895.727806,4370.693497,3949.394907,4729.769301,4581.215857,0.196603281,0.11937584,1.646926894,0.099573073,0.527538561
L3mbtl2,956.4116489,867.8547295,873.2814274,864.1010763,918.0012929,917.959175,812.9683027,756.8558415,713.7590577,739.0586198,824.3123083,0.18412785,0.111861782,1.646030012,0.09975758,0.528038749
Sorbs1,15716.80348,18020.97894,21909.70735,15895.62251,14594.21033,21629.6572,21208.48888,18805.78184,16703.25577,24278.79619,17756.81492,-0.252689625,0.153513452,-1.646042227,0.099755066,0.528038749
Epb4.1l5,1042.381235,1117.914567,1174.521535,942.9787239,956.8655812,1154.284835,1078.863951,1197.858458,1222.662797,1192.992953,1074.223765,-0.159490832,0.096923288,-1.645536748,0.099859171,0.528263488
Lats1,4353.18724,4268.668517,4715.929631,4151.380335,4608.768535,4830.027744,4886.978632,5206.21467,5384.460323,4826.526279,4738.685039,-0.185852416,0.11294395,-1.645527854,0.099861003,0.528263488
Lars,2776.42687,2900.694113,3078.526955,2971.058059,3225.73593,2980.437662,3310.961133,3303.943925,3582.811705,2958.293138,3129.823961,-0.110295168,0.067046808,-1.645047261,0.099960065,0.528626161
Plekhm2,3363.560069,2685.936841,2866.504301,2647.730765,3327.587168,2541.965673,2219.872095,2592.380244,2907.867339,2429.217747,2829.427806,0.230404026,0.140090478,1.644680132,0.100035792,0.528865247
Camk2n2,81.08495083,156.9002901,70.32434571,228.8162389,38.86428831,65.42900503,79.46306718,58.40304919,43.12743551,59.70111413,94.39070024,0.915170542,0.556581096,1.644271694,0.100120094,0.528988177
Dhdh,3507.168355,4669.744883,5099.039873,2361.355162,1886.928205,3092.741178,2073.171048,1971.400885,1415.658071,3379.288926,2823.659263,0.554456997,0.337325317,1.643686286,0.10024102,0.529304351
Srp68,1756.514959,1756.302622,1794.845241,1815.607113,1941.874268,1524.398162,1566.848684,1778.313253,1835.072381,1660.308571,1750.641039,0.115916165,0.070518252,1.643775342,0.100222617,0.529304351
Gdpd3,69.36182541,74.52763778,86.06860222,90.95800803,116.5928649,129.8814577,110.0257853,96.543816,97.0367299,99.84496674,97.1775519,-0.296096442,0.180177674,-1.643358111,0.100308862,0.529464944
Hpse2,56.66177287,79.43077185,22.0419591,23.45011144,97.83079472,34.17933099,80.48182445,112.0385025,219.9499211,50.43714814,76.75563652,-0.836308938,0.508937887,-1.643243623,0.100332537,0.529464944
Stk38,2916.127448,2925.209783,3260.110713,2270.397154,2831.732455,3123.0143,2983.940048,3336.125197,3206.52483,3366.936971,2942.939112,-0.173730005,0.105755481,-1.642751791,0.100434298,0.529840606
Tacc1,12953.07666,12182.3269,12847.31331,10742.99348,14422.67141,15363.121,13716.5479,14010.77231,15579.78608,13712.72832,13445.80323,-0.197031226,0.119985704,-1.642122516,0.100564616,0.530366647
Ahsa1,1951.900383,2176.991525,2076.142624,2773.508635,2141.556301,1750.958299,1769.581381,1926.108724,2046.396815,2149.240109,2076.292433,0.206368878,0.125738107,1.64125962,0.100743534,0.530371036
Cxcl13,2289.917166,1310.117422,608.7779181,354.5941094,188.9608501,280.2705141,580.6916448,381.4076682,515.3728543,757.5865517,672.7400368,0.91799415,0.559232209,1.64152589,0.100688297,0.530371036
Grik4,23.44625084,41.18632614,19.9427249,75.3246004,8.040887237,14.64828471,16.30011634,16.68658548,4.312743551,18.52793197,24.19259644,1.260444283,0.767969615,1.641268427,0.100741707,0.530371036
Hist1h2be,659.4258049,451.088334,429.293394,498.8478253,474.412347,613.2748531,640.7983238,600.7170773,601.6277254,521.8700839,559.064501,-0.24442367,0.148871506,-1.641843204,0.100622503,0.530371036
Inhbb,240.3240711,229.4666742,409.3506691,245.160256,361.8399257,236.32566,248.5767743,181.1686424,310.5175357,183.2206606,313.299585,0.354571386,0.21603965,1.641232923,0.100749074,0.530371036
Sri,2051.546949,2104.425141,2111.829606,2387.647711,2018.262696,2280.249653,2666.08778,2382.606027,2246.93939,2328.343451,2240.929303,-0.156785128,0.095519378,-1.64139603,0.100715233,0.530371036
Gcn1l1,5997.35558,5691.558022,6710.202122,6058.656066,7183.192598,5653.261345,5492.120451,6066.765722,6252.399963,5466.769261,5969.793017,0.128856624,0.078521525,1.641035673,0.10079001,0.530410567
Lsm3,495.302049,462.8558557,455.5338215,434.1823664,482.4532342,505.8540986,592.916732,555.4249167,599.4713536,443.6410378,501.7101963,-0.211565292,0.128943911,-1.640754423,0.100848403,0.530410567
Samd9l,3387.00632,3266.467914,3564.499672,4261.524798,3641.18177,3533.166272,4569.126363,4176.413966,4745.096092,3597.506791,3893.625386,-0.186185447,0.113467796,-1.640865984,0.100825238,0.530410567
Lonp1,4063.039885,4787.420101,4815.643256,3833.027307,3164.089128,3910.115465,2972.733718,3160.91605,2776.328661,4184.224637,3714.305498,0.281203924,0.171466999,1.639988598,0.101007538,0.530802234
Nova1,475.7635067,649.1749502,365.2667509,518.0342801,247.9273565,371.0898793,372.8651614,306.3180335,288.9538179,358.2066848,377.6398993,0.412009484,0.251205686,1.64012802,0.100978552,0.530802234
Phf3,6171.248607,5623.894772,6284.057579,5380.734662,5619.240031,6215.755478,6359.082889,6338.518685,6869.122291,6814.161647,6062.006314,-0.164789157,0.100484019,-1.639953871,0.101014759,0.530802234
Slc8a2,335.0860016,301.0524316,301.2401078,493.1629498,913.9808493,709.9535322,631.6295084,835.521173,1253.930187,393.2038896,621.6486273,-0.706624045,0.431102837,-1.63910785,0.1011908,0.531566102
Rad23a,1322.759318,1394.451328,1364.50223,1285.492473,1361.590239,1207.995212,1080.901465,1263.412901,1151.502528,1352.539034,1255.644967,0.151665228,0.092538949,1.638933989,0.101227008,0.531595167
Mettl8,288.1934999,374.5994425,373.6636877,396.5200662,318.9551937,299.8015604,336.1898996,312.2775283,295.4229332,265.5670249,335.7667786,0.217740691,0.132878355,1.638646796,0.10128684,0.531748242
Acyp1,213.9470389,260.8467322,331.6790037,245.160256,203.7024767,244.1380785,214.9577843,181.1686424,176.8224856,185.2793197,226.0054703,0.324561142,0.198102056,1.638353222,0.101348031,0.531862113
Ctnnb1,21402.51931,18511.29235,21464.6697,19384.71485,22984.87617,21911.88082,23701.38792,25066.82709,27687.8136,21591.21672,22901.31853,-0.209488015,0.127881008,-1.63814798,0.101390828,0.531862113
Tchh,47.8694288,54.91510153,25.1908104,25.58193976,58.9665064,24.41380785,25.46893179,100.1195129,84.09849924,125.5782056,45.00876186,-0.762911902,0.46572943,-1.63810112,0.101400601,0.531862113
Rad18,306.7551152,343.2193845,236.1638475,241.6072088,199.682033,308.5905312,379.9964623,309.8937304,309.4393498,327.3267982,295.9637061,-0.299217823,0.182741918,-1.637379236,0.101551254,0.532491144
