gene_names,ApoE.2,ApoE.3,ApoE.4,ApoE.5,ApoE.6,WT.1,WT.2,WT.3,WT.5,WT.6,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hk3,136.0511757,346.1032338,644.4535464,116.6190413,757.0685033,126.9518008,89.6506399,83.43292741,117.5222618,90.58100075,231.3150152,1.977015449,0.445743847,4.435317423,9.19E-06,0.000905263
Fat3,114.9252168,89.34730219,207.3132951,54.66517561,156.6976926,45.89795875,45.84407722,38.14076682,38.81469196,30.87988662,85.75278473,1.643696034,0.371217004,4.427857601,9.52E-06,0.000926607
Thbs1,11641.24843,14745.12636,36625.97419,20645.21466,26631.31948,8694.24525,9363.398083,8550.68316,10481.04501,8325.217433,15737.41507,1.280056316,0.289045746,4.428559606,9.49E-06,0.000926607
Cxcl1,230.6954719,126.026721,380.8560988,92.3234077,266.9326973,74.21797585,75.38803809,67.93824089,33.42376252,36.02653439,127.9187673,1.935052554,0.437559806,4.422372728,9.76E-06,0.000945142
Slc37a2,274.6374666,568.0607424,827.3770421,251.4598078,1211.674018,230.4663461,161.9824062,226.460803,246.9045683,200.719263,378.422274,1.555285047,0.352822849,4.408118833,1.04E-05,0.001003911
Cd80,72.67329884,70.53734384,137.8961737,71.67211914,152.1425271,40.03864487,44.82531995,20.26228237,38.81469196,47.34915948,64.37799236,1.397470729,0.317758844,4.39789719,1.09E-05,0.001046548
Fgd3,184.2183622,179.6351023,328.3242231,134.8407665,346.1925767,118.16283,109.0070281,108.4628056,108.8967747,73.08239833,184.5033616,1.182190929,0.26902378,4.394373358,1.11E-05,0.001052042
Nckap1l,1044.467411,1572.512519,2090.956266,614.6795302,3092.04633,732.4142354,609.2168484,531.5869375,603.7840971,610.3924255,1104.587368,1.446610778,0.329551839,4.389630425,1.14E-05,0.001063626
Tnfaip2,781.6604817,1566.869531,1780.455358,801.755909,2191.034597,610.3451962,638.7608093,644.817339,762.2774226,633.0376757,1046.774681,1.114774413,0.254830017,4.374580456,1.22E-05,0.001127527
Top2a,244.2160856,279.3278816,301.120216,218.6607025,528.399196,176.7559688,101.8757272,163.2901579,129.3823065,169.8393764,213.0450584,1.085641746,0.24811881,4.375491501,1.21E-05,0.001127527
Arntl,600.822273,1182.205883,933.3788627,1203.848645,1461.297087,589.8375976,182.3575516,563.7682095,412.945195,380.851935,816.7760974,1.337395388,0.306262667,4.366824725,1.26E-05,0.001155937
Msr1,249.2863158,597.2161778,837.6958034,146.9885833,1424.855763,191.4042535,179.3012798,146.6035724,188.6825304,165.7220582,364.7788152,1.901365758,0.43667793,4.354160413,1.34E-05,0.001218371
Pyhin1,226.4702801,221.9575086,212.0036412,125.1225131,259.6444325,87.88970825,114.1008144,79.85723052,100.2712876,104.9916145,160.290412,1.102868408,0.253603263,4.348794239,1.37E-05,0.001242026
Selplg,305.0588475,246.4104545,373.3515451,138.4851116,605.8370092,163.0842364,110.0257853,90.58432119,98.11491578,159.5460809,232.0724854,1.425596672,0.328297719,4.342389823,1.41E-05,0.001265843
Socs3,786.7307119,840.8051385,1442.750443,438.5361866,1289.111832,452.1437213,511.4161503,275.3286604,290.0320038,444.6703673,668.0550314,1.28149859,0.295117126,4.342338947,1.41E-05,0.001265843
Plek,834.8978983,1857.483388,2392.076482,660.8412341,4001.25736,673.8210966,622.4606929,551.8492199,669.5534363,661.8589032,1201.384357,1.616153795,0.372342879,4.340498735,1.42E-05,0.001269911
Ltbp2,4527.715526,8340.335535,17625.38236,5465.30278,10936.04129,3679.649119,2296.27889,3879.631124,3464.211257,2847.125546,5779.040205,1.536416926,0.354538873,4.333564083,1.47E-05,0.001303879
Oas1a,178.3030937,122.2647293,132.2677584,91.10862602,191.3169503,76.17108048,78.44430991,45.29216059,49.59655084,85.43435298,106.3651732,1.094338688,0.253028162,4.324967935,1.53E-05,0.001337521
Pla2g4c,56.61757003,38.56041463,75.0455367,60.73908402,65.59438295,36.13243561,36.67526178,19.07038341,22.64190364,24.7039093,42.79158404,1.081049307,0.250181446,4.321061065,1.55E-05,0.001345507
Itgam,993.7651097,1090.037087,1383.652083,500.4900523,2120.885049,554.6817143,446.2156849,392.1347588,517.5292261,436.4357309,849.2308355,1.375517663,0.319076732,4.310930641,1.63E-05,0.001394712
C1qb,1757.679786,2876.042633,3754.152974,1195.345173,6625.032678,1243.151096,1081.920222,959.4786652,1177.378989,1318.571159,2093.095376,1.487509114,0.345638772,4.303652351,1.68E-05,0.001434251
Pira2,12.67557538,44.20340214,57.22222174,1.21478168,107.5019054,0.976552314,3.056271815,8.343292741,5.390929439,2.058659108,21.86676566,3.511504002,0.818354096,4.290934719,1.78E-05,0.00151147
Cd53,558.5703551,978.1178345,969.9635619,242.9563361,2148.216042,338.8636529,346.3774723,245.5311864,272.7810296,304.681548,620.6616653,1.69937675,0.396493168,4.28601773,1.82E-05,0.001537758
Fcgr3,543.3596646,1026.083228,1156.639334,451.8987851,2537.227174,418.9409426,306.6459387,321.81272,412.945195,468.3449471,712.1698837,1.567302664,0.367535724,4.264354629,2.00E-05,0.001654444
Clec5a,49.85726316,126.026721,173.5428036,42.51735881,256.0003001,29.29656942,44.82531995,40.52456474,32.34557663,25.73323885,67.92381874,1.909843167,0.449397349,4.249787348,2.14E-05,0.001749133
Cotl1,1230.37585,824.8166739,1145.382504,337.7093071,1948.699794,480.4637384,484.9284613,286.0557511,315.9084651,427.1717649,735.0840791,1.460032665,0.343544436,4.249909216,2.14E-05,0.001749133
Pilra,84.50383586,95.93078762,131.3296892,54.66517561,130.2777328,49.80416801,41.76904813,42.90836267,39.89287785,56.61312547,77.23634317,1.107524858,0.260808537,4.246505384,2.17E-05,0.001761322
Tnfaip6,212.104628,287.7923628,418.3788671,157.9216184,362.5911724,111.3269638,158.9261344,128.725088,166.0406267,138.9594898,191.5438329,1.032921944,0.243262137,4.246127066,2.17E-05,0.001761322
Lrrc25,112.3901017,189.0400815,192.3041878,78.96080922,356.2139408,94.72557444,63.16295084,57.21115022,46.36199317,66.90642101,122.7248574,1.500140527,0.353702905,4.241244576,2.22E-05,0.00179171
Clec12a,182.5282855,188.0995836,251.402548,83.81993594,491.9578722,99.60833601,104.931999,63.17064504,38.81469196,48.37848904,150.7067842,1.754733858,0.413990576,4.238584059,2.25E-05,0.001804678
C1qc,1844.718737,2750.95641,3613.442592,1472.315397,6608.634083,1380.844972,1221.489969,1022.64931,1411.345327,1389.594898,2169.904476,1.342059022,0.318167612,4.218088106,2.46E-05,0.001947277
Cd52,330.4099982,285.911367,283.2969011,92.3234077,563.9294868,124.0221439,124.2883871,84.62482637,73.31664037,121.4608874,207.0844594,1.560224577,0.370902537,4.206562164,2.59E-05,0.002033215
Ccr1,164.7824799,244.5294586,165.1001807,61.9538657,540.2426263,79.10073742,89.6506399,57.21115022,40.97106373,83.37569387,145.5713963,1.748050704,0.416420688,4.197799858,2.70E-05,0.002094526
Arl11,32.95649599,67.71585008,110.6921666,32.79910537,182.2066193,31.24967404,24.45017452,10.72709067,22.64190364,20.58659108,48.17253775,1.956239308,0.46701958,4.188773644,2.80E-05,0.002160211
Lpar2,38.02672614,48.90589173,58.16029094,43.73214049,53.7509527,18.55449396,12.22508726,33.37317096,29.11101897,15.43994331,37.72402823,1.172502171,0.280807184,4.17547071,2.97E-05,0.002260277
Abcg1,2439.625741,2299.517409,3701.621098,1424.938911,5036.190958,1246.080752,1099.239096,1025.033108,780.6065827,1848.675879,2066.722516,1.312582776,0.317348645,4.136090693,3.53E-05,0.00262756
Serpinb9b,17.74580553,24.45294586,69.41712145,21.86607025,40.99648935,2.929656942,2.037514543,5.959494815,4.312743551,10.29329554,23.598748,2.778079691,0.672995019,4.127934995,3.66E-05,0.002710853
Clec4n,66.75803033,90.28780011,96.6211285,34.01388705,318.8615838,41.9917495,25.46893179,14.30278756,45.28380728,15.43994331,73.1329966,2.089039659,0.5078556,4.113452054,3.90E-05,0.002874465
Lif,76.89849064,80.88282093,102.2495438,105.6860062,84.72607798,68.35866197,30.56271815,34.56506993,35.58013429,54.55446636,64.04474345,1.001363603,0.243654124,4.1097749,3.96E-05,0.002908246
Nfam1,279.7076967,334.8172587,337.7049152,200.4389773,639.5452338,202.146329,158.9261344,125.1493911,135.8514219,188.3673084,271.9140038,1.144961711,0.278833835,4.106250994,4.02E-05,0.002940488
AB124611,143.656521,166.4681315,240.1457174,78.96080922,405.409728,75.19452817,101.8757272,65.55444296,74.39482625,75.14105744,133.1071963,1.400571454,0.341547181,4.100667581,4.12E-05,0.002987141
Sfpi1,231.5405103,273.6848941,366.7850606,116.6190413,604.9259761,149.412504,120.213358,102.5033108,119.6786335,130.7248534,216.1533753,1.356543745,0.331064841,4.09751679,4.18E-05,0.003015463
Samsn1,63.3778769,54.54887923,57.22222174,29.15476033,143.9432293,17.57794165,38.71277632,17.87848444,8.625487102,20.58659108,50.2965602,1.752821204,0.427939721,4.095953513,4.20E-05,0.003023289
Card14,96.33437288,83.70431468,82.55009037,38.87301377,101.1246737,41.01519718,28.5252036,20.26228237,40.97106373,34.99720484,59.15380743,1.281377291,0.314123552,4.079214323,4.52E-05,0.003196371
Pou2f2,104.7847565,104.3952689,151.9672118,55.87995729,83.81504488,31.24967404,37.69401905,35.75696889,60.37840971,22.64525019,79.19727762,1.419809237,0.348678202,4.0719759,4.66E-05,0.003283965
Galnt12,50.70230152,54.54887923,129.4535508,34.01388705,102.0357068,17.57794165,30.56271815,7.151393778,20.48553187,32.93854573,46.66985294,1.766685153,0.434485647,4.066153087,4.78E-05,0.003339906
Myo1g,320.2695379,368.6751838,455.9016355,215.0163574,597.6377114,209.9587475,207.8264834,140.6440776,191.917088,176.0153537,286.4478045,1.079617576,0.266234132,4.055143375,5.01E-05,0.003475829
Tmem182,211.2595897,147.6581731,196.0564646,153.0624917,195.8721158,486.3230523,404.4466368,365.9129816,233.9663376,390.115901,272.7230023,-1.056284716,0.260957915,-4.04772055,5.17E-05,0.003542638
Apobr,214.6397431,191.8615752,254.2167556,193.1502872,378.9897682,166.0138934,134.4759598,96.543816,72.23845448,136.9008307,189.7553726,1.022985035,0.253195523,4.040296704,5.34E-05,0.003642276
Kif4,72.67329884,54.54887923,78.79781354,61.9538657,63.77231676,42.96830181,17.31887362,42.90836267,23.72008953,37.05586394,45.30887081,1.020624046,0.253737079,4.022368549,5.76E-05,0.003855143
Slc10a5,17.74580553,4.702489589,9.380692088,12.1478168,28.24202599,142.5766378,67.23797992,81.04912948,39.89287785,83.37569387,42.2006872,-2.516473263,0.626632142,-4.015870067,5.92E-05,0.003923855
Per3,3541.555761,3506.176238,3907.058255,3462.127789,1996.984548,6357.355563,8299.815491,6669.866597,6992.035482,6101.865596,4468.645811,-1.068388729,0.266671744,-4.006381457,6.17E-05,0.004049883
Hist1h2bl,24.5061124,21.63145211,22.51366101,18.2217252,23.68686051,9.765523139,4.075029086,13.11088859,10.78185888,9.263965986,17.69755841,1.257315732,0.31399904,4.004202477,6.22E-05,0.004054116
Alox5ap,302.5237324,320.70979,340.5191228,234.4528643,765.2678011,193.3573581,181.3387943,171.6334507,189.7607162,189.3966379,278.8631174,1.085871659,0.272886613,3.979204581,6.91E-05,0.004454662
Hist1h2af,17.74580553,12.22647293,17.82331497,23.08085193,47.37372102,6.835866197,8.150058172,5.959494815,7.547301214,7.205306878,13.99930675,1.725553486,0.433823743,3.97754506,6.96E-05,0.004469242
Itih4,6850.725973,7142.141188,23553.04169,7074.888506,11657.5795,2960.906616,3056.271815,3970.215446,5788.780031,1673.689855,6701.180695,1.689395682,0.425248383,3.972726884,7.11E-05,0.004543817
Slc47a1,54.08245495,87.46630636,56.28415253,69.24255578,74.70471392,151.3656086,118.1758435,150.1792693,120.7568194,147.1941262,114.692931,-1.009637957,0.254228191,-3.971384741,7.15E-05,0.004552076
Cd300ld,212.9496664,301.8998316,348.9617457,128.7668581,608.5701085,166.0138934,138.5509889,114.4223004,69.00389681,119.4022283,218.0946858,1.398571337,0.352445791,3.968188503,7.24E-05,0.004563842
Psd4,457.165752,273.6848941,499.0528191,123.9077314,572.1287846,193.3573581,187.451338,122.7655932,112.1313323,142.0474784,278.0772943,1.346142222,0.339233218,3.968191056,7.24E-05,0.004563842
Chi3l1,32.95649599,15.9884646,262.6593785,7.288690082,9.110330966,7.812418511,9.168815444,4.767595852,3.234557663,6.175977324,36.39823065,3.393108717,0.858294709,3.953314266,7.71E-05,0.00477046
Cybb,854.3337806,1031.726216,1777.641151,437.3214049,2392.372912,609.3686439,526.6975094,432.6593236,449.6035152,501.2834928,867.8735027,1.365884054,0.345919463,3.948560869,7.86E-05,0.004848849
Pik3ap1,419.1390259,443.9150172,490.6101962,145.7738016,686.0079217,275.3877525,167.0761925,132.3007849,188.6825304,128.6661942,329.0399377,1.292809985,0.328804167,3.931854018,8.43E-05,0.005107699
C920009B18Rik,83.6587975,51.72738548,140.7103813,42.51735881,93.83640895,37.10898793,27.50644633,20.26228237,24.79827542,31.90921617,52.59861869,1.541861008,0.392811859,3.925189558,8.67E-05,0.005196689
Mir1904,16.05572881,14.10746877,13.13296892,14.57738016,14.57652955,61.52279577,25.46893179,39.33266578,28.03283308,38.0851935,29.62781693,-1.41042175,0.359454972,-3.92377866,8.72E-05,0.005209209
Tbxas1,174.9229402,343.28174,372.4134759,211.3720124,675.0755246,169.9201026,143.6447753,131.1088859,141.2423513,173.9566946,252.19085,1.225791508,0.313809285,3.906167116,9.38E-05,0.005490078
Ccl12,94.64429617,121.3242314,63.7887062,24.29563361,137.5659976,41.01519718,32.60023269,13.11088859,17.2509742,4.117318216,51.70126836,2.027957907,0.519367014,3.904672137,9.44E-05,0.005505526
Has2,107.3198715,171.170621,144.4626582,114.189478,165.8080236,75.19452817,89.6506399,46.48405956,67.92571093,67.93575056,104.4264783,1.015622158,0.262188017,3.873640634,0.000107221,0.006193828
Sla,278.01762,326.3527775,368.661199,155.4920551,701.4954844,157.2249225,144.6635326,175.2091476,177.9006715,148.2234558,268.9545346,1.189470277,0.307196517,3.872017461,0.000107938,0.006214516
Lpxn,162.2473649,209.7310357,231.7030946,83.81993594,404.4986949,96.67867907,98.81945534,57.21115022,87.33305691,104.9916145,151.1146573,1.295177753,0.334987343,3.866348324,0.000110477,0.006339631
Arl4c,1008.130762,554.8937715,758.8979899,247.8154628,766.1788342,286.129828,345.3587151,227.6527019,211.324434,333.5027755,486.6803867,1.248981384,0.323175899,3.864710791,0.000111221,0.006361248
Bin2,190.1336307,152.3606627,197.9326031,61.9538657,301.551955,84.96005131,90.66939717,59.59494815,83.02031335,66.90642101,135.2972891,1.232336657,0.320260582,3.847918621,0.000119126,0.006746558
Klrb1c,25.35115076,15.04796668,14.07103813,8.503471762,12.75446335,9.765523139,1.018757272,1.191898963,1.078185888,3.087988662,11.38489462,2.203652553,0.572962048,3.846070711,0.000120027,0.006775473
Ms4a4c,92.95421945,46.08439797,56.28415253,30.36954201,57.39508508,19.53104628,21.3939027,11.91898963,25.87646131,15.43994331,38.00777976,1.59018266,0.41551363,3.827028872,0.000129699,0.007200076
F7,8.450383586,56.42987507,47.84152965,6.073908402,89.28124346,7.812418511,7.131300901,7.151393778,6.469115326,10.29329554,23.74570471,2.422487489,0.638642486,3.793182482,0.000148729,0.008105251
Pydc4,80.27864407,33.85792504,47.84152965,31.58432369,53.7509527,16.60138934,27.50644633,9.535191704,10.78185888,17.49860242,33.21661686,1.592097785,0.419837764,3.792173841,0.000149334,0.008112739
Spn,176.613017,142.9556835,276.7304166,72.88690082,270.5768297,89.84281288,60.10667902,27.41367615,100.2712876,45.29050038,150.750416,1.540615085,0.407432571,3.781276203,0.000156026,0.008397324
C1qa,1864.999657,2498.902968,3191.311448,1360.555482,6280.662168,1480.453308,1271.409075,1001.195129,1437.221788,1343.275068,2140.248482,1.217832835,0.322412473,3.777250996,0.000158569,0.008507737
Myo16,134.361099,60.19186674,145.4007274,65.59821074,92.01434275,38.08554024,58.06916448,16.68658548,22.64190364,42.20251171,66.29945367,1.482934863,0.392924652,3.774094745,0.00016059,0.008589568
Tchh,28.73130419,27.27443962,15.94717655,10.93303512,20.04272812,24.41380785,25.46893179,100.1195129,84.09849924,125.5782056,45.00876186,-1.795488827,0.475864537,-3.773109127,0.000161226,0.008597052
Gbp11,355.761149,335.7577567,187.6138418,331.6353987,335.2601795,168.9435503,152.8135907,104.8871087,78.7075698,170.868706,250.2658431,1.191733652,0.316773257,3.762103098,0.000168491,0.008929485
Fcgr2b,1254.036924,947.0814032,1070.336967,493.2013622,1945.055661,493.1589185,721.2801483,377.8319713,507.8255531,619.6563915,816.6882563,1.070147934,0.28466621,3.759307902,0.000170384,0.009002303
Sele,278.8626583,269.9229024,521.5664801,109.3303512,300.6409219,130.8580101,128.3634162,85.81672533,53.90929439,122.4902169,179.4603439,1.505253271,0.401562466,3.748490956,0.000177902,0.009286257
Neu2,10.98549866,21.63145211,26.26593785,12.1478168,11.84343026,57.61658652,71.31300901,71.51393778,95.95854401,34.99720484,31.63744988,-1.997555172,0.533019074,-3.747624186,0.000178517,0.009290413
Gbp10,59.1526851,21.63145211,42.21311439,54.66517561,75.61574702,26.36691247,18.33763089,19.07038341,8.625487102,15.43994331,46.21478026,1.525187936,0.410322626,3.717045663,0.000201566,0.010304245
Hist1h1b,84.50383586,50.78688756,69.41712145,47.37648553,112.968104,32.22622636,28.5252036,36.94886785,45.28380728,25.73323885,55.42185662,1.120981929,0.302031355,3.711475353,0.000206055,0.010471931
Nlrp3,54.08245495,81.82331885,120.0728587,42.51735881,131.1887659,17.57794165,23.43141725,17.87848444,16.17278832,34.99720484,82.83562193,1.965045312,0.530932022,3.701124117,0.000214646,0.010813439
Phf11b,86.19391258,65.83485425,43.1511836,38.87301377,83.81504488,42.96830181,28.5252036,36.94886785,20.48553187,25.73323885,46.34753765,1.046343244,0.283174785,3.695043836,0.000219849,0.010979771
Aif1,152.1069046,140.1341898,116.3205819,66.81299242,262.3775318,82.03039436,67.23797992,73.8977357,65.76933915,47.34915948,102.1988751,1.136605901,0.310418725,3.661524929,0.000250718,0.012136734
Slco1a1,21.12595897,13.16697085,11.25683051,10.93303512,10.02136406,70.3117666,14.2626018,98.92761393,10.78185888,144.1061376,32.51101564,-2.342773254,0.639827713,-3.661568899,0.000250675,0.012136734
Tfec,14.3656521,75.23983342,80.67395195,37.65823209,168.5411229,25.39036016,24.45017452,13.11088859,30.18920486,7.205306878,43.65257341,1.906804389,0.520951316,3.660235288,0.000251984,0.012158028
Acsm4,10.1404603,10.3454771,18.76138418,10.93303512,20.04272812,0.976552314,4.075029086,4.767595852,5.390929439,3.087988662,8.600661831,1.963159271,0.537603244,3.651687919,0.000260522,0.012506517
Stap1,59.1526851,61.13236466,104.1256822,25.51041529,89.28124346,30.27312173,30.56271815,26.22177719,28.03283308,23.67457974,47.53024714,1.293614015,0.355172268,3.642215716,0.000270301,0.012869021
Ptprv,49.0122248,60.19186674,59.09836015,43.73214049,95.65847514,40.03864487,28.5252036,25.02987822,16.17278832,9.263965986,44.2593151,1.369346491,0.379004123,3.613012123,0.000302661,0.01406195
Cdca3,43.94199465,21.63145211,44.08925281,43.73214049,63.77231676,21.48415091,17.31887362,15.49468652,8.625487102,27.79189796,32.08497679,1.254438084,0.347328707,3.611674067,0.000304227,0.014096925
Apoc1,322.804653,284.0303712,181.9854265,184.6468154,655.9438295,1519.5154,768.1429827,882.0052326,436.6652845,2621.702374,656.2269969,-1.934109553,0.535713493,-3.610343178,0.000305792,0.014131674
Mex3a,90.41910437,94.9902897,121.0109279,77.74602754,84.72607798,38.08554024,37.69401905,44.10026163,65.76933915,25.73323885,67.04200087,1.152592178,0.320523419,3.595968685,0.000323187,0.014739014
A930001C03Rik,16.05572881,16.92896252,19.69945338,13.36259848,10.93239716,1.953104628,2.037514543,5.959494815,5.390929439,7.205306878,9.791428796,1.790562434,0.498314066,3.593240806,0.000326591,0.014855153
Zbp1,272.1023515,119.4432356,161.3479039,115.4042596,169.452156,101.5614406,118.1758435,57.21115022,58.22203794,79.25837566,129.8945653,1.015257071,0.28273225,3.590878199,0.000329566,0.0149122
Irf5,476.6016343,513.5118631,705.428045,257.5337162,1019.446035,330.0746821,285.252036,230.0364999,311.5957216,326.2974686,424.7699574,1.003331434,0.280974905,3.570893401,0.000355766,0.015890256
Apobec1,605.8925031,835.162151,1239.189425,370.5084125,1469.496385,462.8857968,491.0410049,463.6486966,383.834176,404.5265147,627.2826356,1.035470258,0.290872464,3.55987722,0.000371028,0.016278276
Grem1,179.9931704,77.12082926,198.8706723,346.2127789,342.5484443,79.10073742,136.5134744,112.0385025,78.7075698,95.72764852,161.1927631,1.187934353,0.333688499,3.560009881,0.000370841,0.016278276
Ikzf1,330.4099982,335.7577567,499.9908883,151.84771,673.2534584,208.0056429,188.4700952,134.6845828,180.0570433,196.6019448,307.9431907,1.133602825,0.318534901,3.55880257,0.000372549,0.016293779
Cd48,190.1336307,277.4468858,252.3406172,78.96080922,624.9687043,121.0924869,105.9507562,98.92761393,118.6004476,90.58100075,192.5201623,1.412666656,0.398390321,3.545936184,0.000391221,0.016823471
Gcnt4,81.12368243,341.4007442,459.6539123,218.6607025,346.1925767,85.93660362,114.1008144,103.6952098,153.1023961,75.14105744,184.3059819,1.444046687,0.407472149,3.543915065,0.000394232,0.016869246
1810024B03Rik,16.05572881,15.04796668,7.50455367,10.93303512,14.57652955,7.812418511,4.075029086,1.191898963,2.156371775,3.087988662,9.411381732,1.779244181,0.502386718,3.541582845,0.000397734,0.016937477
Fasn,123507.4263,72750.33544,60173.38747,136320.3706,134481.2395,22763.43444,27838.5612,21124.02532,13208.85531,77769.96512,112869.6091,1.696177834,0.479607552,3.536595343,0.00040532,0.017132192
Cd22,242.5260089,234.1839815,506.5573727,100.8268795,435.4738202,94.72557444,134.4759598,83.43292741,170.3533703,106.0209441,204.6559754,1.368028353,0.387429848,3.531035002,0.000413937,0.017411475
Espl1,218.8649349,143.8961814,172.6047344,82.60515426,183.1176524,98.6317837,71.31300901,51.25165541,85.17668513,93.66898941,112.6583184,1.002730876,0.284711304,3.521921549,0.000428431,0.017930486
Snx20,60.84276182,109.0977585,111.6302358,40.08779545,163.9859574,36.13243561,55.01289266,42.90836267,57.14385205,32.93854573,73.592771,1.119936721,0.318173628,3.519891724,0.000431723,0.017961131
Sash3,175.7679786,168.3491273,200.7468107,81.39037258,307.0181535,101.5614406,98.81945534,64.362544,71.16026859,91.6103303,142.4629403,1.126890801,0.320451126,3.516576195,0.000437151,0.01803769
Adamts16,27.04122748,37.61991671,35.64662993,64.38342906,61.95025057,20.50759859,8.150058172,10.72709067,8.625487102,2.058659108,26.8810933,2.173402316,0.619708816,3.507134736,0.00045296,0.018557428
Trem1,18.59084389,14.10746877,27.20400705,2.429563361,31.88615838,0.976552314,1.018757272,7.151393778,1.078185888,2.058659108,16.72856206,2.980569518,0.850732747,3.503532137,0.000459131,0.018765907
Cxcl2,23.66107404,16.92896252,32.83242231,13.36259848,39.17442315,3.906209255,1.018757272,5.959494815,2.156371775,4.117318216,38.28679988,2.887032374,0.824484377,3.501621688,0.000462436,0.018856497
Il17re,76.05345228,63.95385841,42.21311439,57.09473898,76.52678011,210.9352998,126.3259017,81.04912948,71.16026859,149.2527853,93.23328187,-1.01642549,0.290520328,-3.498638106,0.000467641,0.018979428
Pkdrej,185.0634005,61.13236466,72.23132908,98.39731611,85.63711108,53.71037726,58.06916448,35.75696889,16.17278832,45.29050038,73.02690328,1.264052738,0.361799216,3.493796239,0.000476204,0.019258483
Uts2r,14.3656521,6.583485425,23.45173022,7.288690082,15.48756264,1.953104628,4.075029086,2.383797926,3.234557663,5.14664777,7.557246387,2.006123743,0.574245234,3.493496552,0.000476739,0.019258483
1-Mar,287.3130419,362.0916984,423.0692132,149.4181467,756.1574702,216.7946137,177.2637652,139.4521787,198.3862033,176.0153537,285.9910208,1.123922775,0.322597774,3.483975602,0.000494025,0.019864141
Tlr8,197.7389759,391.2471338,445.5828742,142.1294566,781.6663969,161.1311318,137.5322317,137.0683807,153.1023961,223.3645132,271.8233553,1.27018785,0.364951277,3.480431304,0.000500607,0.020082228
Scimp,30.42138091,18.80995836,37.52276835,8.503471762,36.44132386,6.835866197,5.093786358,4.767595852,16.17278832,9.263965986,18.15708227,1.653183589,0.475253461,3.478530354,0.000504171,0.020178497
Serpina3m,186.7534773,172.111119,153.8433502,40.08779545,681.4527562,12.69518008,32.60023269,11.91898963,20.48553187,89.5516712,185.5408022,2.882984276,0.830811411,3.470082668,0.000520298,0.020728202
Amz1,158.8672114,145.7771773,258.9071016,52.23561225,194.9610827,107.4207545,65.20046538,70.32203882,50.67473672,74.11172789,116.9849024,1.141941106,0.329783518,3.462699145,0.000534786,0.021034702
Cyp4f18,119.1504086,101.5737751,98.49726692,27.93997865,154.8756264,50.78072032,39.73153359,38.14076682,43.12743551,59.70111413,82.11556006,1.12072077,0.323628227,3.46298832,0.000534212,0.021034702
Itih3,281.3977734,540.7863027,1220.428041,575.8065165,665.0541605,274.4112002,292.3833369,305.1261345,376.2868748,180.1326719,397.7667596,1.2010223,0.346931378,3.461843977,0.000536488,0.021034702
Dnahc8,851.7986655,1625.180402,1817.040057,1824.602084,394.4773308,427.7299135,546.0538975,487.4866759,774.1374674,408.6438329,771.8321772,1.300443522,0.376583939,3.453263373,0.000553848,0.021568956
Cd200r1,48.16718644,97.81178345,116.3205819,65.59821074,276.9540614,43.94485412,48.90034903,33.37317096,34.50194841,58.67178458,77.31310018,1.46279617,0.424885663,3.442799549,0.000575726,0.022259855
Ptpn6,314.3542694,407.2355984,374.2896143,168.8546536,764.356768,202.146329,234.3141725,110.8466036,202.6989469,153.3701035,290.1987439,1.167533654,0.339169615,3.442329742,0.000576727,0.022259855
Oas1g,52.39237824,31.97692921,39.39890677,36.44345041,34.61925767,26.36691247,17.31887362,7.151393778,8.625487102,23.67457974,28.26371373,1.216665373,0.353936462,3.437524822,0.000587057,0.022511927
Cilp,1147.562091,828.5786656,1441.812374,1178.33823,2732.188257,656.2431549,641.8170811,700.8365902,585.454937,931.5432463,1087.148244,1.05970707,0.308334689,3.43687268,0.000588472,0.022512632
Aldh1a2,198.5840143,85.58531052,119.1347895,43.73214049,198.6052151,57.61658652,63.16295084,50.05975644,47.44017906,61.75977324,92.67020491,1.208024092,0.352189926,3.430035906,0.000603501,0.022986108
Tlr1,115.7702551,156.1226544,155.7194887,35.22866873,253.2672008,79.10073742,46.86283449,19.07038341,40.97106373,60.73044368,94.0931819,1.535775612,0.450344014,3.410227658,0.000649087,0.024061432
Nos2,389.5626833,340.4602462,1199.790518,252.6745895,535.6874608,272.4580956,176.245008,190.7038341,123.9913771,198.6606039,378.6787392,1.498465285,0.440286988,3.403383082,0.000665569,0.024488979
Acpp,49.85726316,157.0631523,41.27504519,24.29563361,124.8115342,19.53104628,27.50644633,15.49468652,42.04924962,29.85055707,53.55270067,1.564851685,0.460528271,3.397949232,0.00067893,0.024822489
Kntc1,87.8839893,39.50091255,46.90346044,34.01388705,62.86128366,26.36691247,30.56271815,23.83797926,20.48553187,22.64525019,38.35717176,1.135488236,0.334418245,3.395413536,0.00068525,0.024948288
Arsi,76.05345228,97.81178345,58.16029094,60.73908402,107.5019054,52.73382495,45.84407722,44.10026163,25.87646131,25.73323885,64.25629785,1.044124096,0.30758451,3.39459258,0.000687308,0.024970749
Lyz1,798.5612489,1675.026792,1954.936231,708.2177196,4182.552946,941.3964306,774.2555264,513.708453,593.0022382,844.0502343,1234.89416,1.345822623,0.397084961,3.389256087,0.000700825,0.025302712
Slfn1,71.82826048,19.75045627,29.08014547,13.36259848,62.86128366,4.882761569,17.31887362,5.959494815,18.32916009,9.263965986,31.12334887,1.825339714,0.539570034,3.382952352,0.000717111,0.025623771
