gene_names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Exp.1.Basal,Exp.1.TW.100,Exp.2.Basal,Exp.2.TW.100,Exp.4.Basal,Exp.4.TW.100
Raet1e,255.053126,0.839706459,0.210206057,3.994682519,6.48E-05,0.000751139,136.766561,206.1883945,214.0698754,363.4170811,188.9434647,420.9333791
Dis3,2197.853266,0.690135895,0.172807978,3.993657598,6.51E-05,0.000753813,2135.132642,2941.447097,878.91244,2035.675383,2232.758747,2963.193286
Ttyh3,3835.701329,0.450590434,0.112840557,3.993160328,6.52E-05,0.000754231,2333.886925,3418.203385,3869.289422,5383.790175,3555.363,4453.675067
Vcl,57798.60742,-0.400356886,0.100259821,-3.993193695,6.52E-05,0.000754231,88335.45546,69697.76731,48888.08991,37460.74487,59562.12305,42847.46394
4-Sep,798.5003035,-0.593811708,0.148818811,-3.990165665,6.60E-05,0.000763229,198.7542828,148.7688416,1974.723873,1188.301891,768.446896,512.0060363
Smad3,8671.419824,0.427804666,0.107235295,3.989401685,6.62E-05,0.000765102,5273.87602,7594.170869,9200.289447,11480.02176,7845.762162,10634.39869
Mns1,184.9076208,1.086252041,0.272361385,3.98827477,6.66E-05,0.000768153,185.9631656,275.7878526,65.06969781,205.0967686,120.9699012,256.5583393
Cyr61,43134.80637,-0.476439296,0.119799143,-3.976984183,6.98E-05,0.00080492,51989.98787,43144.70406,49187.97635,30658.36871,48799.25813,35028.54312
Gemin6,778.8170321,0.558039467,0.140487865,3.972154232,7.12E-05,0.00082079,592.3271201,809.0937001,716.709715,1151.420455,572.5908655,830.7603366
Tnfaip2,12707.09289,0.410159475,0.103384197,3.967332397,7.27E-05,0.000836926,7927.540875,9882.253053,13729.70624,18834.71991,10906.87671,14961.46055
Casp1,439.7601748,0.915128178,0.230694001,3.966848621,7.28E-05,0.000837983,557.8894968,676.8547298,161.2596859,429.0840289,260.3733111,553.0997963
Myl12a,31867.46977,-0.418330616,0.105519874,-3.96447228,7.36E-05,0.000845725,37195.58492,29978.22658,38591.046,29050.87781,33356.58618,23032.49714
Khdrbs1,6810.530516,0.426787871,0.107674789,3.963675011,7.38E-05,0.000847907,5518.875111,7448.012007,5267.816405,7574.187681,6685.603205,8368.688685
Sh2b2,563.4984178,0.592671857,0.149711012,3.958772622,7.53E-05,0.000864836,278.4527824,442.826552,642.2096262,921.136364,436.6437385,659.7214438
AI607873,179.9548007,1.459938701,0.369109138,3.955303596,7.64E-05,0.000876811,202.6900112,255.7780084,39.60764214,241.978205,87.55916656,252.1157706
Raet1d,157.2522704,1.062760099,0.268726394,3.954803553,7.66E-05,0.000877975,97.40927723,151.3788213,99.96214446,292.3528499,101.3842981,201.0262312
Ajap1,111.9412471,1.683309192,0.425693616,3.954273987,7.68E-05,0.00087858,101.3450056,191.3985097,25.46205566,232.0831855,39.17120609,82.18751993
Ccdc14,495.6519973,0.726632715,0.183755526,3.954344822,7.67E-05,0.00087858,497.8696392,648.1449533,238.588892,492.9518823,405.5371925,690.8194243
Lmo7,607.6124384,0.811235413,0.205372066,3.950076706,7.81E-05,0.000893449,704.4953787,835.1934969,339.4940755,691.7518203,329.4989689,745.2408902
Rasl11a,2837.17203,-0.444496227,0.112641359,-3.946119178,7.94E-05,0.000907646,2074.128852,1460.718626,4697.277751,3366.105737,3036.920567,2387.880647
Eno3,2214.064473,-0.799550397,0.202849718,-3.941589884,8.09E-05,0.000924257,1747.463398,1544.237976,4703.879024,1786.5008,2235.062936,1267.242706
Hmgcs2,267.4753329,-0.862687068,0.218891684,-3.941159627,8.11E-05,0.000924509,444.7373061,285.3577781,222.5572273,89.95472305,346.7803834,215.4645793
Osmr,23637.04143,0.611525231,0.155163172,3.94117511,8.11E-05,0.000924509,22903.97127,26807.10127,11051.4752,22455.39751,23433.598,35170.70532
1700025G04Rik,3248.723273,0.507201634,0.128706624,3.940757797,8.12E-05,0.000924654,3087.578908,3693.991237,2662.199376,4158.606847,2321.470008,3568.493264
Mdn1,6641.419448,0.523579148,0.132858867,3.940867167,8.12E-05,0.000924654,6965.255288,8459.814129,3768.384238,6575.690255,5858.3995,8220.973278
Adipor1,20720.44114,-0.397335063,0.100892363,-3.938207539,8.21E-05,0.000933826,22615.67916,18015.81972,24861.33976,18699.78783,23190.5061,16939.51424
Sestd1,3693.649727,0.537945385,0.136603253,3.938012985,8.22E-05,0.000933876,3271.57421,3851.460011,2401.920584,4029.072045,3375.63629,5232.235222
Zbtbd6,142.0050374,1.089528486,0.27670097,3.937566558,8.23E-05,0.000934906,116.103987,181.8285842,75.44312789,159.2198598,80.64660078,238.7880647
Rbp1,7686.068774,0.469970722,0.119419594,3.935457379,8.30E-05,0.000942442,6817.665474,8164.886425,7091.654022,10886.32058,5380.280366,7775.605771
Gem,779.1297953,0.567585657,0.144308392,3.933143793,8.38E-05,0.000950844,265.6616652,443.6965452,899.6593001,1300.745295,746.5571044,1018.458862
Acot1,283.3471213,0.801016848,0.203764234,3.931096411,8.46E-05,0.000958254,116.103987,179.2186045,316.8611372,499.2487129,185.4871818,403.1631045
Cep57l1,694.1300343,0.597077069,0.151926978,3.930026617,8.49E-05,0.000961801,651.3630457,894.3530363,395.1333823,695.3500092,626.7392975,901.8414349
Angpt2,13867.24253,-0.546263119,0.13916343,-3.925335258,8.66E-05,0.000980001,12202.72582,7358.402705,20030.15046,17551.96556,16208.81466,9851.39597
Tipin,2373.754747,0.58326495,0.148619832,3.924543196,8.69E-05,0.00098249,2327.983333,3235.504807,1188.229264,2285.749513,2300.732311,2904.329252
Dchs1,383.5689077,0.681061839,0.173568104,3.923888216,8.71E-05,0.000984425,167.2684558,240.1181304,477.1777839,775.4097127,232.723048,408.7163153
Pop1,1261.646424,0.477491443,0.121873194,3.91793657,8.93E-05,0.001008285,927.8479639,1272.80009,1206.147007,1708.240191,1027.668113,1427.175177
Cd24a,3285.403725,0.424976535,0.108480191,3.917549668,8.95E-05,0.001009144,1060.678796,1450.278708,4301.201329,5617.672454,3089.916904,4192.674159
Kank4,48.19605299,-2.138927887,0.546602404,-3.91313297,9.11E-05,0.001027017,154.4773386,23.4898171,82.98744068,13.49320846,8.064660078,6.663852968
Haus3,1228.680981,0.626737084,0.160232536,3.911422109,9.18E-05,0.001033544,1598.889651,2201.952855,355.5257402,725.0350678,1066.839319,1423.843251
Nfkbib,1303.534937,0.4897519,0.125325695,3.907833104,9.31E-05,0.001048227,948.5105378,1244.960306,1384.381397,1945.72066,918.2191546,1379.417564
4930452B06Rik,373.9132759,0.668814972,0.171215264,3.906281228,9.37E-05,0.001054188,300.0992884,523.735922,281.0256514,435.3808596,283.415197,419.822737
Csrp2,9078.388162,-0.465940723,0.119335485,-3.904460799,9.44E-05,0.001061358,13522.17876,10536.48796,9051.289269,7083.93444,8804.304617,5472.133929
Greb1,668.527011,-0.562345845,0.144103213,-3.902382433,9.53E-05,0.001069715,1139.393364,768.2040185,568.6525765,412.8921788,686.6482009,435.3717272
Fbxo48,119.8619857,1.159973624,0.297304317,3.901637334,9.55E-05,0.001072071,106.2646661,180.0885978,37.72156395,79.16015628,76.03822359,239.8987068
Tmem38b,1612.493495,-0.485068392,0.124329075,-3.901487972,9.56E-05,0.001072071,2197.120364,1428.528877,1813.464187,1402.394132,1641.734373,1191.719039
Hjurp,443.2316503,0.622466764,0.159584938,3.900535803,9.60E-05,0.001075492,355.1994856,516.7759762,351.7535838,546.0251689,339.8678176,549.7678698
Cnksr3,1639.49486,-0.45857794,0.117605539,-3.899288613,9.65E-05,0.00108024,1552.644843,1100.541431,2165.217771,1553.518067,1971.233342,1493.813707
Pdlim3,399.7953548,-0.797754474,0.204655569,-3.898034523,9.70E-05,0.001085039,55.10019722,34.79972904,1113.729176,743.0260124,311.0654602,141.0515545
Slc12a2,1946.002079,0.522375799,0.134023634,3.897639411,9.71E-05,0.001086,1837.001218,2263.722374,1078.836729,1798.194914,1920.541193,2777.716045
Gpr56,481.0802261,-0.612049246,0.157186981,-3.893765524,9.87E-05,0.001102677,559.857361,339.2973581,716.709715,478.5591266,467.7502845,324.3075111
Rab3d,3331.990293,-0.442310541,0.113601721,-3.893519723,9.88E-05,0.001102974,3689.745349,2957.976968,4422.853373,3052.163753,3411.351213,2457.851103
Zfr2,332.6307806,-0.702614834,0.180716774,-3.887933691,0.000101101,0.001127824,451.6248308,302.7576426,317.8041763,171.813521,459.6856245,292.0988884
Emp1,30001.46938,-0.400485289,0.103056575,-3.886072176,0.000101879,0.001135658,41289.72636,30479.34268,29055.03463,23651.79533,32218.31701,23314.60025
Popdc2,363.6803285,-0.696440425,0.179300975,-3.884197656,0.000102668,0.001143605,313.8743377,221.8482726,669.5577601,363.4170811,379.0390237,234.345496
Prkcg,44.10495149,-1.71665912,0.442185156,-3.88221788,0.000103508,0.001152103,84.61816001,28.70977646,60.35450232,23.38822799,56.45262055,11.10642161
Pcnt,2650.376552,0.498170188,0.128336583,3.88174734,0.000103709,0.001153479,2568.062763,3129.365634,2182.192474,3134.022551,1871.001138,3017.614752
Acyp2,1419.23798,-0.480330866,0.123762946,-3.88105553,0.000104004,0.001155909,1941.29802,1482.468457,1456.052368,1049.771618,1550.718924,1035.118494
Gprasp2,95.734613,1.233410846,0.318062926,3.8778831,0.000105369,0.001170216,76.74670327,127.8890042,51.86715043,143.0280096,44.93167758,129.9451329
Dnaaf2,903.6317259,0.517568494,0.133485142,3.877349091,0.000105601,0.001171919,647.4273173,953.5125756,865.7098926,1157.717286,721.2110298,1076.212254
Dcp2,4351.134236,0.561293849,0.144782484,3.8768077,0.000105836,0.00117366,4721.890115,5765.445108,1666.350087,3141.218929,4501.232418,6310.66876
Tulp1,189.8107089,-0.969735797,0.250198076,-3.875872314,0.000106243,0.001177309,441.7855098,281.007812,110.3355745,59.37011721,179.7267103,66.63852968
Cxcl14,1215.261265,-0.736276234,0.190008346,-3.874967853,0.000106639,0.001180818,493.9339108,425.4266875,2723.496917,1169.4114,1553.023112,926.2755625
Cd38,501.3961508,0.626880994,0.161933093,3.871234611,0.000108286,0.001197285,246.9669554,394.9769246,560.1652246,762.8160515,385.9515895,657.5001595
Wnt9a,680.5168443,-0.547047671,0.141305091,-3.871393919,0.000108215,0.001197285,696.623922,502.8560846,879.8554791,598.1989083,850.2455911,555.3210806
Cse1l,6480.007321,0.592148871,0.153098502,3.867763978,0.000109838,0.001213555,6512.646525,8543.333479,2626.36389,5350.506927,6929.847196,8917.345913
Cdc42ep3,4163.33722,-0.427103029,0.110516038,-3.864624868,0.00011126,0.001228363,5791.424301,4659.683718,3545.827011,2520.53134,4924.051025,3538.505926
Igsf8,8569.693266,-0.420149991,0.108726222,-3.864293114,0.000111411,0.00122913,10519.21801,7729.019819,9337.973155,7619.165042,9558.926381,6653.857188
Dek,2706.956341,0.624224433,0.161747916,3.859242509,0.000113739,0.001253887,3738.941954,4705.793359,669.5577601,1419.48553,2387.139383,3320.820062
Paqr6,151.8293725,-0.919745068,0.23840996,-3.857829882,0.000114398,0.001260228,183.0113693,108.7491532,203.6964453,102.5483843,209.681162,103.289721
Bcl2l11,1337.537474,0.520057654,0.134871038,3.855962412,0.000115275,0.001268958,941.6230132,1168.400902,1341.944637,2004.19123,991.9531896,1577.111869
Pip4k2a,2655.789745,-0.457793845,0.118771938,-3.854393996,0.000116017,0.001276183,3726.150837,2675.22917,2319.876183,1869.259145,3205.126334,2139.096803
Pik3r5,241.6255625,1.227487839,0.318570274,3.853114804,0.000116625,0.001281932,316.826134,387.1469855,120.7090046,298.6496805,58.75680914,267.6647609
Zbtb46,989.3241849,0.536434657,0.139261419,3.851997631,0.000117158,0.001286853,860.9405815,1224.950462,761.0325526,1252.169745,798.4013477,1038.450421
Emc9,423.8384396,-0.62703788,0.162792867,-3.851752799,0.000117275,0.001287198,535.2590587,361.917182,584.6842412,351.7229671,425.1227955,284.3243933
Ankrd28,6344.17056,0.554476684,0.144043934,3.849358101,0.000118428,0.001298896,7190.575737,8883.50083,2523.572628,4783.792172,6229.373863,8454.208131
1110007C09Rik,2277.486521,-0.447547727,0.116287783,-3.848622073,0.000118784,0.001301453,2670.391701,2118.433505,2866.83886,2007.789418,2341.055611,1660.410031
Traf2,3264.634109,0.450037148,0.116937764,3.848518493,0.000118834,0.001301453,2331.919061,3386.883629,3457.181336,4238.66655,2536.911642,3636.242436
Cenpk,430.5204286,0.648133145,0.168457169,3.847465489,0.000119346,0.001306104,426.0425964,743.8442082,189.5508588,296.8505861,385.9515895,540.8827325
Ido2,20.05928837,2.701907249,0.702404724,3.846653015,0.000119742,0.001309486,4.919660466,23.4898171,3.772156395,51.27419214,6.912565781,29.98733835
Car12,79.60501444,1.316295679,0.342235959,3.846164161,0.000119981,0.001311144,21.64650605,64.37949872,73.5570497,133.1329901,46.08377187,138.8302702
Srsf7,4644.187292,0.419601365,0.109101774,3.845962822,0.00012008,0.001311266,4633.336227,5882.894194,3488.301626,5017.674452,3827.257254,5015.66
Apitd1,261.0533117,0.757579113,0.197045114,3.844698798,0.000120701,0.001317085,152.5094744,294.9277036,244.2471266,400.2985176,187.7913704,286.5456776
Cdh26,375.9277238,0.711010448,0.185171253,3.8397453,0.000123162,0.001342967,226.3043814,394.1069313,381.930835,515.4405631,255.7649339,482.018698
Gpc1,13533.53286,0.519992978,0.13551175,3.837253799,0.000124418,0.001355676,12469.37142,14459.28742,10493.19605,18085.39707,10381.52171,15312.42348
Lrdd,646.5651645,0.602257245,0.156986397,3.836365791,0.000124868,0.001359398,460.4802196,781.2539169,574.3108111,736.7291818,508.0735849,818.5432728
Ssrp1,14700.23331,0.379996071,0.099054725,3.836223592,0.000124941,0.001359398,11558.2503,15071.76265,14684.06181,18868.00316,12101.59849,15917.72346
Eps8l2,229.8297203,-0.908217452,0.236846348,-3.834627213,0.000125755,0.001365143,256.8062763,162.6887332,334.77888,125.037065,305.3049887,194.3623782
Kcnj8,99.00504744,-1.265348829,0.329961102,-3.834842417,0.000125645,0.001365143,82.65029583,31.31975613,252.7344784,143.9275569,64.51728062,18.88091674
Slc1a6,9235.200348,-0.471299062,0.122908461,-3.834553428,0.000125793,0.001365143,13210.27228,11244.66245,8713.681272,5618.572002,9875.752313,6748.261772
Slc5a7,429.8887662,-0.685923883,0.178887191,-3.834393508,0.000125874,0.001365143,980.9802969,669.894784,135.7976302,90.85427028,459.6856245,242.1199912
Ttll7,3399.718461,-0.448093522,0.116864564,-3.834297649,0.000125924,0.001365143,6355.21739,4617.924043,1456.052368,1180.205966,4062.284491,2726.626506
Pgm5,1195.997184,-0.737602958,0.192464899,-3.832402481,0.000126898,0.001374712,800.9207239,646.4049669,2315.160987,1529.230292,1344.494044,539.7720904
Nolc1,3697.162962,0.422055446,0.110148686,3.831688423,0.000127267,0.001377714,3046.253761,4037.638562,3423.231928,4894.436481,2989.6847,3791.732339
Fsd1l,582.1200168,0.57620463,0.150465804,3.829472319,0.000128418,0.001389177,651.3630457,1008.322149,191.436937,294.1519444,562.2220169,785.224008
Tex30,677.1612834,0.635556129,0.16607103,3.827013835,0.000129707,0.001402109,637.5879964,949.1626095,395.1333823,765.5146932,571.4387712,744.130248
Coro2a,63.14149943,1.909364012,0.499066607,3.825870103,0.000130311,0.001407621,96.42534513,178.3486113,11.31646918,54.87238106,3.456282891,34.429907
Ahctf1,11337.48064,0.564036117,0.14744899,3.825296578,0.000130615,0.001409888,12702.56332,15737.30746,4066.384593,7944.80114,11789.38094,15784.4464
Zbtb7b,5229.198189,-0.436418512,0.114113031,-3.824440628,0.000131069,0.001413777,5404.738988,4443.925398,6984.147565,4745.111641,5687.889544,4109.375997
Alg13,551.7057024,0.641504465,0.167981814,3.818892356,0.000134052,0.001444914,575.6002745,794.3038153,260.2787912,496.5500712,481.5754161,701.9258459
Tifa,1344.093093,0.626036188,0.163954253,3.818358945,0.000134342,0.001447001,1081.34137,1245.8303,1044.887321,1897.145109,1014.995076,1780.359384
Gdf15,1751.290594,-0.611751344,0.160265585,-3.817109852,0.000135024,0.001453301,1804.531459,1555.547888,2465.104204,1295.348012,2092.203243,1295.00876
Ifngr2,12549.15767,0.384679527,0.100848704,3.814422112,0.000136502,0.001468155,10089.23968,12901.99954,12721.59744,16313.28903,9871.143936,13397.67639
Ubqln2,1802.462193,0.450012027,0.118056099,3.811849042,0.000137931,0.001482463,1304.693956,1676.476946,1323.083855,1901.642845,1936.670513,2672.20504
Dtx4,6575.115398,0.44304309,0.116343159,3.808071702,0.000140055,0.001504209,3403.42111,4154.217654,6374.944307,9749.292884,6727.078599,9041.737835
Ano5,161.1781512,-1.017972876,0.267372652,-3.80731862,0.000140482,0.001507716,478.1909973,262.7379542,28.29117296,14.39275569,129.0345612,54.4214659
Casp8ap2,3330.980174,0.609938755,0.160248398,3.806208128,0.000141114,0.001513416,4302.735044,5518.367032,575.2538502,1216.187856,3586.469546,4786.867715
Ints7,2613.997407,0.483766228,0.127337419,3.799089328,0.000145229,0.001556437,2195.1525,2972.766853,2432.097835,3027.875978,1926.301664,3129.78961
Ptpn22,31.46490747,2.508710145,0.660609534,3.797568784,0.000146122,0.001564895,28.5340307,56.54955969,4.715195493,37.78098368,3.456282891,57.75339239
Tmem173,3449.738337,0.41321867,0.108908658,3.794176484,0.000148134,0.001585312,2182.361383,2794.418242,4279.51143,5650.955702,2415.941741,3375.241528
Myo1d,8011.524469,-0.49270727,0.129905684,-3.792807624,0.000148954,0.001592943,9795.043988,7140.904398,8335.522593,6944.504619,9966.767762,5886.403455
Klk8,678.5434782,-0.596742455,0.15737889,-3.791756657,0.000149585,0.001597424,949.4944699,686.4246553,938.3239032,518.1392048,566.8303941,412.0482418
Tmbim1,18768.29989,-0.397547508,0.104842215,-3.791864827,0.00014952,0.001597424,19099.10586,15699.02776,24140.85789,17831.72475,20829.86489,15009.21817
Ppih,962.8231768,0.494911458,0.130659958,3.787782155,0.000151998,0.001621336,693.6721257,1030.941973,1033.570852,1405.092774,676.2793523,937.3819841
Psmd10,2516.233296,0.45495089,0.120112316,3.787712228,0.000152041,0.001621336,2093.807494,2816.168072,2212.369725,3372.402567,2041.511094,2561.140824
Cnn2,48294.01349,-0.39313837,0.103827156,-3.786469617,0.000152803,0.001628305,55063.79173,44810.74109,56797.35884,40209.7612,52583.8879,40298.54018
Nanos1,897.0488939,0.494967568,0.130730137,3.786177998,0.000152982,0.001629059,708.4311071,989.1822979,732.7413797,1016.48837,791.4887819,1143.961426
Tnc,84186.79729,-0.37505739,0.099073556,-3.785645774,0.00015331,0.001631392,49746.6227,39160.13509,163848.3282,120823.5858,73494.39939,58047.71256
Rnf19b,5840.060763,0.53217267,0.140648895,3.783696063,0.000154516,0.001643066,4393.256796,5095.550324,5105.61368,9008.965513,4618.746036,6818.232228
Prdm6,1311.258836,-0.564891277,0.149337085,-3.782659046,0.000155162,0.00164876,1802.563595,1494.648362,1182.57103,671.9617812,1644.038562,1071.769686
F730043M19Rik,297.286371,0.7111011,0.18809222,3.780598165,0.000156452,0.001661292,204.6578754,305.3676223,206.5255626,386.8053091,264.9816883,415.3801683
Piwil4,101.0704131,1.166201078,0.308488308,3.780373669,0.000156593,0.001661615,45.26087629,112.2291261,62.24058051,177.2108044,80.64660078,128.8344907
Il13ra2,15.40223214,3.305433825,0.874898922,3.778075093,0.000158045,0.001675257,1.967864186,9.569925485,1.886078197,18.89049184,3.456282891,56.64275022
Rcl1,1587.053435,0.446849796,0.118277267,3.777985474,0.000158102,0.001675257,1001.642871,1417.218965,1774.799584,2357.713291,1264.999538,1705.94636
Plekhh3,2587.920962,-0.423110411,0.112061495,-3.775698442,0.00015956,0.001689511,2613.32364,2053.184013,3290.263415,2430.576617,2997.74936,2142.428729
Inhba,4978.465235,-0.444109603,0.117637748,-3.775230403,0.00015986,0.001691493,9076.77356,7029.545266,1847.413594,1465.362438,6343.431199,4108.265354
Nfic,4679.130335,0.465101498,0.123272126,3.772965646,0.000161319,0.001704523,3072.819927,4863.262133,3919.270494,5415.274328,4903.313327,5900.841803
Isoc2b,622.7070012,-0.541910831,0.14375075,-3.769794816,0.000163382,0.00172511,626.7647434,443.6965452,806.2984294,530.732866,783.4241219,545.3253012
Tom1,3411.834173,-0.443831125,0.117751572,-3.769216119,0.000163761,0.001727898,3622.837967,2905.777375,4278.568391,3222.17818,3887.166158,2554.476971
Ankrd32,1339.773458,0.564378054,0.149903927,3.764931737,0.000166595,0.00175656,1569.371689,2006.204379,356.4687793,663.8658561,1443.574154,1999.15589
Nuak1,13568.77338,-0.485107169,0.128883059,-3.763932758,0.000167262,0.001762358,20440.2053,17291.98536,12800.81273,9227.55549,13554.3894,8097.691998
Tnfsf8,86.64170986,1.585952305,0.421943513,3.758683937,0.000170809,0.001798474,19.67864186,23.4898171,36.77852485,192.5031073,54.14843195,193.2517361
Copz2,8618.226805,-0.452654754,0.120437385,-3.758423976,0.000170987,0.00179908,9439.844502,8055.267279,10624.27849,7053.349834,9792.801523,6743.819203
Ctif,2197.701055,-0.43019252,0.114566559,-3.75495714,0.000173371,0.001822888,2593.644998,1973.144636,2340.623043,1799.094461,2637.143846,1842.555346
Galnt2,23713.8778,-0.381767184,0.101772985,-3.751164243,0.000176015,0.001849394,22960.05539,18718.77425,29968.83952,22217.91705,27698.65109,20719.02952
Slc9a1,1564.008223,0.465359451,0.124087599,3.750249452,0.000176659,0.001854855,1153.168413,1608.617475,1386.267475,2068.059083,1399.794571,1768.142321
Ptchd4,284.8336404,0.708292877,0.188922745,3.749113842,0.000177461,0.00186197,285.340307,470.6663352,182.006546,268.0650747,179.7267103,323.1968689
Pik3r3,4029.598115,0.606852981,0.161889373,3.748565895,0.000177849,0.001864738,3850.126281,4991.151137,1546.584122,3282.447844,4585.335302,5921.944004
Itga10,420.5352215,-0.646230498,0.172445902,-3.747438997,0.000178649,0.001870519,654.314842,413.2467823,463.9752365,259.0696024,420.5144184,312.0904473
Tmem40,157.6996886,-0.932399953,0.248800276,-3.747584084,0.000178546,0.001870519,202.6900112,100.049221,220.6711491,144.8271041,193.5518419,84.40880426
Marcksl1,10165.27022,0.497747953,0.132883177,3.745755964,0.000179851,0.001880481,5390.963939,8939.180396,12670.67333,14569.06695,7838.849596,11582.8871
Stim1,4672.070349,-0.448269021,0.119672073,-3.745811438,0.000179812,0.001880481,4638.255887,3703.561163,6534.317915,4172.100055,5068.062812,3916.124261
Tspan17,3334.798353,-0.437624419,0.116904454,-3.743436664,0.00018152,0.00189661,3774.36351,3080.646013,4169.175855,2811.085095,3565.731849,2607.787795
Srpx2,8446.395747,-0.383649725,0.102510355,-3.742546061,0.000182165,0.001902022,11685.17754,8906.120654,9872.676324,7316.017626,7175.243281,5723.139057
L3mbtl3,1872.099764,0.476771742,0.127467372,3.740343386,0.000183769,0.001917434,1718.929367,2181.943011,1295.735722,2060.862705,1701.643276,2273.484504
Aldh3a1,367.6702813,0.842588751,0.225454891,3.737283084,0.000186019,0.001939566,68.87524652,148.7688416,383.8169132,471.3627488,349.084572,784.1133658
Thrb,452.1566279,-0.729878482,0.195590191,-3.731672212,0.000190213,0.001981913,838.3101434,453.2664707,242.3610484,201.4985796,652.085372,325.4181532
Mxra7,8153.578715,-0.457557509,0.122638724,-3.730938259,0.000190768,0.001986317,8814.063691,7407.122326,10081.08796,7352.899062,9367.678728,5898.620518
Mlkl,3427.665799,0.45137141,0.121002113,3.730277099,0.000191269,0.001990156,2865.210255,3711.391102,2722.553878,4259.356136,3099.133659,3908.349765
Pofut2,12469.4903,-0.381870823,0.102387105,-3.729676935,0.000191725,0.001993519,13395.25152,10786.17602,15047.13186,11537.59278,13886.19256,10164.59706
Mcph1,1724.4996,0.490208494,0.131533626,3.726868242,0.000193874,0.002014461,1669.732762,2020.124271,1220.292594,1893.54692,1429.749022,2113.552033
Gria1,38.31451815,-1.740429305,0.467205846,-3.725187341,0.00019517,0.002025127,49.19660466,10.43991871,69.7848933,20.6895863,56.45262055,23.32348539
Lonrf3,419.8833576,0.628076311,0.168595925,3.725335055,0.000195056,0.002025127,510.6607564,704.694513,186.7217415,307.6451528,306.457083,503.120899
Nfkbiz,2747.774531,0.646368165,0.173698162,3.721214764,0.000198267,0.002055836,1458.187362,1840.035673,2470.762439,3324.726564,2267.321576,5125.613574
Cxcl1,842.6193957,2.963157349,0.796576289,3.719866368,0.000199328,0.002065415,88.55388839,716.8744182,459.2600411,1193.699175,110.6010525,2486.727799
Ces2g,1739.668113,0.616545986,0.165816217,3.718249014,0.000200608,0.002077246,1378.488863,2317.661954,1830.438891,2066.259988,979.2801523,1865.878831
Fxyd1,890.7895209,-0.505290267,0.135958955,-3.716491248,0.000202009,0.002090302,1303.710023,856.0733343,1175.969756,823.0857159,671.6709751,514.2273207
Nr4a1,788.8479916,-0.656030783,0.176836773,-3.70980974,0.000207415,0.002144766,630.7004717,539.3958001,1358.919341,701.6468398,949.3257006,553.0997963
Luzp2,128.5726381,-1.346908162,0.363117959,-3.709285455,0.000207845,0.002147732,431.9461889,91.34928872,39.60764214,29.68505861,124.4261841,54.4214659
Aldoc,260.7759351,-0.791389568,0.213368323,-3.709030257,0.000208055,0.002148418,502.7892996,341.9073378,268.7661431,161.9185015,199.3123134,89.96201506
Ilvbl,4541.648802,-0.407224239,0.109972228,-3.70297345,0.000213087,0.002198872,4828.154781,3934.109368,5826.095552,4147.81228,4895.248667,3618.472161
Epb4.1l4b,372.2480972,-0.630954648,0.170462584,-3.701426044,0.000214391,0.002210807,555.9216327,387.1469855,462.0891584,288.754661,334.1073461,205.4687998
Eif2ak2,6137.943807,0.64985479,0.175590927,3.700958811,0.000214786,0.002213361,7583.164642,9773.5039,1408.900413,3282.447844,6429.838271,8349.807768
Eri2,914.369202,0.593814679,0.160487984,3.700056931,0.000215551,0.002219718,992.787482,1318.909731,344.209271,659.36812,915.914966,1255.025642
Mybbp1a,9247.614815,0.383239516,0.103641276,3.697749877,0.000217519,0.002238447,6214.515101,8525.063621,10126.35384,12609.85308,7833.089124,10176.81412
Tspan7,884.0303671,-0.495135731,0.133921452,-3.697210005,0.000217982,0.002241674,1072.485982,715.1344317,1288.191409,926.5336474,745.4050101,556.4317228
Plagl1,544.8557378,-0.578820552,0.156587742,-3.696461446,0.000218625,0.002245213,767.4670327,544.6157594,496.0385659,355.321156,695.8649553,409.8269575
Ttyh2,4809.251877,0.431790595,0.11680911,3.696548973,0.00021855,0.002245213,3496.894659,4165.527566,4885.88557,7107.322668,3808.823745,5391.057051
Syt17,442.499194,0.709867803,0.192093182,3.695434668,0.000219511,0.002252765,254.8384121,452.3964775,483.7790576,601.7970972,286.8714799,575.3126395
Tmem62,1591.146345,-0.431164733,0.116826494,-3.69064173,0.000223689,0.002294074,2008.205402,1474.638518,1711.615964,1279.156162,1762.704274,1310.55775
Jund,6729.69378,-0.386568721,0.104766914,-3.689797725,0.000224432,0.002298559,6468.369581,5214.739396,8499.611396,6448.854095,7937.929705,5808.658503
Thbs2,78541.65396,-0.462227817,0.125271869,-3.689797413,0.000224433,0.002298559,110643.1639,72091.98867,69260.56356,60876.85882,94945.2431,63432.10576
Nup160,2091.974943,0.569120393,0.15426915,3.689139362,0.000225014,0.00230137,2256.15629,2880.547571,901.5453783,1764.012119,2050.727848,2698.860452
Tinf2,1429.321921,0.457295677,0.123952222,3.689289857,0.000224881,0.00230137,1134.473703,1642.547211,1379.666201,1750.518911,1107.162619,1561.562879
Kctd12,2994.497814,0.628490699,0.170421041,3.687870314,0.000226139,0.002311299,3954.423083,4403.035716,1162.767209,2392.795633,2311.10116,3742.864083
Pdk4,1500.848315,0.497332498,0.134865556,3.687616867,0.000226364,0.002312027,1548.709115,1886.145314,901.5453783,1307.941673,1294.95399,2065.79442
