gene_names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Exp.1.Basal,Exp.1.TW.100,Exp.2.Basal,Exp.2.TW.100,Exp.4.Basal,Exp.4.TW.100
Zhx2,2820.994324,0.130651017,0.113351109,1.152622313,0.249065441,0.505338455,2704.829324,2877.937591,2489.623221,2939.720349,2892.908779,3020.946679
Aatf,2402.943709,0.132215822,0.11477619,1.151944681,0.249343806,0.505834839,2070.193124,2193.252923,2464.161165,2903.73846,2330.686763,2455.629819
5031414D18Rik,96.79006404,-0.375343796,0.325883871,-1.151771627,0.24941493,0.505910722,95.44141304,111.3591329,109.3925354,79.16015628,120.9699012,64.41724535
Lin7b,21.33704212,-0.734683982,0.637923322,-1.151680706,0.249452303,0.505918135,20.66257396,20.87983742,40.55068124,10.79456677,19.58560305,15.54899026
6720456H20Rik,2774.202164,0.138511013,0.120301453,1.151366089,0.249581659,0.506043677,3169.245272,3166.775342,1879.476924,2314.535024,2932.079986,3183.100434
Sphk2,2267.267849,-0.135809274,0.117951785,-1.151396507,0.24956915,0.506043677,2104.630747,2088.853735,2777.250146,2356.813744,2255.800633,2020.258091
Atxn10,10532.51487,-0.119975008,0.104229434,-1.151066479,0.249704887,0.506225122,10012.49298,9843.103358,11785.15962,10577.77588,11139.59976,9836.957622
Cast,13683.4477,0.162886293,0.141542274,1.150796068,0.249816143,0.506245462,16637.30776,16390.67238,6263.665693,9078.23065,16994.54297,16736.26673
Gpr21,44.03171149,0.548829737,0.476874705,1.150888759,0.249778003,0.506245462,58.0519935,46.10964097,11.31646918,20.6895863,39.17120609,88.8513729
Srp72,15765.32338,0.146914926,0.127657435,1.150852875,0.249792768,0.506245462,15983.97685,16726.48976,11247.62733,15086.3066,18067.14276,17480.39698
Clcn7,7390.933795,-0.117490105,0.102156596,-1.150098084,0.250103475,0.506455839,7307.663656,6876.426458,8089.389388,7531.908961,7677.556394,6862.657914
Dtnbp1,3747.93612,0.122724124,0.106683029,1.150362199,0.249994723,0.506455839,2636.93801,2809.208127,4608.632075,4962.802071,3515.0397,3954.996736
Ogfr,7643.209549,0.127446579,0.110814553,1.150088826,0.250107288,0.506455839,5532.65016,6702.427813,8830.61812,9218.560018,7668.33964,7906.661546
Rgs14,40.09625465,-0.558594448,0.485712372,-1.150051925,0.250122485,0.506455839,106.2646661,85.25933614,21.68989927,12.59366123,9.216754375,5.553210806
Xiap,5891.028537,0.159916944,0.139040401,1.150147318,0.2500832,0.506455839,7948.203449,7421.91221,1526.780301,2136.424672,7864.19567,8448.654921
Zbtb21,2355.669912,0.134138317,0.116635423,1.150064994,0.250117103,0.506455839,2445.071252,2463.820816,2086.945525,2373.905141,2212.02105,2552.255687
Ccdc158,36.10310859,0.535747498,0.465963404,1.149763036,0.250241484,0.50662842,31.48582698,39.14969517,16.03166468,35.08234199,43.77958328,51.08953942
AI429214,202.5182305,0.258408679,0.22482136,1.149395585,0.2503929,0.506798201,183.9953014,175.7386316,184.8356633,260.8686968,180.8788046,228.7922852
Slc18a1,53.0449426,-0.432821135,0.376538646,-1.149473341,0.250360854,0.506798201,53.13233303,36.53971549,78.27224519,67.46604229,49.54005477,33.31926484
Nup62cl,36.02870176,-0.522822771,0.45495592,-1.149172367,0.250484913,0.506916055,29.5179628,25.22980355,48.09499403,35.98188922,50.69214906,26.65541187
Cyb5d1,1141.6242,-0.15470542,0.134656881,-1.148886112,0.250602945,0.507018148,1298.790363,1124.031248,1072.235455,1092.050338,1241.957652,1020.680146
Zzz3,8712.982141,0.177724164,0.154690788,1.148899463,0.250597439,0.507018148,11147.95062,10877.5253,3573.175145,5521.420901,10775.53796,10382.28292
Zdhhc13,2350.599437,0.157895758,0.137462476,1.14864625,0.250701878,0.507149923,2737.299083,2706.548926,1575.818334,2150.817428,2428.614778,2504.498074
Abhd10,928.6726835,0.174801496,0.152243423,1.148171079,0.250897946,0.507409729,1018.369716,943.9426501,742.1717707,961.6159894,866.3749112,1039.561063
Cdkn2d,101.4764495,0.331133167,0.28839731,1.148183966,0.250892627,0.507409729,70.84311071,89.60930227,138.6267475,147.5257458,64.51728062,97.73651019
Mst1,28.19357309,0.591072025,0.514893055,1.147951054,0.25098877,0.507525001,21.64650605,33.05974259,19.80382107,21.58913353,24.19398023,48.8682551
Mlycd,1121.347936,-0.152080231,0.132511593,-1.147674911,0.251102792,0.507687144,1009.514328,994.4022572,1421.159922,1156.817738,1123.291939,1022.901431
Alas2,31.8672777,0.606023168,0.528114444,1.147522426,0.25116577,0.507746054,30.50189489,24.35981033,11.31646918,26.08686968,33.41073461,65.52788751
Tvp23b,3993.339067,-0.140541802,0.122504595,-1.147236981,0.251283691,0.507916005,4628.416566,4082.878209,3671.251211,3835.669391,4277.726124,3464.092901
Mpp4,37.85492857,-0.512684276,0.446955331,-1.147059315,0.251357107,0.507962578,43.2930121,29.57976968,38.66460305,35.98188922,51.84424336,27.76605403
Slx4,2206.417197,0.129362078,0.112781272,1.147017368,0.251374443,0.507962578,2133.164778,2390.741385,2033.192297,2257.863549,2156.720524,2266.820651
Arglu1,2918.945648,0.155282886,0.135411238,1.146750362,0.25148481,0.508117167,3935.728373,3761.850709,1788.94517,2409.887031,2706.269503,2910.993105
Mkl1,4147.357384,-0.15460153,0.134894664,-1.146090773,0.251757595,0.508599833,3210.57042,3527.822531,5113.157993,3939.117322,4895.248667,4198.22737
Prkaa1,6817.955397,0.163967124,0.14311438,1.14570684,0.251916473,0.508666384,8631.052322,8253.625734,2764.990637,4001.186081,8542.779211,8714.098397
Rapgef1,13482.57221,-0.117280574,0.102354668,-1.145825358,0.251867421,0.508666384,12706.49905,12373.04366,15763.84157,13965.47075,13669.59883,12416.97936
Tmed5,7748.184724,-0.151455703,0.132196813,-1.145683469,0.251926146,0.508666384,14233.56166,11166.36305,1750.280567,1941.222923,9431.043914,7966.636223
Ttc17,3788.312937,0.123799085,0.108035747,1.145908545,0.251832995,0.508666384,3736.97409,3880.169788,3501.504173,3982.295589,3640.617978,3988.316001
Cbr3,2676.805463,0.131578561,0.114900271,1.145154486,0.252145168,0.508699132,1970.815983,2167.153126,3403.428107,3466.855026,2322.622102,2729.958432
Lpxn,167.68785,-0.284593472,0.248525787,-1.145126527,0.252156748,0.508699132,404.3960903,342.777331,69.7848933,66.56649506,73.734035,48.8682551
Pet100,1156.719307,-0.15018921,0.131132982,-1.145319872,0.252076677,0.508699132,1165.95953,1010.062135,1496.60305,1264.763406,1000.01785,1002.909872
Sh2d5,366.4484245,0.215566737,0.188206738,1.145372045,0.252055073,0.508699132,44.27694419,48.71962065,703.5071676,773.6106182,276.5026312,352.0735651
Smad1,5039.411733,0.129295941,0.112915205,1.145071126,0.252179695,0.508699132,3145.630902,3156.335424,6125.038946,7351.099968,5016.218569,5442.14659
Zfp114,84.45178755,0.346973914,0.302969346,1.145244294,0.252107974,0.508699132,89.53782048,108.7491532,39.60764214,52.17373937,94.47173234,122.1706377
Lpar4,675.5129518,0.200167554,0.174835395,1.14489148,0.252254114,0.508780847,1277.143857,1153.611018,160.3166468,224.8868076,551.8531682,685.2662135
Dkk3,14941.4724,-0.113338805,0.099003931,-1.144790959,0.252295762,0.508796453,17063.35036,15600.71853,14087.11806,13191.86014,15449.58452,14256.20278
Tmem51,396.042394,0.240612682,0.210234432,1.144497027,0.25241757,0.508973689,140.7022893,121.7990516,661.0704082,755.6196736,266.1337826,430.9291586
Steap2,12520.70722,0.14073495,0.122998415,1.144201337,0.252540149,0.509152431,12148.60955,11262.06231,10006.58788,11936.0922,13462.22186,16308.6695
Krit1,4806.476738,0.171923458,0.150287194,1.143966119,0.252637688,0.509266843,6995.757183,6718.957684,1387.210514,2078.85365,5824.988765,5833.092631
Rpl38,12092.56084,-0.113908889,0.099579342,-1.143900795,0.252664781,0.509266843,11316.203,10432.95877,13640.11752,12779.8675,12744.46711,11641.75113
Mios,2760.103039,0.208090535,0.181949266,1.143673398,0.25275911,0.509320129,3796.993948,3478.232917,1175.969756,2043.771308,3068.027113,2997.623193
Mir126,23.89995047,-0.702876056,0.614563794,-1.143699097,0.252748448,0.509320129,6.887524652,1.739986452,40.55068124,25.18732245,35.7149232,33.31926484
4932415G12Rik,603.2643633,-0.173745814,0.151978781,-1.143224156,0.252945535,0.50942617,770.418829,647.2749601,481.8929794,483.95641,676.2793523,559.7636493
Dhx40,4085.631591,0.182354583,0.159498276,1.143301282,0.252913523,0.50942617,4551.669863,4320.38636,1856.843985,2903.73846,5468.991627,5412.159252
Itprip,3972.59559,-0.131847626,0.115330125,-1.143219315,0.252947545,0.50942617,3230.249062,3263.34459,5172.569456,4328.621273,4126.801771,3713.987387
Ubl5,3946.036624,-0.128137574,0.112063161,-1.14344065,0.252855683,0.50942617,3719.263312,3693.991237,4810.442442,4347.511765,3834.16982,3270.841165
Slc5a8,95.57425057,0.326189039,0.285350899,1.143115514,0.252990634,0.509444567,120.0397154,145.2888687,60.35450232,77.36106182,74.8861293,95.51522587
Pde8a,2302.381829,-0.127867216,0.111868665,-1.143011903,0.253033649,0.509450377,2848.48341,2575.179949,2152.958262,2037.474477,2215.477333,1984.717542
Usp48,4931.457982,0.137546667,0.120344082,1.142944999,0.253061428,0.509450377,5382.10855,5448.767574,3880.605891,4932.217465,4887.184007,5057.864402
Csda,16760.71884,0.114593954,0.100283887,1.142695574,0.253165008,0.509453833,12800.95653,14380.98802,18744.78816,20204.73034,16812.51207,17620.33789
Mrpl10,4125.622001,-0.128489353,0.112441294,-1.142723896,0.253153245,0.509453833,3811.752929,3602.641949,5166.911222,4313.32897,3987.398361,3871.698574
Zfp511,1077.299923,-0.150441629,0.131637813,-1.142845095,0.253102912,0.509453833,1079.373506,917.8428534,1343.830716,1164.913663,981.5843409,976.2544597
Chst1,273.9278605,0.267638031,0.234291455,1.142329461,0.2533171,0.509633054,97.40927723,127.019011,445.1144546,380.5084785,228.1146708,365.4012711
Gmcl1,2015.150326,0.149348574,0.130751075,1.142235922,0.253355968,0.509633054,2235.493716,2363.771595,1385.324436,1798.194914,2159.024712,2149.092582
Pdcd6ip,14563.9766,-0.116354627,0.101861233,-1.142285667,0.253335297,0.509633054,16105.98443,14546.28674,13299.68041,12941.78601,16103.97408,14386.14791
Foxk2,8089.600391,0.116768986,0.10224428,1.142058863,0.253429553,0.509712737,7650.072025,8427.62438,8306.288381,8672.534849,7342.296954,8138.785758
Paics,19377.71563,0.12017428,0.105239034,1.141917361,0.253488371,0.509762703,18534.32884,19230.33027,17769.68574,20994.53281,19409.33262,20328.08348
Pdzk1,235.2641974,0.2413691,0.211428042,1.141613466,0.253614724,0.509948449,263.693801,267.9579136,165.0318423,239.2795633,223.5062936,252.1157706
Rnf115,2901.56879,0.160656575,0.140759404,1.141355895,0.253721851,0.510095491,3160.389883,3081.516006,1996.413772,2794.893245,3148.673713,3227.526121
Gm10804,20.02135449,0.706515129,0.61918449,1.141041386,0.253852701,0.510290183,9.839320932,12.17990516,18.86078197,24.28777522,14.97722586,39.98311781
Sema3a,2177.269863,-0.135774375,0.119005302,-1.140910303,0.253907252,0.510331467,2173.505994,1912.245111,1486.22962,1487.851119,3231.624503,2772.162835
Ints12,1636.711292,0.159521174,0.139841899,1.140725165,0.253984311,0.510417975,1640.214799,1814.805869,1105.241824,1467.161533,1944.735173,1848.108556
Calhm2,2478.400105,-0.126956932,0.111330702,-1.140358676,0.254136902,0.510587851,2483.444603,2365.511581,2698.034861,2445.86892,2581.843319,2295.697347
Mirlet7c-2,21.26856155,-0.660893952,0.579535818,-1.140384997,0.254125941,0.510587851,27.55009861,17.39986452,24.51901657,11.694114,25.34607453,21.10220106
Rspo2,3220.855224,0.139579511,0.122412405,1.140239921,0.25418636,0.510613952,5909.496152,7073.044927,1181.627991,1134.329058,1867.544855,2159.088361
Tfpi,11529.85132,0.179161315,0.157136434,1.140164062,0.254217957,0.510613952,14487.41614,13542.31455,4832.132342,7555.297189,14405.78709,14356.16058
Glce,9194.556608,0.19480796,0.170934902,1.139661691,0.254427273,0.510965976,11054.47707,10649.58708,4305.916525,7222.464714,11351.58511,10583.30915
Ints8,3277.385398,0.183984354,0.161457683,1.139520589,0.254486086,0.51101569,4137.434452,4339.526211,1310.824347,2038.374024,4115.280828,3722.872525
Mtmr1,2438.322463,0.194999312,0.17114464,1.139383111,0.254543397,0.511062375,3020.671526,2716.988845,1164.653287,1889.049184,2868.714799,2969.857139
Lta4h,6825.479143,0.119484251,0.104877056,1.139279232,0.254586708,0.511080942,5649.738079,6303.100922,7671.623068,7865.640983,6346.887481,7115.884327
Map3k11,3515.853174,0.136082304,0.119455961,1.139183864,0.254626474,0.51109239,2498.203585,3048.456264,4584.113059,4487.841133,3065.722924,3410.782077
Mzt1,4318.319077,0.192131035,0.168690225,1.138957729,0.254720785,0.511144933,5584.798561,5164.279789,1857.787024,3044.067828,5154.469884,5104.511373
Ndn,7492.378863,-0.130652441,0.114707045,-1.139009731,0.254699096,0.511144933,5811.102942,5963.803564,9952.834647,8245.249915,7897.606405,7083.675705
Galnt13,55.8084655,-0.420505233,0.3692408,-1.138837401,0.254770979,0.511177289,63.95558606,38.27970194,66.95577601,55.77192829,59.90890344,49.97889726
Fcer1g,344.2980216,0.289753009,0.254456463,1.138713496,0.254822672,0.511212645,952.4462662,869.9932259,83.93047978,113.342951,14.97722586,31.09798052
4930443O20Rik,28.95751855,0.575295514,0.505295026,1.138533895,0.254897614,0.511226398,27.55009861,32.18974936,19.80382107,27.88596415,21.88979164,44.42568645
Oaf,19244.76875,-0.118296798,0.103902759,-1.138533754,0.254897673,0.511226398,17184.37401,16503.7715,22333.99497,21261.69834,20583.31671,17601.45697
Gtf2h2,1021.583702,0.188429897,0.165517879,1.13842624,0.254942542,0.511248049,1141.361228,1140.561119,701.6210894,1057.867543,1051.862093,1036.229136
Gm10638,158.2878572,-0.262416337,0.230553987,-1.138199082,0.255037362,0.511369849,122.0075796,94.82926163,203.6964453,173.6126155,190.095559,165.485682
Atp6v0a2,6392.742803,-0.121495325,0.106772861,-1.137885827,0.25516816,0.511563746,5778.633183,5656.695955,7687.654732,6650.352675,6562.329115,6020.791156
Nt5c2,2247.597253,0.133552898,0.117428795,1.137309615,0.255408877,0.511977928,2258.124154,2488.180626,1882.306041,2222.781207,2300.732311,2333.459181
B3gnt8,121.6098789,-0.327340482,0.287863315,-1.137138584,0.255480357,0.512052801,126.92724,141.8088958,170.6900769,123.2379706,103.6884867,63.30660319
Wash,3348.537022,-0.121873165,0.107211436,-1.136755274,0.255640605,0.512305549,3017.71973,2746.568614,4054.125085,3666.554512,3399.83027,3206.42392
Gpaa1,3812.90005,0.132328771,0.116441282,1.136442066,0.255771599,0.512499609,3199.747167,3787.080512,4326.663385,4241.365192,3428.632627,3893.911417
Bdp1,3986.540447,0.171789386,0.151200379,1.136170336,0.255885283,0.512522064,5974.43567,5661.915914,1117.501332,1672.258301,4705.153108,4787.978357
Gm20139,69.62819756,0.385185929,0.338993898,1.13626213,0.255846875,0.512522064,76.74670327,79.16938356,42.43675944,63.86785337,63.36518633,92.18329938
Lats2,19646.86284,0.112972274,0.099429031,1.136210138,0.255868629,0.512522064,20529.74312,21631.51157,15413.03103,17187.64893,20765.34761,22353.89478
1110008F13Rik,2401.929476,-0.139285352,0.122679591,-1.135358787,0.25622502,0.513080052,2032.803705,2062.753939,3382.681247,2760.71045,2190.131258,1982.496258
Rbm47,68.88310807,0.413266994,0.364002367,1.135341501,0.25623226,0.513080052,103.3128698,95.69925485,47.15195493,69.26513675,34.56282891,63.30660319
Fermt2,15866.10411,-0.148106455,0.130476383,-1.135120789,0.256324712,0.513128217,21739.9796,18711.8143,10343.25283,11410.75662,18591.34567,14399.47562
Tbxas1,98.10652678,0.395108115,0.34807557,1.135121649,0.256324352,0.513128217,203.6739433,279.2678255,39.60764214,36.88143645,9.216754375,19.9915589
2610002M06Rik,1754.287112,0.169710707,0.149562083,1.134717465,0.256493717,0.513398043,2135.132642,2081.023796,727.0831451,1047.072976,2240.823407,2294.586705
Syn3,212.441385,-0.257542595,0.227000559,-1.134546081,0.256565556,0.513473336,305.0189489,218.3682997,147.1140994,161.9185015,252.308651,189.9198096
Sh3bp5l,3235.201136,-0.135923652,0.119832859,-1.134276972,0.256678385,0.513562141,3131.855853,3155.46543,3992.827544,3236.570935,3064.57083,2829.916227
Zfp532,3931.86814,0.121898223,0.107466566,1.134289743,0.25667303,0.513562141,4004.603619,4231.647051,3518.478877,4023.674762,3781.173482,4031.631045
Tenm3,5802.351635,-0.176867695,0.155958516,-1.134068852,0.256765668,0.513668278,9502.816156,6213.49162,4808.556364,5238.96307,4589.943679,4460.33892
Chst13,40.99679277,0.538129863,0.474576137,1.133916817,0.256829442,0.513712456,10.82325303,10.43991871,42.43675944,95.35200643,39.17120609,47.75761293
Gm6654,965.9363513,-0.145477476,0.128312886,-1.133771363,0.256890466,0.513712456,928.831896,829.1035443,1104.298785,1020.086559,1009.234604,904.0627193
Slc25a20,4751.516971,-0.120604811,0.106369192,-1.13383217,0.256864954,0.513712456,4238.779457,3979.349015,5574.304112,4865.65097,5051.933492,4799.084779
D330023K18Rik,146.3195042,-0.269022457,0.237335659,-1.133510481,0.256999942,0.5137779,146.6058819,113.9691126,188.6078197,159.2198598,144.0117871,125.5025642
E330013P04Rik,16.40728245,-0.776876399,0.685409474,-1.133448585,0.257025921,0.5137779,22.63043814,6.959945807,11.31646918,9.895019535,27.65026312,19.9915589
Fez1,3249.477596,-0.130461018,0.115089453,-1.133561897,0.256978363,0.5137779,2872.09778,2838.787896,4328.549463,3616.179867,3035.768472,2805.482099
Dusp11,10328.60664,0.145167879,0.128141107,1.132875167,0.25726668,0.514090896,11304.39582,11331.66177,7312.325171,9832.950777,11072.77829,11117.52803
Rbm12b2,763.1752528,0.196127402,0.17313035,1.132830851,0.257285293,0.514090896,1059.694864,1017.022081,291.3990815,446.1754263,862.9186284,901.8414349
Wnk4,50.52688277,0.467268882,0.412425398,1.13297795,0.257223513,0.514090896,48.21267257,65.24949194,52.81018953,50.37464491,27.65026312,58.86403455
Rpl27a,29195.58915,-0.111730005,0.098661092,-1.132462682,0.257439965,0.514331456,27575.68084,25660.4502,33144.9952,31393.2988,30220.5855,27178.52433
9430008C03Rik,956.8177161,0.149905327,0.132401215,1.132205072,0.257548228,0.514383183,883.5710197,1059.651749,987.3619363,1051.570712,850.2455911,908.5052879
Irx2,594.0888329,-0.168126872,0.148501461,-1.132156356,0.257568705,0.514383183,870.7799025,749.9341608,365.8991703,353.5220616,661.3021264,563.0955758
Srrm4,82.09245158,-0.348723275,0.308011188,-1.132177298,0.257559902,0.514383183,76.74670327,65.24949194,72.6140106,61.16921167,129.0345612,87.74073074
Asnsd1,6925.965473,0.171520205,0.151511853,1.132057999,0.257610051,0.514397286,7478.86784,7459.321919,4078.644102,6159.199887,8396.463236,7983.295855
Col9a2,27.27076934,-0.797992007,0.70503178,-1.131852534,0.257696437,0.514432855,54.11626513,6.089952582,30.17725116,31.48415307,18.43350875,23.32348539
Trim39,1267.526466,-0.137721918,0.121672379,-1.131907819,0.257673191,0.514432855,1423.749739,1322.389703,1310.824347,1186.502797,1247.718124,1113.974088
Moxd1,1222.901865,-0.187485219,0.165682376,-1.131594224,0.25780507,0.514514344,2455.894505,1699.09677,884.5706746,1005.693804,692.4086724,599.7467671
Pex1,847.7815781,0.1674155,0.147946824,1.13159239,0.257805841,0.514514344,933.7515564,914.3628805,650.6969781,850.0721328,823.7474223,914.0584987
1700003F12Rik,87.17249733,-0.349709893,0.309257162,-1.130806125,0.258136702,0.514763832,133.8147647,105.2691803,84.87351888,80.95925074,72.5819407,45.53632861
Adam10,7416.710757,0.161946618,0.14319884,1.130921299,0.258088218,0.514763832,9786.188599,9040.099611,3261.029203,4669.549674,8606.144398,9137.253061
Dtd2,850.9459254,-0.154274304,0.136425874,-1.130828774,0.258127167,0.514763832,807.8082485,785.603883,1059.032908,940.9264031,822.595328,689.7087821
Sfxn1,4390.133359,0.127371396,0.112634045,1.130842777,0.258121272,0.514763832,4036.089446,4221.207132,4147.485956,4991.587582,4395.239743,4549.190293
Skp1a,14256.57349,0.155216428,0.137232406,1.131047927,0.25803492,0.514763832,14579.90576,14903.85395,10777.99386,15198.75001,15356.26488,14722.67249
Veph1,165.5660922,-0.272429044,0.240871206,-1.131015406,0.258048607,0.514763832,244.9990912,163.5587265,107.5064572,97.15110089,194.7039362,185.4772409
Gm13446,116.5106618,-0.316186504,0.279633195,-1.130718778,0.258173475,0.514768747,184.9792335,151.3788213,95.24694897,59.37011721,103.6884867,104.4003632
Rad54l2,3719.749897,0.128161317,0.113360646,1.130562696,0.258239196,0.514831371,3941.631965,3936.719347,3287.434298,3848.263052,3450.522419,3853.9283
Setd5,10281.78264,0.139320133,0.12324317,1.130449116,0.258287028,0.514858319,12081.70217,11962.40686,7203.875675,9413.761767,10342.3505,10686.59888
Ipp,712.1477601,0.179661914,0.158970929,1.13015578,0.258410589,0.514899399,698.5917862,796.0438017,462.0891584,623.3862307,868.6790998,824.0964837
Jph1,290.7674919,0.220876762,0.195431285,1.130201652,0.258391264,0.514899399,346.3440968,387.1469855,177.2913506,249.1745828,290.3277628,294.3201727
Stac3,29.97132663,0.610459208,0.540113759,1.130241913,0.258374303,0.514899399,42.30908001,36.53971549,21.68989927,37.78098368,11.52094297,29.98733835
3110001I22Rik,253.8317085,0.231278005,0.204739155,1.129622737,0.258635226,0.515210161,260.7420047,307.977602,156.5444904,218.589977,291.4798571,287.6563198
Arhgef26,1434.95482,0.183587737,0.162511596,1.129690077,0.25860684,0.515210161,2065.273464,2070.583878,734.6274579,1119.036755,1332.973101,1287.234265
Slc7a1,8240.595063,-0.126709173,0.112204761,-1.129267351,0.258785069,0.51544022,8885.890734,9112.309048,8845.706746,7658.74512,8010.511646,6930.407086
Nceh1,2219.261193,0.159238539,0.141054646,1.12891382,0.25893419,0.51566878,3043.301964,2849.227815,1421.159922,1930.428357,1940.126796,2131.322307
Kifc2,157.0138378,-0.259746349,0.230117969,-1.128753005,0.259002042,0.515735454,198.7542828,158.3387671,127.3102783,108.8452149,187.7913704,161.0431134
1810062O18Rik,27.45338262,-0.635364108,0.56302358,-1.128485788,0.259114816,0.515738129,30.50189489,38.27970194,33.94940755,15.29230292,32.25864031,14.4383481
Nmd3,2476.428804,0.162793297,0.144263607,1.128443275,0.25913276,0.515738129,2717.620441,2957.976968,1470.197955,2048.269044,2938.992551,2725.515864
Rbms1,8084.31705,-0.130382054,0.115520292,-1.128650662,0.25904523,0.515738129,10921.64623,9341.117267,5188.601121,5405.379308,9505.930043,8143.228326
Serinc3,33367.17703,-0.138570558,0.122800076,-1.128424041,0.25914088,0.515738129,34519.28963,28990.78427,32135.00033,34883.54205,38229.94505,31444.50087
Ascc2,2928.727164,-0.126354734,0.112007178,-1.128094965,0.259279815,0.515740998,2774.688503,2714.378865,3306.29508,2980.199975,3096.82947,2699.971094
Fuz,933.8490084,-0.153511139,0.136070528,-1.128173317,0.25924673,0.515740998,1007.546463,861.2932937,990.1910536,842.875755,950.4777949,950.70969
Pqlc2,704.5062059,-0.160837017,0.142563389,-1.128178967,0.259244345,0.515740998,638.5719285,569.845563,846.8491106,816.7888853,740.7966329,614.1851152
Ube2a,2101.099842,-0.137791007,0.122144468,-1.128098634,0.259278266,0.515740998,2327.983333,2036.654142,2035.078375,2068.95863,2244.27969,1893.644885
Commd5,1409.459602,-0.139228953,0.123442899,-1.127881429,0.259369998,0.515851995,1272.224197,1148.391058,1794.603405,1531.029386,1373.296402,1337.213162
Flrt1,32.74067908,-0.524836751,0.465477619,-1.127523064,0.259521395,0.516084693,34.43762326,22.61982387,45.26587674,35.08234199,35.7149232,23.32348539
Ikbkb,4482.177385,0.123562254,0.109641978,1.126961191,0.25975889,0.516488521,4337.172667,4402.165723,4351.182401,5048.259058,4172.885543,4581.398915
Trip6,4957.002264,-0.132552915,0.117643127,-1.126737429,0.259853512,0.516608202,4290.927858,4280.366672,6476.79253,5204.780276,4872.206781,4616.939464
Vps41,11784.25412,0.201184252,0.178616964,1.126344592,0.26001969,0.516870088,14418.54089,13907.71171,5165.968183,9009.865061,14780.21773,13423.22116
Fkbp15,6221.260476,-0.116921394,0.103842122,-1.12595344,0.260185228,0.51706214,6704.513283,5972.503496,6247.634029,5991.884102,6471.313666,5939.714278
Slc39a14,8567.425602,-0.148641822,0.132008846,-1.125998948,0.260165965,0.51706214,8739.284852,6840.756736,9463.397355,8012.267182,8702.920319,9645.927171
2900057B20Rik,19.19771108,-0.709638305,0.630582699,-1.125369132,0.260432646,0.517437992,27.55009861,9.569925485,16.03166468,14.39275569,27.65026312,19.9915589
Bdh2,419.2572129,-0.18321417,0.16280727,-1.12534391,0.260443329,0.517437992,465.3998801,404.5468501,431.9119072,409.2939899,440.1000214,364.2906289
Prkag3,17.7476142,-0.713654716,0.634360751,-1.12499822,0.260589789,0.517615812,29.5179628,17.39986452,15.08862558,12.59366123,21.88979164,9.995779451
Mast3,903.2004493,0.146888284,0.130581769,1.124875896,0.260641628,0.517626338,803.8725201,908.2729279,903.4314565,968.8123672,865.2228169,969.5906068
Cnih,10487.32387,-0.126634394,0.112659008,-1.124050321,0.260991679,0.518115791,10538.89665,9725.654273,10164.07541,10287.22213,12184.54928,10023.54551
Nsmf,4070.293566,-0.119359067,0.106184124,-1.124076396,0.260980618,0.518115791,4102.996829,3867.989882,4336.093776,4045.263896,4276.57403,3792.842981
Prkag1,5357.05366,-0.12004175,0.106785327,-1.124140864,0.260953272,0.518115791,4633.336227,4456.975296,6929.451297,5996.381839,5229.356013,4896.821289
Cyb5r4,3904.400463,0.16591877,0.147637796,1.123823135,0.261088065,0.518238567,4472.955296,4580.514335,2375.51549,3467.754574,4381.414611,4148.248472
Agpat9,315.237755,-0.201495674,0.179370429,-1.123349458,0.261289106,0.518291681,292.2278317,279.2678255,342.3231928,284.2569248,379.0390237,314.3117316
Ccdc86,1437.629314,0.145091583,0.129165909,1.123296256,0.261311693,0.518291681,1033.128698,1291.939941,1628.628523,1701.94336,1458.55138,1511.583981
Kif13a,4373.778335,-0.119460485,0.106324147,-1.123549901,0.26120402,0.518291681,5397.851463,4757.122959,3971.137645,3783.495651,4319.201519,4013.860771
Nhp2l1,6217.136588,0.121579104,0.108236587,1.12327178,0.261322085,0.518291681,4860.62454,5668.87586,7363.249282,8021.262654,5656.782998,5732.024194
Serpinf1,61518.1475,-0.110915395,0.098723533,-1.123494991,0.261227327,0.518291681,62914.5859,57048.0658,61339.03513,59086.75984,67426.31872,61294.1196
Zfp120,1407.447498,0.192697405,0.171490235,1.12366401,0.26115559,0.518291681,1798.627866,1804.365951,430.025829,689.9527258,1912.476533,1809.236081
Spaca1,113.2557119,-0.303287068,0.270086581,-1.122925347,0.261469201,0.518514921,158.413067,145.2888687,92.41783167,74.66242013,122.1219955,86.63008858
Stk32c,32.29123449,0.542782541,0.483505627,1.122598189,0.261608185,0.518721978,24.59830233,44.36965452,36.77852485,39.58007814,18.43350875,29.98733835
5530601H04Rik,309.3167456,0.209827312,0.187011791,1.122000445,0.261862251,0.519157136,392.5889052,401.9368704,161.2596859,212.2931464,317.9780259,369.8438397
Ccdc109b,3005.191124,-0.136174761,0.121408453,-1.121625041,0.2620219,0.51938188,2878.001373,2890.117497,3756.12473,3017.081411,2837.608253,2652.213481
Nxpe5,49.05150068,0.511976275,0.456481336,1.121571104,0.262044844,0.51938188,110.2003944,120.0590652,18.86078197,30.58460584,4.608377187,9.995779451
Taok1,19511.54859,0.156139686,0.139249397,1.121295235,0.262162213,0.519545878,27395.62127,25429.032,5688.411843,8050.947713,24569.56298,25935.71575
